,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,750.000,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,1625.000,,2375.000,2375.000,2375.000,,
AdditionalPaidInCapital,1500.000,1500.000,1500.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000,5100.000
AssetsCurrent,200.000,200.000,32.000,,,,,,,,,,,,,
BankOverdrafts,,,,,,48.000,48.000,48.000,,48.000,,,,,,
Cash,200.000,200.000,32.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000
DebtInstrumentFaceAmount,,2400.000,3600.000,2400.000,,,,,,,2625.000,,,,,
DeferredTaxAssetsGross,,4200.000,5568.000,5616.000,5648.000,,,,5648.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,4200.000,5568.000,5616.000,5648.000,5648.000,5648.000,6398.000,5648.000,6398.000,1577.000,7975.000,7975.000,7975.000,1625.000,7975.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1800.000,4200.000,5568.000,5616.000,5648.000,5648.000,5648.000,6398.000,5648.000,8023.000,,,,,,
DueToRelatedPartiesCurrent,,2400.000,3600.000,16.000,48.000,,,,48.000,750.000,2375.000,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,,,,,,2625.000,2625.000,,
LiabilitiesAndStockholdersEquity,,200.000,32.000,,,,,,,,,,,,,
LiabilitiesCurrent,,2400.000,3600.000,16.000,48.000,,,798.000,48.000,2423.000,2375.000,2375.000,2375.000,2375.000,,
OtherLiabilities,,,,,,48.000,48.000,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,-7975.000,-7975.000,-7975.000,-7975.000,-7975.000,-7975.000
StockholdersEquity,200.000,-2200.000,-3568.000,-16.000,-48.000,-48.000,-48.000,-798.000,-48.000,-2423.000,-2375.000,-2375.000,-2375.000,-2375.000,,-2375.000
ValuationAllowanceAmount,,-4200.000,-5568.000,-5616.000,,,,,,,,,,,,
ValuationAllowancesAndReservesBalance,,,,,-5648.000,,,,-5648.000,,,,,,,
