,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-714000.000,,,,-2462000.000,,,,-3262000.000,,,,-1499000.000,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,541000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,-362000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,170800.000,,,166700.000,855500.000,168100.000,-1190300.000,190500.000,958980.000,958980.000,-1152660.000,268100.000,268100.000
AssetImpairmentCharges,,,,,,,,,,,183162000.000,,,
AssumedPremiumsEarned,,,,,,,,,,,,,16006000.000,15560000.000
AssumedPremiumsWritten,,,,,,,,,105514000.000,,,,21459000.000,21893000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,-2314000.000,227000.000,,3583000.000,-236000.000,1145000.000,20984000.000,7051000.000,-2034000.000,18128000.000,1903000.000,22263000.000,13438000.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,-2104000.000,3026000.000,,6304000.000,2003000.000,2872000.000,23930000.000,7540000.000,2422000.000,22320000.000,6181000.000,23170000.000,14487000.000
BenefitsLossesAndExpenses,391230000.000,395062000.000,473232000.000,420150000.000,434987000.000,531683000.000,439930000.000,565474000.000,474335000.000,762778000.000,604274000.000,468287000.000,214143000.000,192068000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,22805000.000,-505876000.000,-344132000.000,-95756000.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,478427000.000,460518000.000,442902000.000,363299000.000,,
BusinessCombinationAcquisitionRelatedCosts,12000.000,,425000.000,,1262000.000,720000.000,2679000.000,4568000.000,19056000.000,665000.000,559000.000,1042000.000,646000.000,2397000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-31829000.000,,,,28983000.000,,,,129653000.000,,,,160978000.000,
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,,70150.000,100000.000,,500000.000,,,,500000.000,,,,,
CededPremiumsWritten,,,,,,,,,98032000.000,,,,,
CommonStockDividendsPerShareCashPaid,0.130,0.190,0.190,0.180,0.190,0.190,0.190,0.180,0.170,0.170,0.170,-0.010,,
ComprehensiveIncomeNetOfTax,20703000.000,40980000.000,-23210000.000,35086000.000,31759000.000,-12616000.000,41888000.000,-68831000.000,10065000.000,-576594000.000,-364378000.000,-113972000.000,-59169000.000,-47284000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,815000.000,2580000.000,4486000.000,10132000.000,11847000.000,-1006000.000,8123000.000,-13461000.000,-12966000.000,-9526000.000,3230000.000,-11979000.000,-3769000.000,-3109000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,21518000.000,43560000.000,-18724000.000,45218000.000,43606000.000,-13622000.000,50011000.000,-82292000.000,-2901000.000,-586120000.000,-361148000.000,-125951000.000,-62938000.000,-50393000.000
DeferredIncomeTaxExpenseBenefit,10074000.000,,,,-4701000.000,,,,,,,,,
DepreciationAndAmortization,6668000.000,,,,9111000.000,,,,9493000.000,,,,1288000.000,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,1400000.000
DirectPremiumsEarned,,,,,,,,,,,,,364148000.000,335631000.000
DirectPremiumsWritten,,,,,,,,,444909000.000,,,,281202000.000,284934000.000
DistributedEarnings,,,,,,,,,,48000.000,48000.000,,,
DividendsCommonStockCash,-5116000.000,7700000.000,7600000.000,17710000.000,7398000.000,7300000.000,7200000.000,7177000.000,7201000.000,9500000.000,9500000.000,-50000.000,,
EarningsPerShareBasic,0.610,0.580,-0.400,0.680,0.530,-0.390,0.560,-1.430,0.330,-8.880,-6.080,-2.740,-0.810,-0.850
EarningsPerShareBasicDistributed,,0.190,0.190,,0.190,0.190,0.190,0.180,0.170,0.170,0.170,-0.010,,
EarningsPerShareBasicUndistributed,,0.390,-0.590,,0.340,-0.580,0.370,-1.610,0.160,-9.050,-6.250,-2.720,-0.810,-0.850
EarningsPerShareDiluted,0.610,0.580,-0.400,0.680,0.520,-0.390,0.560,-1.420,0.330,-8.880,-6.080,-2.740,-0.810,-0.850
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,-0.782,0.004,-0.004,,-0.019,-0.002
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,-151000.000,,,,,,,,1111000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-151000.000,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,,,,-86000.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,-86000.000,,,,,,,1442000.000,-244000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,,,,,,,,,,5250000.000,12292000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,,,,,,,,,,24860000.000,5811000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,,,0.000,,,,0.000,
FeesAndCommissionsOther,8181000.000,10655000.000,6967000.000,8165000.000,5163000.000,10080000.000,7703000.000,9389000.000,14151000.000,11933000.000,28195000.000,27103000.000,10802000.000,17720000.000
GainLossOnSaleOfDebtInvestments,,,,,,,,,,,,,200000.000,
GainLossOnSaleOfEquityInvestments,,,,,,,,,,,,,100000.000,
GainLossOnSaleOfOtherInvestments,7504000.000,,,,,,,,,,,,,
GainLossOnSaleOfSecuritiesNet,,,,,,-2600000.000,-600000.000,,200000.000,700000.000,1100000.000,-1400000.000,,
GoodwillImpairmentLoss,,,,,,,,,,214049000.000,55540000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,39264000.000,41193000.000,-17937000.000,34771000.000,31491000.000,-25546000.000,34961000.000,-92961000.000,2140000.000,-508471000.000,-342728000.000,-103862000.000,-50935000.000,-53226000.000
