,2011-06-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,84835.000,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,43140.000,,,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,16034.000,42154.000,127520.000,,,,257816.000,,,,20839.000,,,,21557.000,,,,5412.000,
AmortizationOfFinancingCosts,,,,,,,,-237178.000,-65299.000,,,,,0.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-41109.000,,-6660.000,,,,,,,,48514.000,,,,-5413.000,,,,90007.000,
CashPeriodIncreaseDecrease,,,,,,,,6504.000,,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,29791.000,79429.000,,,201052.000,313671.000,241676.000,156005.000,158721.000,204974.000,37182.000,73153.000,299054.000,363551.000
DebtConversionConvertedInstrumentAmount1,,350000.000,,,,,,,,,,,,,,,,,,,
DebtConversionOriginalDebtAmount1,,456920.000,,,,,,,,,,0.000,,,,,,,,27927.000,
DebtInstrumentDecreaseForgiveness,,,,,0.000,,,,,,,,,,,,,,,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,237178.000,,,,,,,,,,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,8966.000,0.000,,,,,,,22080.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,,
DepreciationAndAmortization,9660.000,9087.000,8737.000,14652.000,9169.000,7016.000,4100.000,4618.000,4621.000,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,4618.000,,,,925.000,1319.000,1387.000,1019.000,805.000,736.000,57.000,6.000,31.000,32.000
DerivativeGainLossOnDerivativeNet,,37634.000,-31035.000,-92468.000,-106178.000,-197.000,-548113.000,420511.000,112532.000,,,172581.000,-742631.000,28927.000,-376918.000,79330.000,140227.000,-109454.000,-69980.000,8646.000,-15976.000
DerivativeLossOnDerivative,,,,,,,,549648.000,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.010,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,0.000
