,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3381967.000,3280339.000,3295615.000,1199208.000,1109915.000,844680.000,5705367.000,5774898.000,5889023.000,5898107.000,5960225.000,5861093.000,5924726.000,5971024.000,5975682.000,5436036.000,5478209.000,5483120.000,5965329.000,5996523.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,49000.000,49000.000,49000.000,49000.000,,,,,
AccountsReceivableNetCurrent,2992.000,2992.000,2992.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,150000.000,,,,,,,,,
AccruedLiabilitiesCurrent,4801900.000,4904077.000,5041617.000,3243390.000,3361583.000,3394585.000,2733500.000,2707166.000,2418238.000,2459238.000,2484238.000,2489119.000,2491444.000,2555103.000,2642227.000,2310293.000,2408320.000,2506346.000,3161290.000,3251317.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,304878.000,304878.000,,304878.000,304878.000,304878.000,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,891708.000,950708.000,998708.000,1034708.000,1081208.000,1115208.000,1164208.000,,1246208.000,1246208.000,1246208.000,1423208.000,,,,,
AdditionalPaidInCapital,80322722.000,80322722.000,80322722.000,89371843.000,88843628.000,90279249.000,103742424.000,106324115.000,106752797.000,,107239985.000,,,108628367.000,108840102.000,108961271.000,109077348.000,109080273.000,109080273.000,109080273.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,107011230.000,,108389665.000,108571909.000,,,,,,,
AssetRetirementObligation,,,,959518.000,981106.000,,897560.000,,,,1716003.000,,,,,,,,,
AssetRetirementObligationCurrent,432027.000,432027.000,432027.000,432027.000,432027.000,432027.000,432027.000,432027.000,432027.000,432027.000,,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000
AssetRetirementObligationsNoncurrent,826965.000,855292.000,884257.000,527491.000,549079.000,593724.000,549079.000,549079.000,549079.000,549079.000,,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000,1716003.000
Assets,3750230.000,4554789.000,4862963.000,4440526.000,4466655.000,4802578.000,10490011.000,10510047.000,10281100.000,9727102.000,9664808.000,9721539.000,9681046.000,9716782.000,4154.000,14753.000,5606.000,757.000,12339.000,3697.000
AssetsCurrent,14416.000,710709.000,706917.000,95111.000,35852.000,154355.000,12797.000,17834.000,100633.000,14004.000,36710.000,79548.000,25164.000,10008.000,4154.000,14753.000,5606.000,757.000,12339.000,3697.000
BorrowedFunds,,,,,1275000.000,,,,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,,,,,0.000,,,,,,,,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,10492213.000,10662836.000,10677836.000,,10606729.000,10620620.000,10671512.000,10685404.000,,,,10685404.000,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,4425803.000,,10477214.000,10492213.000,10662836.000,10677836.000,10592836.000,10606729.000,10620620.000,10671512.000,10685404.000,,,,10685404.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,4425803.000,,10477214.000,10492213.000,10180467.000,9713098.000,9628098.000,9641991.000,9655882.000,9706774.000,,,,,,
CapitalizedCostsProvedProperties,,,,,,,,,,,0.000,,,,,,,,,
CapitalizedCostsUnprovedProperties,,,,,4425803.000,,10477214.000,,,,10592836.000,,,,,,,,,
Cash,,,,,,,,,,,13664.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,174.000,217.000,175.000,95111.000,32721.000,143880.000,74.000,5056.000,88411.000,2338.000,13664.000,3087.000,2301.000,4589.000,3734.000,14248.000,5522.000,757.000,12339.000,3697.000
ClassOfWarrantOrRightOutstanding,,,,,,,2137710.000,1125000.000,1675000.000,1875000.000,,1000000.000,,,,2165500.000,2174000.000,2174000.000,2174000.000,2174000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,18668575.000,18668575.000,18668575.000,20668575.000,20668575.000,21328995.000,25039230.000,25459678.000,25459678.000,25459678.000,25039230.000,26666938.000,26866938.000,2686694.000,3125570.000,5221405.000,7547900.000,7712569.000,7712569.000,7712569.000
CommonStockSharesOutstanding,18668575.000,18668575.000,18668575.000,20668575.000,20668575.000,21328995.000,25039230.000,25459678.000,25459678.000,25459678.000,25039230.000,26666938.000,26866938.000,2686694.000,3125570.000,5221405.000,7547900.000,7712569.000,7712569.000,7712569.000
CommonStockValue,1866.000,1866.000,1866.000,2066.000,2066.000,2133.000,2503.000,2546.000,2556.000,2556.000,2556.000,2667.000,2687.000,269.000,313.000,522.000,755.000,771.000,771.000,771.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,,,,618100.000,455865.000,265929.000,247135.000,145673.000,148480.000,141328.000,143984.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,513400.000,290865.000,135584.000,134981.000,77868.000,70504.000,49592.000,32590.000
ConvertibleNotesPayable,,,,,,,,,,,,,,,,247135.000,145673.000,148480.000,141328.000,143984.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,-105000.000,-165000.000,-130345.000,-112154.000,-67805.000,-77976.000,-91736.000,-111394.000
CreditRiskDerivativeLiabilitiesAtFairValue,,,,,,,,1049316.000,1191318.000,901590.000,,164069.000,7135145.000,1307565.000,210383.000,92518.000,93466.000,43404.000,183430.000,184073.000
CumulativeDividends,,,,,,,,,,,0.000,,,,,,,,,
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,,1275000.000,1275000.000,,
DebtInstrumentAnnualPrincipalPayment,,,,,,,450000.000,450000.000,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,1.000,0.500,0.500,5.000,5.000,5.000,5.000,5.000,5.000,5.000
DebtInstrumentFaceAmount,,,,,,,,,,,,475000.000,12000000.000,12000000.000,475000.000,510000.000,510000.000,510000.000,510000.000,510000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,,0.080,
DebtInstrumentUnamortizedDiscount,,,,0.000,0.000,22062.000,,,,,,182133.000,-2000000.000,2000000.000,,,,198.000,0.000,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,15.000,0.000,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,40435.000,535626.000,784096.000,775554.000,,,,,,,,,,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,4000.000,,,,,,,,,,,,,
DeferredTaxAssetsDerivativeInstruments,,,,,,,299000.000,,,,,,,,399000.000,,,,60000.000,
