,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4911000.000,7551000.000,11746000.000,11405000.000,7870000.000
AllocatedShareBasedCompensationExpense,,7551000.000,11746000.000,11405000.000,7870000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,,580000.000,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,1312000.000,24000.000,905000.000
AmortizationOfFinancingCosts,2182000.000,2615000.000,798000.000,571000.000,760000.000
AmortizationOfIntangibleAssets,1534000.000,644000.000,0.000,192000.000,332000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,9000000.000,6100000.000,3700000.000,2830000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,-3898000.000,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3762000.000,-6718000.000,-14366000.000,1375000.000,-25454000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-67000.000,37773000.000,-313000.000,0.000,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,8584000.000,-2981000.000,-1273000.000,-766000.000,-609000.000
ComprehensiveIncomeNetOfTax,,-7413000.000,-11632000.000,-39943000.000,-12157000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,545000.000,-11000.000,55000.000,8000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-6868000.000,-11643000.000,-39888000.000,-12149000.000
CostsAndExpenses,986928000.000,870046000.000,876774000.000,873405000.000,775204000.000
CurrentFederalTaxExpenseBenefit,,36000.000,-496000.000,2000.000,0.000
CurrentForeignTaxExpenseBenefit,,6165000.000,4148000.000,3096000.000,2789000.000
CurrentIncomeTaxExpenseBenefit,,6481000.000,3722000.000,3019000.000,2914000.000
CurrentStateAndLocalTaxExpenseBenefit,,280000.000,70000.000,-79000.000,125000.000
DeferredFederalIncomeTaxExpenseBenefit,,4528000.000,3396000.000,3824000.000,2382000.000
DeferredForeignIncomeTaxExpenseBenefit,,-283000.000,-1301000.000,-1117000.000,1582000.000
DeferredIncomeTaxExpenseBenefit,26900000.000,4892000.000,2706000.000,2916000.000,3648000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,647000.000,611000.000,209000.000,-316000.000
DefinedContributionPlanCostRecognized,,1000000.000,1300000.000,1300000.000,1300000.000
Depreciation,11184000.000,7465000.000,5797000.000,5552000.000,5482000.000
EarningsPerShareBasic,-0.940,,,,
EarningsPerShareBasicAndDiluted,,-0.200,-0.190,-0.250,0.040
EarningsPerShareDiluted,-0.940,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,3404000.000,-2849000.000,-3372000.000,-1871000.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-1622000.000,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350
FairValueInputsControlPremium,,0.350,,,
FairValueInputsLongTermRevenueGrowthRate,,0.040,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,5491000.000,3581000.000,3956000.000,2191000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,5882000.000,2847000.000,1979000.000,4371000.000
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,1000000.000,2000000.000
GoodwillAcquiredDuringPeriod,,,,1282000.000,
GoodwillImpairmentLoss,16300000.000,,0.000,,
GoodwillOtherChanges,,,756000.000,,
GoodwillTranslationAdjustments,,4295000.000,4359000.000,-15409000.000,-10851000.000
GrossProfit,,228567000.000,223057000.000,222666000.000,204142000.000
IncomeLossFromContinuingOperations,,-3017000.000,-7596000.000,-18812000.000,3584000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-5058000.000,-3487000.000,-1600000.000,2077000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,13959000.000,2308000.000,-11222000.000,8077000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-19437000.000,8901000.000,-1179000.000,-12822000.000,10154000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-52105000.000,-2472000.000,-7607000.000,-18757000.000,3592000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.040,-0.100,-0.240,0.040
IncomeLossFromContinuingOperationsPerBasicShare,-0.730,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.730,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-15127000.000,-11610000.000,-6924000.000,-792000.000,-282000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.160,-0.090,-0.010,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.210,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.210,,,,
IncomeTaxExpenseBenefit,32668000.000,11373000.000,6428000.000,5935000.000,6562000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,8039000.000,6752000.000,6200000.000,515000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-2680000.000,-1002000.000,-5719000.000,-822000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,3115000.000,-413000.000,-4488000.000,3554000.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,0.000,,
IncomeTaxReconciliationNondeductibleExpenseOther,,1678000.000,1329000.000,2623000.000,1353000.000
IncomeTaxReconciliationOtherAdjustments,,294000.000,-106000.000,-867000.000,38000.000
IncomeTaxReconciliationRepatriationOfForeignEarnings,,,-2783000.000,-530000.000,1245000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,927000.000,443000.000,95000.000,-235000.000
IncomeTaxReconciliationTaxContingencies,,,2208000.000,8621000.000,914000.000
IncomeTaxesPaidNet,,6182000.000,5714000.000,4444000.000,-1467000.000
IncreaseDecreaseInAccountsPayable,-12693000.000,-4848000.000,3786000.000,220000.000,2731000.000
IncreaseDecreaseInAccountsReceivable,-30540000.000,15987000.000,-2401000.000,-3029000.000,4179000.000
