,2011-01-29,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-2000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,-2000.000,908000.000,-8000.000,-83000.000,-376000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4796000.000,,5649000.000,5838000.000,4468000.000,5198000.000,4592000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-1024000.000,1834000.000,4002000.000,4357000.000,2911000.000,900000.000,99000.000
AdvertisingExpense,,4581000.000,5552000.000,5645000.000,6307000.000,7034000.000,7063000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,3466000.000,3567000.000,3684000.000,2823000.000,3303000.000,2937000.000
CapitalLeaseObligationsIncurred,2403000.000,0.000,1040000.000,1086000.000,909000.000,508000.000,342000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,25826000.000,-20379000.000,21773000.000,-10684000.000,22170000.000,-56123000.000,6684000.000
CooperativeAdvertisingAmount,,3748000.000,4002000.000,3335000.000,3456000.000,2949000.000,3319000.000
CostOfGoodsSold,434552000.000,470237000.000,519818000.000,542700000.000,586702000.000,610389000.000,634364000.000
CurrentFederalTaxExpenseBenefit,,30529000.000,39511000.000,37313000.000,35013000.000,36053000.000,31007000.000
CurrentStateAndLocalTaxExpenseBenefit,,3820000.000,5355000.000,5205000.000,4756000.000,3743000.000,3042000.000
DeferredCompensationArrangementWithIndividualSharesIssued,,1561.000,646.000,,,,
DeferredFederalIncomeTaxExpenseBenefit,,26000.000,-1418000.000,312000.000,4059000.000,1188000.000,1359000.000
DeferredIncomeTaxExpenseBenefit,-1558000.000,-46000.000,-1507000.000,-73000.000,4220000.000,1285000.000,1418000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-121000.000,-217000.000,-4000.000,441000.000,200000.000,13000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,-4357000.000,-2911000.000,-900000.000,-99000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,,,0.060,0.060,0.060
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,,,,0.750,0.750,0.750
DepreciationAndAmortization,13623000.000,13205000.000,13029000.000,13847000.000,15990000.000,17038000.000,19047000.000
EarningsPerShareBasic,1.630,2.190,2.780,2.740,2.900,2.950,2.750
EarningsPerShareDiluted,1.600,2.150,2.720,2.700,2.870,2.920,2.720
EffectiveIncomeTaxRateContinuingOperations,,0.367,0.373,0.377,0.376,0.369,0.367
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.009,-0.004,-0.002,-0.003,-0.005,-0.005
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.026,0.028,0.028,0.029,0.024,0.022
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,-144000.000,-1129000.000,-3914000.000,-4288000.000,-4669000.000,-2120000.000,-943000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1987000.000,2082000.000,2154000.000,1645000.000,1895000.000,1655000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,4500000.000,5900000.000,6500000.000,5300000.000,2500000.000,1200000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,3435000.000,1834000.000,4002000.000,4357000.000,2911000.000,900000.000,99000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,30555000.000,38093000.000,37625000.000,39072000.000,37241000.000,32366000.000
GainLossOnSaleOfPropertyPlantEquipment,164000.000,-151000.000,-68000.000,-173000.000,-181000.000,156000.000,-238000.000
GrossProfit,230402000.000,262408000.000,298882000.000,309265000.000,326784000.000,332715000.000,338596000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,73442000.000,93314000.000,115813000.000,113703000.000,117853000.000,111712000.000,96496000.000
IncomeTaxExpenseBenefit,27042000.000,34254000.000,43231000.000,42826000.000,44269000.000,41184000.000,35421000.000
IncomeTaxesPaidNet,31987000.000,30788000.000,39878000.000,42276000.000,32626000.000,42500000.000,35057000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,105000.000,408000.000,1993000.000,-706000.000,-607000.000,947000.000
IncreaseDecreaseInAccountsPayable,11036000.000,-2251000.000,28286000.000,-27489000.000,9907000.000,4017000.000,-11410000.000
IncreaseDecreaseInAccountsReceivable,-597000.000,633000.000,-577000.000,452000.000,-117000.000,106000.000,879000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,906000.000,,,,,,
IncreaseDecreaseInInventories,-5484000.000,20193000.000,26307000.000,5167000.000,13863000.000,42691000.000,-2398000.000
IncreaseDecreaseInOtherNoncurrentAssets,,157000.000,115000.000,475000.000,-46000.000,443000.000,-351000.000
IncreaseDecreaseInOtherOperatingAssets,-149000.000,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,2177000.000,370000.000,-1197000.000,738000.000,1093000.000,-1160000.000,2059000.000
IncreaseDecreaseInOtherReceivables,-160000.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-3146000.000,-34000.000,-36000.000,-6614000.000,-2186000.000,1712000.000
InterestExpense,147000.000,242000.000,182000.000,199000.000,315000.000,323000.000,292000.000
InterestIncomeExpenseNonoperatingNet,,-217000.000,-168000.000,-188000.000,-293000.000,-292000.000,-268000.000
InterestPaid,95000.000,277000.000,182000.000,195000.000,306000.000,308000.000,285000.000
InvestmentIncomeInterest,42000.000,25000.000,14000.000,11000.000,22000.000,31000.000,24000.000
LineOfCreditFacilityAverageOutstandingAmount,,0.000,,,,12900000.000,6600000.000
LineOfCreditFacilityInterestRateDuringPeriod,,0.000,,,,0.022,0.025
LineOfCreditFacilityMaximumAmountOutstandingDuringPeriod,,0.000,,,,28400000.000,11800000.000
NetCashProvidedByUsedInFinancingActivities,-25209000.000,-61925000.000,-43033000.000,-12995000.000,-57663000.000,-89925000.000,-42582000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-25209000.000,-61925000.000,-43033000.000,-12995000.000,-57663000.000,-89925000.000,-42582000.000
NetCashProvidedByUsedInInvestingActivities,-10883000.000,-13375000.000,-22318000.000,-50990000.000,-22559000.000,-24677000.000,-29409000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-10883000.000,-13375000.000,-22318000.000,-50990000.000,-22559000.000,-24677000.000,-29409000.000
NetCashProvidedByUsedInOperatingActivities,61918000.000,54921000.000,87124000.000,53301000.000,102392000.000,58479000.000,78675000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,61918000.000,54921000.000,87124000.000,53301000.000,102392000.000,58479000.000,78675000.000
NetIncomeLoss,46400000.000,59060000.000,72582000.000,70877000.000,73584000.000,70528000.000,61075000.000
OperatingIncomeLoss,73547000.000,93531000.000,115981000.000,113891000.000,118146000.000,112004000.000,96764000.000
OperatingLeasesRentExpenseContingentRentals,,5767000.000,6331000.000,5280000.000,4647000.000,4434000.000,4744000.000
OperatingLeasesRentExpenseMinimumRentals,,37971000.000,40075000.000,44984000.000,49323000.000,52538000.000,54910000.000
OperatingLeasesRentExpenseNet,,43738000.000,46406000.000,50264000.000,53970000.000,56972000.000,59654000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,60000.000,36000.000,,,,
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,900000.000,1100000.000,2100000.000,1300000.000,1100000.000,1400000.000
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,51000.000
PaymentsForRepurchaseOfEquity,37715000.000,67484000.000,45938000.000,15807000.000,56302000.000,89212000.000,42115000.000
PaymentsToAcquireProductiveAssets,10476000.000,12997000.000,21970000.000,50507000.000,22873000.000,25147000.000,29733000.000
PaymentsToAcquireShortTermInvestments,529000.000,481000.000,530000.000,704000.000,90000.000,-65000.000,104000.000
ProceedsFromInsuranceSettlementInvestingActivities,,,,,84000.000,107000.000,223000.000
