,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,445024.000,569094.000,535913.000,813957.000
AccountsReceivableNetCurrent,147520.000,365023.000,391235.000,507582.000
AccruedPayrollTaxesCurrent,59534.000,57532.000,77068.000,97333.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,41028.000,58186.000,72967.000,
AdditionalPaidInCapital,3704568.000,4079032.000,4696221.000,6831698.000
AllowanceForDoubtfulAccountsReceivableCurrent,6500.000,6500.000,47829.000,47829.000
Assets,3473622.000,4030030.000,4442953.000,6598805.000
AssetsCurrent,2755779.000,3279939.000,3607573.000,5381008.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,272000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,50000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,,,,572000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,250000.000
CashAndCashEquivalentsAtCarryingValue,450828.000,511474.000,606644.000,1324221.000
CashUninsuredAmount,,,8332.000,
ClassOfWarrantOrRightOutstanding,3548515.000,4084299.000,3885729.000,3992157.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,10048548.000,10584262.000,11742834.000,13386406.000
CommonStockSharesOutstanding,10048548.000,10584262.000,11742834.000,13386406.000
CommonStockValue,10049.000,10585.000,11743.000,13386.000
CustomerDepositsCurrent,10863.000,26843.000,51672.000,19340.000
DeferredIncomeTaxLiabilities,,,104685.000,
DeferredTaxAssetsLiabilitiesNet,,,0.000,
DeferredTaxAssetsNet,,,104685.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,860730.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,298071.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,172797.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,16563.000,
DeferredTaxAssetsValuationAllowance,,,398676.000,
DeferredTaxLiabilitiesDeferredExpense,,,104685.000,
DepositsAssetsNoncurrent,27990.000,33653.000,42526.000,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,,1775.000,,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinThreeYears,,2138.000,,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinTwoYears,,1980.000,,
Goodwill,243000.000,243000.000,243000.000,493000.000
IntangibleAssetsNetExcludingGoodwill,,,,5833.000
InventoryNet,2150280.000,2387949.000,2574438.000,3517440.000
Liabilities,699941.000,870506.000,884644.000,1186685.000
LiabilitiesAndStockholdersEquity,3473622.000,4030030.000,4442953.000,6598805.000
LiabilitiesCurrent,646788.000,823567.000,842918.000,1150754.000
LongTermDebtCurrent,22789.000,23443.000,23443.000,23443.000
LongTermDebtNoncurrent,53153.000,46939.000,41726.000,35931.000
OperatingLeasesFutureMinimumPaymentsReceivable,722366.000,1027038.000,2176956.000,2076214.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,267940.000,344265.000,476182.000,497868.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,16800.000,53966.000,332937.000,303529.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,86720.000,117476.000,369841.000,357802.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,141917.000,196083.000,437745.000,409221.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,208989.000,261851.000,479089.000,479995.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,53397.000,81162.000,27799.000
OtherAssets,270990.000,276653.000,285526.000,65704.000
PrepaidExpenseAndOtherAssetsCurrent,,,,31765.000
PrepaidExpenseCurrent,3303.000,10610.000,24578.000,
PropertyPlantAndEquipmentGross,487881.000,531624.000,622821.000,
PropertyPlantAndEquipmentNet,446853.000,473438.000,549854.000,653260.000
RetainedEarningsAccumulatedDeficit,-940936.000,-930093.000,-1149655.000,-1432964.000
SalesAndExciseTaxPayableCurrent,36537.000,47152.000,46942.000,65884.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,1872000.000,1872000.000,1872000.000,1872000.000
ShortTermBorrowings,72041.000,99503.000,107880.000,130797.000
StockholdersEquity,2773681.000,3159524.000,3558309.000,5412120.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2773681.000,3159524.000,3558309.000,5412120.000
WarrantsAndRightsOutstanding,3548515.000,4084229.000,3885729.000,
