,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,475773.000,366967.000,1430594.000,972338.000,536133.000,246104.000,412481.000,589725.000,478887.000,221125.000,239441.000,240377.000,225635.000,247152.000,358045.000,434850.000,442987.000,447176.000,360979.000,335582.000,390664.000,399353.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,784360.000,,790917.000,793692.000,795359.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,472700.000,406963.000,564054.000,529511.000,627144.000,555102.000,895017.000,804702.000,838271.000,764199.000,805976.000,834264.000,871164.000,388683.000,278477.000,345165.000,404892.000,296506.000,306861.000,408321.000,333015.000,357711.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,20482.000,24651.000,34774.000,-82230.000,-89391.000,87401.000,91977.000,97842.000,101330.000,1457.000,1619.000,1781.000,1941.000,1941.000,1941.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-32409.000,0.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,63096521.000,63238456.000,63426187.000,69078599.000,69073232.000,69253081.000,69327269.000,70042646.000,70389812.000,70677392.000,70610958.000,70682383.000,70737244.000,71356912.000,71808625.000,71871129.000,71930802.000,71956071.000,72511626.000,72511626.000,72598748.000,72697881.000
Assets,71554684.000,66683933.000,64546994.000,69501568.000,67407444.000,66339499.000,23771293.000,23749376.000,17303099.000,8789947.000,8641035.000,8687585.000,8665190.000,8545129.000,8392148.000,8170443.000,7995184.000,6801725.000,7170560.000,6937577.000,6853001.000,6230445.000
AssetsCurrent,7458126.000,2379620.000,46603.000,5589887.000,3502614.000,2449765.000,97175.000,81123.000,129754.000,123139.000,74271.000,177398.000,202966.000,1153490.000,1055773.000,1047452.000,1034041.000,27578.000,391223.000,223360.000,145601.000,69674.000
AssetsFairValueDisclosure,,,,1714674.000,1714674.000,1714674.000,1714674.000,1880000.000,1880000.000,1880000.000,-1880000.000,,,,,,,,,,,
AssetsNoncurrent,64096558.000,64304313.000,64500391.000,63911681.000,63904830.000,63889734.000,23674118.000,23668253.000,17173345.000,8666808.000,8566764.000,8510187.000,8462224.000,7391639.000,7336375.000,7122991.000,6961143.000,6774147.000,6779337.000,6714217.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,108059.000,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,0.600,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,3800000.000,4100000.000,4600000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,7326933.000,2268138.000,38676.000,3795310.000,3456678.000,2349834.000,12667.000,29204.000,32446.000,120287.000,38490.000,145552.000,177062.000,135678.000,6217.000,1522.000,3447.000,9607.000,382054.000,212874.000,52291.000,1631.000
CashEquivalentsAtCarryingValue,,,,0.000,0.000,,0.000,,,,,,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,162776432.000,,,169168694.000,169500963.000,,,,,,,,,,,,
CommitmentsAndContingencies,0.000,,,,,,,,,,,,,,,,,,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000
CommonStockSharesIssued,322009220.000,322209220.000,323532533.000,392108252.000,393808252.000,394041586.000,395497453.000,395497453.000,413972247.000,432745070.000,435006181.000,438541202.000,440854750.000,445657855.000,477119526.000,483291849.000,485118773.000,487308313.000,495153347.000,495153347.000,500121178.000,502829707.000
CommonStockSharesOutstanding,322009220.000,322209220.000,323532533.000,392108252.000,393808252.000,394041586.000,395497453.000,395497453.000,413972247.000,432745070.000,435006181.000,438541202.000,440854750.000,445657855.000,477119526.000,483291849.000,485118773.000,487308313.000,495153347.000,495153347.000,500121178.000,502829707.000
CommonStockValue,322009.000,322209.000,323532.000,392108.000,393808.000,394042.000,395497.000,395497.000,413972.000,432745.000,435006.000,438541.000,440855.000,445658.000,477120.000,483292.000,485119.000,487308.000,495153.000,495153.000,500121.000,502829.000
ConvertibleDebt,,,,,,,,,101376.000,,,,,,,,52708.000,38333.000,,,,
ConvertibleDebtCurrent,,,,,,1779371.000,,1342555.000,1674890.000,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,45000.000,45000.000,71701.000,138752.000,159831.000,60805.000,45000.000,45000.000,45000.000,,,,4792.000,19167.000,175919.000,275531.000,375143.000,472590.000
DebtCurrent,,,,1678186.000,1729334.000,1779371.000,1829963.000,1342555.000,1674890.000,,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,0.067,,,,,,,,,,,,,,,
DebtInstrumentFairValue,,,,1880000.000,1880000.000,1880000.000,1880000.000,2000000.000,2000000.000,2000000.000,2000000.000,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.120,0.120,0.120,0.120,0.120,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,100629.000,981080.000,,,,0.000,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,,349081.000,249469.000,149857.000,52411.000
DeferredFinanceCostsCurrentNet,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsEquityMethodInvestments,,,,,,,,,,,36240.000,,,,116497.000,,,,304451.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,7208976.000,,,,6845588.000,,,,7003166.000,,,,7210370.000,,,
DeferredTaxAssetsOther,,,,,,,,,,,-621598.000,,,,-621598.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,165526.000,,,,166747.000,,,,166747.000,,,,195306.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,41912.000,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,,11522802.000,,,,1775130.000,,,,2205049.000,,,,2205049.000,,,
