,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AmortizationOfDeferredLoanOriginationFeesNet,11125.000,24625.000,27625.000,,13651.000,4742.000,27354.000,,111018.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2142504.000,,,,1038599.000,,,,670352.000
CommonStockDividendsPerShareDeclared,0.190,0.190,0.190,0.180,0.190,0.190,0.190,0.180,0.190
CostsAndExpenses,140751.000,130165.000,113076.000,141195.000,239853.000,178046.000,154567.000,217267.000,282614.000
CurrentFederalTaxExpenseBenefit,0.000,,,,,,,,
CurrentIncomeTaxExpenseBenefit,0.000,,,,,,,,
CurrentStateAndLocalTaxExpenseBenefit,0.000,,,,,,,,
CustodyFees,3581.000,5125.000,2232.000,5966.000,8897.000,9222.000,9286.000,9454.000,9997.000
DeferredIncomeTaxExpenseBenefit,0.000,,,,,,,,
Dividends,-165190.000,,,,-408821.000,,,,-468834.000
EarningsPerShareBasic,0.180,,,,0.100,,,,0.110
EarningsPerShareBasicAndDiluted,0.290,0.260,0.160,0.300,0.150,0.200,0.050,0.020,0.150
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsNet,,,,,-54555.000,,,,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsPurchases,2120000.000,,,,2450783.000,,,,
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsSales,-1265116.000,,,,-925941.000,,,,
GainLossOnInvestments,90643.000,113901.000,56321.000,,120958.000,359574.000,-35409.000,-84788.000,91600.000
GainLossOnSaleOfEquityInvestments,,,,,,,,,126780.000
GeneralInsuranceExpense,3875.000,3875.000,3875.000,3875.000,3875.000,3875.000,3938.000,4250.000,4250.000
IncentiveFeeExpense,0.000,,,,0.000,0.000,0.000,,0.000
IncomeTaxExpenseBenefit,0.000,,0.000,,,,,,
IncomeTaxReconciliationChangeInEnactedTaxRate,0.000,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,0.000,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,0.000,,,,,,,,
IncomeTaxesPaid,-44600.000,,,,,,,,117002.000
IncreaseDecreaseInAccruedInterestReceivableNet,17509.000,,,,-33701.000,,,,30340.000
IncreaseDecreaseInAccruedTaxesPayable,-44275.000,,,,,,,,-117002.000
IncreaseDecreaseInDeferredCharges,,,,,35649.000,,,,0.000
IncreaseDecreaseInDueToAffiliates,-76257.000,,,,41212.000,,,,168202.000
IncreaseDecreaseInInterestPayableNet,,,,,-240034.000,,,,-129924.000
IncreaseDecreaseInOtherOperatingAssets,,,,,-682.000,,,,-12500.000
IncreaseDecreaseInPrepaidInsurance,-3875.000,,,,-3875.000,,,,-4249.000
InterestAndDividendIncomeOperating,5304.000,8191.000,8888.000,19855.000,7964.000,8066.000,11684.000,5093.000,12360.000
InterestAndFeeIncomeLoansAndLeases,36000.000,,,,0.000,2818.000,12539.000,,28190.000
InterestExpense,,,,,5554.000,0.000,0.000,7962.000,21313.000
InterestExpenseBorrowings,,,,,5554.000,,,,
InterestPaid,,,,,5554.000,,,,19467.000
InvestmentIncomeDividend,5304.000,,8888.000,,7964.000,5392.000,5091.000,,10794.000
InvestmentIncomeInterest,204086.000,222828.000,215036.000,273029.000,344085.000,268299.000,332337.000,424202.000,536183.000
ManagementFeeExpense,31252.000,41286.000,49771.000,64051.000,88971.000,92221.000,92854.000,94540.000,99966.000
MarketingExpense,4020.000,4020.000,4020.000,4020.000,4020.000,4020.000,2680.000,6615.000,10642.000
NetCashProvidedByUsedInFinancingActivities,2953810.000,,,,2566771.000,,,,2008012.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2953810.000,,,,2566771.000,,,,2008012.000
NetCashProvidedByUsedInOperatingActivities,-811306.000,,,,-1528172.000,,,,-1337660.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-811306.000,,,,-1528172.000,,,,-1337660.000
NetIncomeLoss,248243.000,289323.000,210437.000,509960.000,327491.000,471044.000,121274.000,61380.000,373319.000
NetInvestmentIncome,157600.000,175422.000,154116.000,296034.000,206533.000,111470.000,156683.000,271676.000,281719.000
NoninterestExpenseDirectorsFees,1500.000,3000.000,1500.000,1500.000,1500.000,3000.000,5049.000,3798.000,6799.000
OperatingExpenses,62915.000,80222.000,97433.000,124275.000,161657.000,180685.000,180745.000,195509.000,282614.000
OtherExpenses,382.000,43.000,-6282.000,1008.000,,1468.000,0.000,,2423.000
PaymentsForProceedsFromInvestments,-1265116.000,,,,-925941.000,,,,-161564.000
PaymentsOfDividends,165190.000,,,,408821.000,,,,468834.000
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,1590810.000
PaymentsToAcquireInvestments,2120000.000,,,,2450782.000,,,,1590810.000
ProceedsFromIssuanceOfCommonStock,3119000.000,,,,4676600.000,,,,675000.000
ProceedsFromLongTermLinesOfCredit,,,,,,,,,1801846.000
ProceedsFromSaleOfEquityMethodInvestments,,,,,,,,,-161564.000
ProfessionalFees,88243.000,64918.000,50061.000,52877.000,127036.000,64240.000,40760.000,90523.000,127224.000
RealizedInvestmentGainsLosses,0.000,,,,171376.000,,,,0.000
RepaymentsOfLinesOfCredit,,,,,1701008.000,,,,0.000
Revenues,220515.000,255644.000,251549.000,420309.000,368190.000,292155.000,337428.000,467185.000,564333.000
SalesRevenueNet,62915.000,80222.000,97433.000,124275.000,-9719.000,180685.000,180745.000,195509.000,282614.000
StockIssuedDuringPeriodValueNewIssues,3119000.000,,,,4676600.000,,,,675000.000
UnrealizedGainLossOnInvestments,90643.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,859302.000,1115545.000,1302662.000,-2037777.000,2148460.000,2407129.000,2405554.000,-4616229.000,2494574.000
