,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,387000.000,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,7301000.000,6136000.000,,6697000.000,7558000.000,7364000.000,7606000.000,7023000.000,7193000.000,6913000.000,6590000.000,7505000.000,6358000.000
AmortizationOfIntangibleAssets,,1511000.000,1548000.000,,1563000.000,1593000.000,1649000.000,1704000.000,1766000.000,1766000.000,1730000.000,1471000.000,1459000.000,1481000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,8851000.000,27722000.000,0.000,0.000
CapitalExpendituresIncurredButNotYetPaid,-11684000.000,,,,-1693000.000,,,,9515000.000,,,2409000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-32384000.000,,,,29780000.000,,,,4026000.000,,,84496000.000,,
ComprehensiveIncomeNetOfTax,,16561000.000,14834000.000,,1883000.000,-13052000.000,-11244000.000,-4262000.000,-27947000.000,-14889000.000,13566000.000,-19069000.000,5208000.000,26164000.000
CostOfGoodsSold,136929000.000,136643000.000,140632000.000,159948000.000,154141000.000,133064000.000,139208000.000,165165000.000,145437000.000,133384000.000,158619000.000,118556000.000,138057000.000,148427000.000
DeferredIncomeTaxExpenseBenefit,4215000.000,,,,0.000,,,,-8878000.000,,,-2280000.000,,
Depreciation,,14277000.000,15537000.000,,20414000.000,21237000.000,22701000.000,25694000.000,23862000.000,24635000.000,26495000.000,24385000.000,24463000.000,25310000.000
DepreciationDepletionAndAmortization,15241000.000,,,,21977000.000,,,,25628000.000,,,25856000.000,,
EarningsPerShareBasic,0.080,0.100,0.090,0.020,0.010,-0.080,-0.070,-0.020,-0.170,-0.090,0.090,-0.120,0.030,0.150
EarningsPerShareDiluted,0.070,0.100,0.090,0.020,0.010,-0.080,-0.070,-0.020,-0.170,-0.090,0.080,-0.120,0.030,0.140
EmployeeStockOwnershipPlanESOPSharesContributedToESOP,,769000.000,0.000,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,788000.000,,,,0.000,,,,,,,8806000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,-56000.000,87000.000,-309000.000,16000.000,36000.000,-154000.000,10000.000,,,,,,,
GoodwillImpairmentLoss,,,0.000,,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000
GrossProfit,87394000.000,92142000.000,75356000.000,67039000.000,62589000.000,44938000.000,61613000.000,68456000.000,38772000.000,56719000.000,92217000.000,59050000.000,92714000.000,123720000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,,,,,213.000,,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,0.000,0.000,0.000,0.000,0.000,,,,213.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,20125000.000,21555000.000,11751000.000,5541000.000,3191000.000,-24601000.000,-6107000.000,-4357000.000,-35950000.000,-17140000.000,17698000.000,-20766000.000,5971000.000,35372000.000
IncomeTaxExpenseBenefit,7686000.000,4990000.000,-3087000.000,1233000.000,1308000.000,-11551000.000,5139000.000,-601000.000,-8001000.000,-2255000.000,4137000.000,-1697000.000,761000.000,9188000.000
IncomeTaxesPaid,2941000.000,,,,-42000.000,,,,727000.000,,,699000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1326000.000,,,,-7204000.000,,,,-3032000.000,,,-9943000.000,,
IncreaseDecreaseInAccountsReceivable,-6457000.000,,,,-24266000.000,,,,-26653000.000,,,-53076000.000,,
IncreaseDecreaseInInventories,22760000.000,,,,-6121000.000,,,,-1966000.000,,,3125000.000,,
IncreaseDecreaseInOtherOperatingAssets,8750000.000,,,,12115000.000,,,,-4628000.000,,,-3073000.000,,
IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,,,,,,,,,,,212.000,
InvestmentIncomeInterest,104000.000,106000.000,40000.000,43000.000,49000.000,89000.000,58000.000,45000.000,38000.000,38000.000,7000.000,27000.000,42000.000,92000.000
LegalFees,5399000.000,7512000.000,4058000.000,2255000.000,3864000.000,3682000.000,0.000,1000.000,,,,,,
MarketableSecuritiesRealizedGainLossOtherThanTemporaryImpairmentsAmount,,0.000,0.000,,0.000,,,,0.000,,,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,16122000.000,,,,4952000.000,,,,5097000.000,,,51151000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16122000.000,,,,4952000.000,,,,5097000.000,,,51151000.000,,
NetCashProvidedByUsedInInvestingActivities,-59314000.000,,,,-9870000.000,,,,-27484000.000,,,-21489000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-59314000.000,,,,-9870000.000,,,,-27484000.000,,,-21489000.000,,
NetCashProvidedByUsedInOperatingActivities,10808000.000,,,,34698000.000,,,,26413000.000,,,54834000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,10808000.000,,,,34698000.000,,,,26413000.000,,,54834000.000,,
NetIncomeLoss,12439000.000,16565000.000,14838000.000,4308000.000,1883000.000,-13050000.000,-11246000.000,-3756000.000,-27949000.000,-14885000.000,13561000.000,-19069000.000,5210000.000,26184000.000
NonoperatingIncomeExpense,-165000.000,266000.000,-269000.000,114000.000,6762000.000,-185000.000,-585000.000,-790000.000,-1410000.000,-763000.000,-1076000.000,-783000.000,-1426000.000,-503000.000
OperatingExpenses,67104000.000,70853000.000,63336000.000,61612000.000,66160000.000,69354000.000,67135000.000,72023000.000,73312000.000,73096000.000,73443000.000,79033000.000,85317000.000,87845000.000
OperatingIncomeLoss,20290000.000,21289000.000,12020000.000,5427000.000,-3571000.000,-24416000.000,-5522000.000,-3567000.000,-34540000.000,-16377000.000,18774000.000,-19983000.000,7397000.000,35875000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,,-4000.000,-4000.000,,0.000,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,-2000.000,2000.000,,2000.000,-4000.000,5000.000,0.000,-2000.000,-20000.000
OtherNoncashIncomeExpense,,,,,-26000.000,,,,-374000.000,,,-260000.000,,
OtherNonoperatingIncomeExpense,23000.000,71000.000,7000.000,18000.000,74000.000,189000.000,13000.000,-160000.000,-309000.000,-85000.000,70000.000,45000.000,-624000.000,297000.000
PaymentsForProceedsFromOtherInvestingActivities,-77000.000,,,,0.000,,,,-29000.000,,,-161000.000,,
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,51125000.000,,,,
PaymentsForRestructuring,,,,,,,,,,,,2848000.000,3847000.000,
PaymentsToAcquireAvailableForSaleSecurities,10902000.000,,,,20769000.000,,,,6323000.000,,,0.000,,
PaymentsToAcquirePropertyPlantAndEquipment,51843000.000,,,,14007000.000,,,,29359000.000,,,21650000.000,,
ProceedsFromIssuanceOrSaleOfEquity,15334000.000,,,,4952000.000,,,,5097000.000,,,42345000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,3354000.000,,,,17953000.000,,,,8169000.000,,,0.000,,
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,36476000.000,37955000.000,36479000.000,35992000.000,37074000.000,38084000.000,40871000.000,44454000.000,46071000.000,47107000.000,47023000.000,49870000.000,48001000.000,49810000.000
RestructuringCharges,,,,,,,,,,,,1795000.000,1722000.000,
RestructuringReserveSettledWithCash,,,,,,1763.000,,,,,,,,
Revenues,224323000.000,228785000.000,215988000.000,226987000.000,216730000.000,178002000.000,200821000.000,233621000.000,184209000.000,190103000.000,250836000.000,177606000.000,230771000.000,272147000.000
SalesRevenueNet,224323000.000,228785000.000,215988000.000,226987000.000,216730000.000,178002000.000,200821000.000,233621000.000,184209000.000,190103000.000,250836000.000,177606000.000,230771000.000,272147000.000
SellingGeneralAndAdministrativeExpense,25229000.000,25386000.000,22799000.000,23365000.000,25222000.000,27588000.000,26264000.000,27568000.000,27241000.000,25989000.000,26420000.000,29163000.000,37316000.000,38035000.000
ShareBasedCompensation,4905000.000,,,,6697000.000,,,,7023000.000,,,6590000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,0.555,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,0.017,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,196000.000,,,,445000.000,,,705000.000,992000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,8.110,,,,7.460,,,6.700,6.890,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,,,,361000.000,,,,731000.000,,,51000.000,1371000.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,,3.530,,,5.620,6.190,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,4.760,,,9.260,13.070,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,265000.000,,,,293000.000,,,6794000.000,11041000.000,
StockRepurchaseProgramAuthorizedAmount,,,,,,,,,,75000000.000,,,,
StockRepurchasedDuringPeriodShares,,,,,,,0.000,,,7670000.000,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,1001000.000,,,,557000.000,,,90000.000,1934000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,9408000.000,6215000.000,,4329000.000,0.000,0.000,-4329000.000,0.000,,6812000.000,,9549000.000,9937000.000
WeightedAverageNumberOfDilutedSharesOutstanding,172822000.000,173518000.000,171027000.000,-344857000.000,170566000.000,165355000.000,163838000.000,-335393000.000,160758000.000,159347000.000,163917000.000,164386000.000,181319000.000,185701000.000
WeightedAverageNumberOfSharesOutstandingBasic,162413000.000,164110000.000,164812000.000,-327079000.000,166237000.000,165355000.000,163838000.000,-331064000.000,160758000.000,159347000.000,157105000.000,164386000.000,171770000.000,175764000.000
