,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-12-31,2015-03-31
CashPeriodIncreaseDecrease,,,0.000,,,,,,,
CostOfRevenue,,,0.000,0.000,0.000,,,,,
CostsAndExpensesRelatedParty,,,,,,,,12450.000,,
CurrentFederalTaxExpenseBenefit,,,,,,,,,0.000,
CurrentIncomeTaxExpenseBenefit,,,0.000,,,,,,301367.000,
DeferredIncomeTaxExpenseBenefit,,,0.000,,,,,,0.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.000,-0.010,-0.010
EffectiveIncomeTaxRateContinuingOperations,,,,,0.150,0.150,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,5357.000,13758.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,-31899.000,-88067.000
GeneralAndAdministrativeExpense,,,,,,,,,2444.000,21151.000
GrossProfit,,,0.000,0.000,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,-10775.000,-29087.000,-23456.000,-932380.000,-188197.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,0.000,,,,,,,
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,,,,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-3195.000,,,10301.000,,,,
IncreaseDecreaseInPrepaidExpense,,,0.000,,,,,,,
InterestExpense,,,,,,,,,2887.000,1351.000
InterestPaid,,,0.000,,,,,,,
LeaseAndRentalExpense,,,,,,,,,10392.000,
LegalFees,17211.000,,0.000,0.000,0.000,,6544.000,,29863.000,56553.000
NetCashProvidedByUsedInFinancingActivities,,,3195.000,,,474.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,3195.000,,,474.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-3195.000,,,-474.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3195.000,,,-474.000,,,,
NetIncomeLoss,-52739.000,-173420.000,0.000,-8850.000,-3208.000,-10775.000,-29087.000,-23456.000,-932380.000,-188197.000
NonoperatingIncomeExpense,,,0.000,0.000,0.000,-1768.000,2440.000,2629.000,,
OfficersCompensation,,,0.000,0.000,0.000,,,,,
OperatingExpenses,52739.000,173420.000,0.000,8850.000,3208.000,9007.000,31527.000,26085.000,934850.000,200604.000
OperatingIncomeLoss,-52739.000,-173420.000,0.000,-8850.000,-3208.000,-9007.000,-31527.000,-26085.000,-934850.000,-200604.000
OtherGeneralAndAdministrativeExpense,,6748.000,0.000,0.000,0.000,330.000,19.000,,,
OtherNonoperatingIncomeExpense,,,,,,,,,2470.000,12407.000
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,,,,
ProceedsFromContributionsFromAffiliates,,,0.000,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,,
ProceedsFromOtherDebt,,,3195.000,,,431.000,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,0.000,,,,,,,
ProceedsFromRelatedPartyDebt,,,0.000,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,43.000,,,,
ProfessionalFees,2100.000,1000.000,0.000,5950.000,1500.000,5500.000,9436.000,5670.000,5647.000,
ProfitLoss,,,0.000,,,-10775.000,,,,
Revenues,,,0.000,0.000,0.000,,,,0.000,0.000
SalesRevenueNet,,,0.000,0.000,0.000,,,,0.000,0.000
ServiceManagementCosts,26859.000,77003.000,0.000,658.000,0.000,,13838.000,5841.000,16908.000,7319.000
SponsorFees,4800.000,,0.000,2242.000,1708.000,3125.000,1650.000,2060.000,18346.000,
StockholdersEquityOther,,,,,,-530548.000,,,,
TravelAndEntertainmentExpense,,,,,,,,,3969.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,354524.000,,,1617.000,,,301367.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,195480000.000,144610435.000,75480000.000,92780925.000,110715657.000
