,2011-01-02,2011-04-03,2012-01-01,2012-04-01,2012-07-01,2012-10-02,2013-01-01,2013-04-02,2013-07-02,2013-10-01
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-3130000.000,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,293000.000,,320000.000,320000.000,320000.000,320000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,106000.000,,,,,
CapitalLeaseObligationsIncurred,11685000.000,,8866000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-23865000.000,,101199000.000,,,,-92097000.000,,,
CommonStockDividendsPerShareCashPaid,0.130,,0.130,,,,0.650,,,
CommonStockDividendsPerShareDeclared,,,,0.140,0.140,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,22718000.000,32953000.000,30867000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,38276000.000,,36212000.000,,,,22718000.000,32953000.000,30867000.000,52548000.000
CostOfRevenue,781471000.000,795260000.000,792746000.000,776822000.000,804337000.000,803009000.000,826373000.000,809481000.000,823658000.000,833391000.000
DebtInstrumentDecreaseRepayments,,,20000000.000,20000000.000,,,,,,
DeferredIncomeTaxExpenseBenefit,1196000.000,,5928000.000,,,,12204000.000,,,
DepreciationDepletionAndAmortization,34571000.000,,33269000.000,33348000.000,33852000.000,35073000.000,36496000.000,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-18000000.000,-344000.000,-692000.000,3281000.000,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,-5843000.000,-142000.000,3484000.000,444000.000,,,1088000.000,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,5108000.000,,,,,,,
Dividends,6388000.000,,,,,,,,,
DividendsCommonStockCash,,,6406000.000,,,,-32155000.000,,,
EarningsPerShareBasic,0.790,0.620,0.280,0.620,0.320,0.470,0.470,0.670,0.630,0.440
EarningsPerShareDiluted,0.780,0.610,0.280,0.620,0.320,0.460,0.460,0.670,0.630,0.430
EffectOfExchangeRateOnCashAndCashEquivalents,-59000.000,,,,,,,,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,1798000.000,,2022000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,895000.000,,1615000.000,,,,491000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,268000.000,268000.000,,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMaximum,,,18.000,17.000,,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMinimum,,,3.000,2.000,,,,,,
FutureAmortizationExpenseYearFive,,,870000.000,870000.000,,,,,,
FutureAmortizationExpenseYearFour,,,870000.000,870000.000,,,,,,
FutureAmortizationExpenseYearOne,,,803000.000,535000.000,,,,,,
FutureAmortizationExpenseYearThree,,,1004000.000,1004000.000,,,,,,
FutureAmortizationExpenseYearTwo,,,1071000.000,1071000.000,,,,,,
GainLossOnInvestments,19506000.000,-114000.000,,,,,,,,
GainLossOnSaleOfInvestments,,,-71000.000,,,,59000.000,,,
GainLossOnSaleOfProperties,20172000.000,,,,,,,,,
IncomeLossFromContinuingOperations,,,25816000.000,30456000.000,19961000.000,23694000.000,22808000.000,32871000.000,32147000.000,21154000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,41572000.000,49186000.000,28429000.000,35380000.000,36203000.000,52176000.000,51156000.000,38651000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,62693000.000,49218000.000,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,25816000.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,0.530,0.620,0.410,0.490,0.470,0.670,0.660,0.430
IncomeLossFromContinuingOperationsPerDilutedShare,,,0.530,0.620,0.410,0.480,0.460,0.670,0.650,0.430
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-12157000.000,-202000.000,-4176000.000,-880000.000,,,-1088000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,-0.250,,-0.090,,,,-0.020,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.250,,-0.090,,,,-0.020,
IncomeTaxExpenseBenefit,24325000.000,19104000.000,15756000.000,18730000.000,8468000.000,11686000.000,13395000.000,19305000.000,19009000.000,17497000.000
IncomeTaxesPaid,1106000.000,,6319000.000,,,,998000.000,,,
IncreaseDecreaseInAccountsPayable,-10881000.000,,-29579000.000,,,,-35216000.000,,,
IncreaseDecreaseInAccountsReceivable,-9137000.000,,7072000.000,,,,21310000.000,,,
IncreaseDecreaseInInventories,12014000.000,,6421000.000,,,,16299000.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,-29389000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,26177000.000,,23939000.000,,,,-4632000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,-10884000.000,,-26218000.000,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1021000.000,,784000.000,,,,2143000.000,,,
InterestExpense,4569000.000,5163000.000,4738000.000,3334000.000,4531000.000,4395000.000,4312000.000,4217000.000,3959000.000,3937000.000
InterestPaidNet,4766000.000,,4782000.000,,,,4363000.000,,,
InvestmentIncomeInterest,33000.000,82000.000,48000.000,34000.000,402000.000,103000.000,59000.000,78000.000,69000.000,57000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,485000.000,,176000.000,,,,,,,
MinorityInterestDecreaseFromRedemptions,2250000.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-29554000.000,,-10495000.000,,,,-34231000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-29554000.000,,-10495000.000,,,,-34231000.000,,,
NetCashProvidedByUsedInInvestingActivities,5053000.000,,139470000.000,,,,-31660000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,5053000.000,,139470000.000,,,,-31660000.000,,,
NetCashProvidedByUsedInOperatingActivities,636000.000,,-27776000.000,,,,-26206000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,636000.000,,-27776000.000,,,,-26206000.000,,,
NetIncomeLoss,38133000.000,29906000.000,13659000.000,30254000.000,15785000.000,22814000.000,22808000.000,32871000.000,31059000.000,21154000.000
NetIncomeLossAttributableToNoncontrollingInterest,235000.000,208000.000,,,,,,,,
NoncontrollingInterestDecreaseFromDeconsolidation,,,10482000.000,,,,,,,
OperatingIncomeLoss,47723000.000,54413000.000,46262000.000,52486000.000,32558000.000,39672000.000,40456000.000,56315000.000,55046000.000,42531000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,26000.000,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,188000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-280000.000,,926000.000,,,,,,,
OtherComprehensiveIncomeLossBeforeTax,,,,,,,,70000.000,-142000.000,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,-90000.000,70000.000,-142000.000,38000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,,366000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,50000.000,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,-90000.000,82000.000,-192000.000,31394000.000
OtherComprehensiveIncomeLossTax,,,,,,,,-12000.000,50000.000,
OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,,,-21100000.000,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,867000.000,590000.000,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,501000.000,,,,,,,
OtherDepreciationAndAmortization,,,,,33852000.000,,36216000.000,36678000.000,37196000.000,37887000.000
OtherNoncashIncomeExpense,,,879000.000,,,,-48000.000,,,
PaymentsForProceedsFromLifeInsurancePolicies,1057000.000,,572000.000,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,461000.000,,,,,,,,,
PaymentsOfDividends,6388000.000,,,,,,,,,
PaymentsOfDividendsCommonStock,,,6406000.000,,,,32155000.000,,,
PaymentsToAcquireOtherInvestments,8570000.000,,417000.000,,,,1933000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,32945000.000,,29204000.000,,,,28692000.000,,,
ProceedsFromIssuanceOfCommonStock,361000.000,,37000.000,,,,306000.000,,,
ProceedsFromPaymentsForOtherFinancingActivities,-1404000.000,,35000.000,,,,54000.000,,,
ProceedsFromRepaymentsOfShortTermDebt,945000.000,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,48086000.000,,169663000.000,,,,114000.000,,,
ProfitLoss,38368000.000,30114000.000,13659000.000,,,,22808000.000,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,21478000.000,,647000.000,,,,772000.000,,,
Revenues,1105471000.000,1132773000.000,1119566000.000,1120379000.000,1152676000.000,1142793000.000,1161099000.000,1169069000.000,1185842000.000,1193856000.000
SalesRevenueNet,1105471000.000,1132773000.000,1119566000.000,1120379000.000,1152676000.000,1142793000.000,1161099000.000,1169069000.000,1185842000.000,1193856000.000
SellingGeneralAndAdministrativeExpense,276277000.000,283100000.000,280558000.000,291071000.000,315781000.000,300112000.000,294270000.000,303273000.000,307138000.000,317934000.000
ShareBasedCompensation,1878000.000,,2032000.000,,,,2022000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardCompensationCost,,,4926000.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,,,12357000.000,,,,5734000.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,57000.000,,,,,,,
