,2011-01-01,2011-04-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,660933000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,3610080000.000,3412849000.000,3175069000.000,3567762000.000,3237490000.000,3230765000.000,2920591000.000,3565375000.000,3175466000.000,3278152000.000,3184037000.000,3704570000.000,3207036000.000,3402369000.000,3301493000.000,3850295000.000,3272030000.000,3338052000.000,3339844000.000,3628073000.000,3297981000.000,3233781000.000,1463555000.000,1774021000.000,1731275000.000
AccountsReceivableFromSecuritization,,,,,,,,,,,,,,,,,,,,,,1460000000.000,,,
AccountsReceivableNetCurrent,4816088000.000,4706561000.000,4593519000.000,4755630000.000,4658805000.000,4607324000.000,4477927000.000,5161446000.000,4778068000.000,4868973000.000,4820070000.000,5708345000.000,4983890000.000,5220528000.000,5060519000.000,5696642000.000,4994751000.000,5054307000.000,4903250000.000,5395005000.000,4874179000.000,4975120000.000,2876346000.000,2996110000.000,3237440000.000
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,,,339885000.000,,,,,,,,,,,
AccruedIncomeTaxes,,,,,,85025000.000,,,,54039000.000,,,,40829000.000,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,27816000.000,,,,43232000.000,,,
AccruedLiabilitiesCurrent,706669000.000,679733000.000,,654593000.000,653785000.000,695483000.000,676215000.000,714350000.000,686570000.000,705102000.000,658619000.000,777146000.000,709130000.000,711369000.000,638462000.000,672576000.000,618665000.000,603129000.000,583998000.000,599007000.000,559697000.000,556113000.000,419445000.000,456397000.000,880794000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,618406000.000,,,,691980000.000,,,,783485000.000,,,,773013000.000,,,,828126000.000,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,136630000.000,,,,106500000.000,106433000.000,,,104637000.000,,,,124165000.000,,,,158547000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,90798000.000,,,,135395000.000,227342000.000,,,244149000.000,,,,-316873000.000,,,,-362228000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,160915000.000,299039000.000,190953000.000,94742000.000,163534000.000,-45832000.000,41954000.000,91828000.000,-18577000.000,28895000.000,120909000.000,140187000.000,155900000.000,139512000.000,-64436000.000,-220955000.000,-489688000.000,-441038000.000,-479219000.000,-545699000.000,-413671000.000,-520775000.000,-488495000.000,-667975000.000,-391706000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,93291000.000,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1226230000.000,1228649000.000,1246053000.000,1254373000.000,1256808000.000,1263817000.000,1280179000.000,1287704000.000,1289089000.000,1320901000.000,1334756000.000,1344122000.000,1343292000.000,1355663000.000,1375188000.000,1391463000.000,1394859000.000,1408422000.000,1430044000.000,1445494000.000,1442947000.000,1452678000.000,1470725000.000,1491125000.000,1492764000.000
AllowanceForDoubtfulAccountsReceivableCurrent,102592000.000,106397000.000,101473000.000,111362000.000,116258000.000,106319000.000,105376000.000,92339000.000,98082000.000,95656000.000,90174000.000,92754000.000,92605000.000,96382000.000,94185000.000,94327000.000,95313000.000,80721000.000,76376000.000,69247000.000,69969000.000,66804000.000,30756000.000,34010000.000,45033000.000
Assets,9903589000.000,9839977000.000,9782554000.000,10172802000.000,10157557000.000,10167866000.000,10103124000.000,10549530000.000,10211498000.000,10474680000.000,10558264000.000,11485298000.000,10900780000.000,11255517000.000,10987246000.000,11491094000.000,10614505000.000,10799953000.000,10864456000.000,11302352000.000,11125460000.000,11239805000.000,11046123000.000,13255995000.000,9845778000.000
AssetsCurrent,8367911000.000,8215739000.000,8066856000.000,8455171000.000,8305249000.000,8254439000.000,8118800000.000,8449779000.000,8104344000.000,8356878000.000,8418840000.000,9235738000.000,8653445000.000,8954199000.000,8762058000.000,9289660000.000,8483957000.000,8642073000.000,8714523000.000,9142387000.000,8938101000.000,9003973000.000,9699753000.000,11077099000.000,7672992000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,3131587000.000,4053487000.000,
BuildingsAndImprovementsGross,,,,,,102395000.000,,,,124186000.000,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,12146000.000,23175000.000,10373000.000,12800000.000,12800000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,103232000.000,118507000.000,241670000.000,411873000.000,97930000.000,188200000.000,261300000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,1.000,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,50000000.000,50000000.000,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,38081000.000,38081000.000,,,,,31500000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,265200000.000,286478000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,64763000.000,64763000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,3504000.000,6599000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,36233000.000,36216000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,,,63961000.000,66848000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,55543000.000,55543000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,95477000.000,95202000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,125052000.000,127939000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,140148000.000,158539000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,,,15149000.000,15149000.000,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,,,219726000.000,219726000.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,756931000.000,781749000.000,622430000.000,968520000.000,940101000.000,1006864000.000,1043033000.000,815279000.000,820924000.000,1009343000.000,865613000.000,779331000.000,960149000.000,928971000.000,814371000.000,903331000.000,803468000.000,932553000.000,824695000.000,916088000.000,1036485000.000,1031478000.000,1196545000.000,1270142000.000,1129233000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,337405000.000,,,,2089000.000,,,,19700000.000,,,,,,,,,,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,,,,,,565200000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,152098000.000,152803000.000,149576000.000,144978000.000,145082000.000,142586000.000,138701000.000,136385000.000,137082000.000,137127000.000,137606000.000,137649588.000,138410597.000,138285825.000,138121377.000,135888295.000,135843580.000,135496472.000,132174142.000,131327636.000,128542843.000,127377466.000,127574528.000,127978771.000,126238957.000
CommonStockValue,152098000.000,152803000.000,149576000.000,144978000.000,145082000.000,142586000.000,138701000.000,136385000.000,137082000.000,137127000.000,137606000.000,137650000.000,138411000.000,138286000.000,138121000.000,135888000.000,135844000.000,135496000.000,132174000.000,131328000.000,128543000.000,127377000.000,127575000.000,127979000.000,126239000.000
ConstructionInProgressGross,,,,,,,,,,,,,,69674000.000,,,,87834000.000,,,,58016000.000,,,
DebtAndCapitalLeaseObligations,,,1907720000.000,1985251000.000,2118243000.000,2144389000.000,2348428000.000,1998466000.000,2079604000.000,2045183000.000,2079249000.000,2200000000.000,2070000000.000,2080000000.000,2090000000.000,2100000000.000,2080000000.000,1980000000.000,2110000000.000,2210000000.000,2320000000.000,,,,
DebtCurrent,,,,,,,,,,,,,,,,,350277000.000,331115000.000,1036413000.000,1136218000.000,706742000.000,1152599000.000,98017000.000,246729000.000,32574000.000
DebtInstrumentCarryingAmount,,,,,,,,,,2047819000.000,,,,2080955000.000,1627689000.000,1694104000.000,1726901000.000,1982943000.000,,,1623437000.000,2504150000.000,,,
DebtInstrumentFairValue,,,2022891000.000,2100577000.000,2266203000.000,2279681000.000,2478722000.000,2124580000.000,2199903000.000,2130294000.000,2170726000.000,2290000000.000,2180000000.000,2190000000.000,2180000000.000,2190000000.000,2170000000.000,2040000000.000,2180000000.000,2260000000.000,2380000000.000,2590000000.000,2790000000.000,3660000000.000,1810000000.000
DebtInstrumentUnamortizedDiscount,,,-2870000.000,-2737000.000,-2604000.000,2471000.000,2338000.000,2940000.000,2788000.000,2586000.000,2453000.000,2319000.000,2186000.000,2053000.000,1930000.000,1797000.000,1663000.000,5327000.000,5572000.000,4757000.000,,,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,11843000.000,14617000.000,14368000.000
DebtLongtermAndShorttermCombinedAmount,,,,,,,,,,,,,,,,,,,,,,2491803000.000,2710000000.000,3630000000.000,1760000000.000
DeferredTaxAssetsGross,,,,,,436484000.000,,,,413665000.000,,,,379125000.000,,,,297607000.000,,,,179716000.000,,,
DeferredTaxAssetsInventory,,,,,,,,,,,,,,,,,,16806000.000,,,,21766000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,137646000.000,,,,132375000.000,,,,150708000.000,,,,118398000.000,,,,,,,
DeferredTaxAssetsNet,,,,,,192391000.000,,,,182844000.000,,,,197002000.000,,,,186226000.000,,,,78508000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,304410000.000,,,,333940000.000,,,,336334000.000,,,,249385000.000,,,,131544000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,,795330000.000,,,,904668000.000,,,,961300000.000,,,,707500000.000,,,,382200000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,44225000.000,,,,43463000.000,,,,6200000.000,,,,21100000.000,,,,146300000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,88792000.000,,,,33031000.000,,,,-1673000.000,,,,14427000.000,,,,15410000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,29984000.000,,,,27185000.000,,,,26022000.000,,,,16989000.000,,,,10996000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,13298000.000,,,,19509000.000,,,,18442000.000,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,244093000.000,,,,230821000.000,,,,182123000.000,,,,111381000.000,,,,101208000.000,,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,10155000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,54745000.000,,,,50469000.000,,,,46294000.000,,,,67828000.000,,,,88663000.000,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,,,,218837000.000,,,,173069000.000,,,,-158100000.000,,,,,,,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,,9196000.000,,,,7623000.000,,,,-6100000.000,,,,,,,,,,,
DefinedBenefitPlanDebtSecurities,,,,,,0.240,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanEquitySecurities,,,,,,0.750,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,,,240710000.000,,,,273509000.000,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInFiveFiscalYearsThereafter,,,,,,218671000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFive,,,,,,31977000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFour,,,,,,28741000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,,,,,,28399000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearThree,,,,,,24903000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearTwo,,,,,,24035000.000,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,,,28436000.000,,,,31997000.000,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,,,34448000.000,,,,39082000.000,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,,,30627000.000,,,,34646000.000,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,,,27310000.000,,,,30786000.000,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,,,23802000.000,,,,26982000.000,,,,,,,,,,,
DefinedBenefitPlanOtherPlanAssets,,,,,,0.010,,,,,,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,,,,2999000.000,2386000.000,4222000.000
DerivativeLiabilities,,,,,,,,,,,,,,,,,,,,,,,21153000.000,3409000.000,3036000.000
EmployeeRelatedLiabilitiesCurrent,,,,,,279454000.000,,,,291561000.000,,,,40917000.000,,,,295642000.000,,,,258588000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,87970000.000,96412000.000,103496000.000,111392000.000,121804000.000,134661000.000,147700000.000,160014000.000,166562000.000,173038000.000,177272000.000,195739000.000,194611000.000,199992000.000,209131000.000,150003000.000,,51759000.000,74999000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,24466000.000,29372000.000,29499000.000,28204000.000,12063000.000,11393000.000,8722000.000,11252000.000,4508000.000,4535000.000,4935000.000,4867000.000,1541000.000,109028000.000,3194000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,35012000.000,35225000.000,35564000.000,34731000.000,47546000.000,47762000.000,41458000.000,33907000.000,32780000.000,31373000.000,28332000.000,23207000.000,24815000.000,25091000.000,26897000.000,5488000.000,,74215000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,8663000.000,,26806000.000,24132000.000,12089000.000,,31415000.000,21392000.000,10841000.000,,20883000.000,14213000.000,7457000.000,,6592000.000,27700000.000,20089000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,14373000.000,14984000.000,15278000.000,13764000.000,17401000.000,17473000.000,20756000.000,15127000.000,14672000.000,15461000.000,9776000.000,6377000.000,7008000.000,7261000.000,7132000.000,,38353000.000,10197000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,25784000.000,26098000.000,26479000.000,15542000.000,23188000.000,23296000.000,24900000.000,19369000.000,18789000.000,17688000.000,11579000.000,9595000.000,11278000.000,11710000.000,11505000.000,848000.000,39159000.000,33685000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,27957000.000,28264000.000,28647000.000,26885000.000,31697000.000,31828000.000,33478000.000,23411000.000,22384000.000,21165000.000,15230000.000,11387000.000,13028000.000,13525000.000,13277000.000,2283000.000,40246000.000,71145000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,33690000.000,33911000.000,34294000.000,29049000.000,35740000.000,35882000.000,35512000.000,31972000.000,30855000.000,29587000.000,23562000.000,14949000.000,16494000.000,17010000.000,14719000.000,4071000.000,41572000.000,72865000.000
FiniteLivedIntangibleAssetsGross,,,184626000.000,189197000.000,214694000.000,260667000.000,257243000.000,277607000.000,282781000.000,283604000.000,293047000.000,343737000.000,345529000.000,344322000.000,333826000.000,325303000.000,312109000.000,295470000.000,285517000.000,291363000.000,296120000.000,228400000.000,,347817000.000,360389000.000
FiniteLivedIntangibleAssetsNet,,,132749000.000,127076000.000,142725000.000,181339000.000,169273000.000,181195000.000,179285000.000,172212000.000,171243000.000,209076000.000,197829000.000,184308000.000,167264000.000,152265000.000,134837000.000,99731000.000,90906000.000,91371000.000,86989000.000,78397000.000,20823000.000,296058000.000,285390000.000
