,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AmortizationOfIntangibleAssets,,,17212.000,17299.000,17321.000,17539.000,17659.000,17767.000,17824.000,17663.000,17674.000,17734.000,17718.000,17827.000,163144.000,19697099.000,15858.000,-19146892.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1956124.000,,,,-492973.000,,,,11388221.000,,,,57628.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3286319.000,2131940.000,371218.000,1112046.000,1166864.000,686816.000,2006331.000,649652.000,-496246.000,-662196.000,-2558291.000,4157397.000,3665946.000,-7654395.000,-3703934.000,-50283026.000,-51553072.000,7421894.000
CostOfRevenue,14008015.000,14166799.000,15652938.000,18302685.000,11815066.000,12707612.000,14378669.000,11152697.000,8545142.000,7199283.000,11292494.000,9989469.000,6846870.000,4844659.000,4337321.000,3181705.000,1528863.000,2790363.000
CurrentStateAndLocalTaxExpenseBenefit,,,381256.000,650238.000,,,,,,,,,,,,,,
Depletion,,,0.000,,,,,,,,,,,,,,,
Depreciation,,,320043.000,334545.000,283728.000,332531.000,280236.000,297764.000,79200.000,251032.000,279032.000,373176.000,400032.000,324661.000,381353.000,40621.000,392133.000,757910.000
DividendIncomeOperating,,,,,220000.000,,,,,,,,,,,,,
EarningsPerShareBasic,0.130,0.070,0.030,0.040,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,0.030,0.040,0.020,-0.040,0.050,-0.010,0.040,-0.030,-0.120,0.170,0.120,-0.320,0.070,-2.030,-2.170,-33.390
EarningsPerShareDiluted,0.130,0.070,0.030,0.040,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-77152.000,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,72831.000,,,,78629.000,,,,327586.000,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.250,,,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,2027162.000,-5452865.000,-1889365.000,-1816656.000,-2535412.000,-269143.000,-89754.000,60427.000
GainsLossesOnRestructuringOfDebt,,,,,,,,,,,,,,,,,6857707.000,
GeneralAndAdministrativeExpense,906367.000,648834.000,626828.000,581345.000,533055.000,1183348.000,603581.000,475246.000,342598.000,700424.000,887795.000,2129454.000,894165.000,11689770.000,1160299.000,49422945.000,473588.000,-42513954.000
GrossProfit,3289318.000,2637258.000,1909256.000,2935957.000,2088885.000,1273902.000,3097301.000,2055556.000,2448740.000,1390305.000,2281342.000,2687850.000,4013264.000,3657136.000,2104917.000,2182656.000,2987244.000,-159412.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,,,,19489408.000,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,,,,,,45404054.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,3556852.000,1994004.000,1041169.000,1481963.000,909497.000,-723548.000,1794641.000,325274.000,1186136.000,-463987.000,-2063404.000,4485449.000,3709402.000,-7549356.000,2172470.000,-48292355.000,-51956086.000,4881207.000
IncomeTaxExpenseBenefit,911148.000,576341.000,381256.000,650238.000,404717.000,225177.000,633757.000,431932.000,445945.000,339848.000,489853.000,503591.000,719551.000,332870.000,464508.000,397057.000,,
IncomeTaxesPaid,,,513866.000,,,,222990.000,,,,336180.000,,,,316152.000,,,
IncreaseDecreaseInAccountsPayableTrade,,,-3445.000,,,,194299.000,,,,-2303148.000,,,,211335.000,,,
IncreaseDecreaseInAccountsReceivable,,,-361536.000,,,,-253487.000,,,,2641476.000,,,,2984556.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-604198.000,,,,70384.000,,,,925584.000,,,,106579.000,,,
IncreaseDecreaseInCustomerDeposits,,,,,,,-81100.000,,,,,,,,,,,
IncreaseDecreaseInInventories,,,1165156.000,,,,-753639.000,,,,-3224546.000,,,,2924859.000,,,
IncreaseDecreaseInNotesReceivableCurrent,,,15557964.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,76740.000,,,,-1096598.000,,,,-675686.000,,,,1014930.000,,,
IncreaseDecreaseInOtherReceivables,,,-775616.000,,,,1333864.000,,,,72829.000,,,,-4805308.000,,,
IncreaseDecreaseInPrepaidExpense,,,240245.000,,,,269658.000,,,,,,,,,,,
IncreaseDecreaseInPrepaidSupplies,,,,,,,,,,,-263038.000,,,,-4015343.000,,,
IncreaseDecreaseInRestrictedCash,,,-1581000.000,,,,-9732000.000,,,,,,,,,,,
InterestCostsCapitalized,,,0.000,,,,,,,,,,,,,,,
InterestExpense,315463.000,302746.000,1021604.000,997461.000,910544.000,945420.000,778767.000,1311812.000,872615.000,1513855.000,1497213.000,1502341.000,1264104.000,1288809.000,1276981.000,1255062.000,4778.000,-40788.000
InterestExpenseDebt,,,1021604.000,997461.000,910544.000,945420.000,778767.000,1311812.000,,,1497213.000,1502341.000,1264104.000,1288809.000,1276981.000,1255062.000,4778.000,-2443722.000
InterestPaid,,,793082.000,,,,1900455.000,,,,2123933.000,,,,,,,
InterestPaidCapitalized,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,
InvestmentIncomeNet,218749.000,222583.000,222640.000,208461.000,174788.000,178049.000,183093.000,184247.000,58895.000,140306.000,102251.000,62856.000,190.000,70.000,32.000,25.000,10.000,-29.000
NetCashProvidedByUsedInFinancingActivities,,,33201.000,,,,,,,,15220921.000,,,,109925.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,33201.000,,,,,,,,15220921.000,,,,109925.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-34075.000,,,,,,,,-2526661.000,,,,-4636439.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-34075.000,,,,,,,,-2526661.000,,,,-4636439.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-1878098.000,,,,-565804.000,,,,-1384668.000,,,,4256556.000,,,
