,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableCurrent,9887000.000,13131000.000,8435000.000,7881000.000,17512000.000,13971000.000,16469000.000,20479000.000,22257000.000,15403000.000,9954000.000,9846000.000,6103000.000,7692000.000,6089000.000,5381000.000,6054000.000,6423000.000,5234000.000,7078000.000,7750000.000
AccruedIncomeTaxes,,,,,,,,,,,,,2769000.000,1385000.000,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,2700000.000,500000.000,,,,,,,
AccruedLiabilitiesCurrent,10293000.000,11687000.000,15743000.000,12094000.000,14223000.000,17737000.000,24507000.000,27316000.000,21243000.000,24832000.000,28134000.000,20159000.000,23902000.000,22504000.000,22155000.000,15303000.000,15127000.000,13498000.000,15368000.000,12523000.000,14309000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,2511000.000,3685000.000,4270000.000,3147000.000,4538000.000,2849000.000,4400000.000,3530000.000,1872000.000,2017000.000,571000.000,439000.000,468000.000,1173000.000,672000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,39831000.000,42325000.000,45499000.000,48818000.000,52521000.000,56373000.000,55276000.000,,,,50411000.000,,,,55269000.000,54440000.000,46463000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,97000.000,,,,148000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,326000.000,,,,527000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1224000.000,984000.000,570000.000,596000.000,412000.000,567000.000,423000.000,286000.000,338000.000,584000.000,675000.000,664000.000,166000.000,149000.000,87000.000,153000.000,140000.000,100000.000,112000.000,115000.000,108000.000
AdditionalPaidInCapital,876318000.000,879885000.000,883006000.000,944593000.000,947858000.000,951493000.000,954372000.000,958273000.000,960445000.000,963705000.000,967015000.000,970564000.000,975929000.000,979446000.000,981929000.000,983647000.000,986721000.000,989539000.000,990999000.000,992915000.000,994674000.000
AllowanceForDoubtfulAccountsReceivable,,,,,758000.000,768000.000,782000.000,,,,200000.000,,,,,,,,,,
Assets,156876000.000,152991000.000,135547000.000,171882000.000,161054000.000,264188000.000,248955000.000,227991000.000,192760000.000,164824000.000,144702000.000,122851000.000,131602000.000,134557000.000,161071000.000,145450000.000,136618000.000,128705000.000,118782000.000,104616000.000,97329000.000
AssetsCurrent,130245000.000,120725000.000,103516000.000,140443000.000,120772000.000,217713000.000,197474000.000,174423000.000,142052000.000,117761000.000,101534000.000,83061000.000,96222000.000,86800000.000,121656000.000,108596000.000,102208000.000,96637000.000,88999000.000,78961000.000,75363000.000
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,,,,,,,,,1281000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,
