,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,8720000.000,6217000.000,4174000.000,6233000.000
AccountsReceivableNetCurrent,22981000.000,29352000.000,26203000.000,29959000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9327000.000,11173000.000,13445000.000,16223000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-190000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,0.000,0.000,0.000,0.000
AdditionalPaidInCapitalCommonStock,430016000.000,438311000.000,516090000.000,538917000.000
AllowanceForDoubtfulAccountsReceivableCurrent,795000.000,949000.000,1076000.000,770000.000
Assets,336551000.000,340566000.000,412694000.000,429766000.000
AssetsCurrent,301166000.000,299843000.000,353380000.000,341714000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,170174000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,94844000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,94805000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,170086000.000
CashAndCashEquivalentsAtCarryingValue,261386000.000,252225000.000,305665000.000,118440000.000
CommonStockCapitalSharesReservedForFutureIssuance,32436944.000,31881611.000,28104671.000,30751335.000
CommonStockParOrStatedValuePerShare,,,0.001,
CommonStockSharesAuthorized,,,1100000000.000,
CommonStockSharesIssued,,,87248548.000,
CommonStockSharesOutstanding,,,87248548.000,
CommonStockValue,85000.000,85000.000,87000.000,90000.000
DeferredRentCreditCurrent,,,1250000.000,542000.000
DeferredRentCreditNoncurrent,9515000.000,9881000.000,9387000.000,9625000.000
DeferredRevenueCurrent,8707000.000,9492000.000,10222000.000,11108000.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,1458000.000,
DeferredTaxAssetsGross,,,62421000.000,
DeferredTaxAssetsNet,,,12820000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,31090000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,7807000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,5368000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,16698000.000,
DeferredTaxAssetsValuationAllowance,,,49601000.000,
DeferredTaxLiabilities,,,2000.000,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware,,,7086000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,152000.000,
DeferredTaxLiabilitiesNoncurrent,,,,2537000.000
DeferredTaxLiabilitiesOther,,,201000.000,
DeferredTaxLiabilitiesPrepaidExpenses,,,452000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,4931000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,770000.000,914000.000,1399000.000,2585000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,1173000.000,1209000.000,1228000.000,3544000.000
