,2012-12-31,2013-03-31
AccountsPayableCurrent,,6757.000
AccruedLiabilitiesCurrent,15178.000,
AdditionalPaidInCapital,17000.000,17000.000
Assets,39173.000,2623.000
AssetsCurrent,39173.000,2623.000
CashAndCashEquivalentsAtCarryingValue,39128.000,2578.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000
CommonStockSharesIssued,4000000.000,4000000.000
CommonStockSharesOutstanding,4000000.000,4000000.000
CommonStockValue,4000.000,4000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,97696.000,126450.000
InterestPayableCurrent,1991.000,2616.000
Liabilities,115869.000,108073.000
LiabilitiesAndStockholdersEquity,39173.000,2623.000
LiabilitiesCurrent,67169.000,98073.000
LongTermNotesPayable,25000.000,
NotesPayableCurrent,50000.000,75000.000
NotesPayableRelatedPartiesClassifiedCurrent,,13700.000
NotesPayableRelatedPartiesNoncurrent,23700.000,10000.000
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseCurrent,45.000,45.000
StockholdersEquity,-76696.000,-105450.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-76696.000,-105450.000
