,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,353188000.000,359812000.000,349657000.000,317103000.000,314999000.000,355491000.000,412429000.000,344997000.000,301536000.000,347700000.000,354565000.000
AccountsReceivableNetCurrent,780761000.000,811449000.000,782833000.000,708197000.000,724141000.000,751279000.000,770976000.000,745851000.000,657447000.000,703434000.000,736983000.000
AccruedIncomeTaxesCurrent,20906000.000,2383000.000,32349000.000,27672000.000,49737000.000,30221000.000,49828000.000,40876000.000,0.000,15966000.000,20833000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2419631000.000,,,,2466277000.000,,,,2387631000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,3330000.000,,,,1102000.000,,,,893000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,403155000.000,,,,338099000.000,,,,291613000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,329047000.000,380443000.000,320595000.000,309552000.000,329556000.000,286395000.000,319528000.000,317888000.000,277936000.000,253248000.000,276271000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,3800000.000,,,,17500000.000,
AdditionalPaidInCapital,,,,,,,719195000.000,731115000.000,742008000.000,753954000.000,759043000.000
AdditionalPaidInCapitalCommonStock,665941000.000,674494000.000,680869000.000,690572000.000,703781000.000,711394000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,47275000.000,42297000.000,40685000.000,38525000.000,39970000.000,37876000.000,37401000.000,37681000.000,38530000.000,40855000.000,41376000.000
Assets,3506971000.000,3597852000.000,3580578000.000,3570118000.000,3563613000.000,3611503000.000,3745878000.000,3764597000.000,3561826000.000,3586854000.000,3686017000.000
AssetsCurrent,1947293000.000,2055345000.000,2071304000.000,2048870000.000,2058774000.000,2079238000.000,2184878000.000,2164032000.000,2002255000.000,2043884000.000,2087704000.000
BankOverdrafts,,62060000.000,65265000.000,64150000.000,60320000.000,62645000.000,64300000.000,105639000.000,,,
BuildingsAndImprovementsGross,,787092000.000,,,,821068000.000,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,5800000.000,5800000.000,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,24600000.000,24600000.000,24000000.000,,24000000.000,,55300000.000,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,14600000.000,14600000.000,18000000.000,,12300000.000,,34000000.000,,,
BusinessAcquisitionSharePrice,,,,,,,,,,,38.500
CashAndCashEquivalentsAtCarryingValue,447796000.000,532599000.000,557376000.000,607336000.000,608809000.000,637417000.000,685972000.000,705047000.000,702786000.000,711561000.000,665156000.000
CommonStockValue,11268000.000,,11302000.000,11319000.000,11351000.000,,11377000.000,11411000.000,11434000.000,,11482000.000
ConstructionInProgressGross,,86832000.000,,,,105798000.000,,,,,
DebtCurrent,116724000.000,119764000.000,129781000.000,127631000.000,100976000.000,104933000.000,75074000.000,115869000.000,88725000.000,54283000.000,42458000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,0.007,,,,
DeferredCompensationArrangementWithIndividualSharesAuthorizedForIssuance,,30000000.000,,,,,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,44040000.000,,,,32807000.000,
DeferredTaxAssetsGross,,277533000.000,,,,303927000.000,,,,244588000.000,
