,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,18492000.000,21081000.000,16344000.000,18238000.000,15193000.000,17681000.000
AdditionalPaidInCapitalCommonStock,175863000.000,175877000.000,175900000.000,176722000.000,176723000.000,176723000.000
AdvanceRent,4402000.000,5387000.000,5836000.000,11185000.000,11375000.000,10285000.000
Assets,947979000.000,953101000.000,936487000.000,935468000.000,918816000.000,915136000.000
CashAndCashEquivalentsAtCarryingValue,,329000.000,,2850000.000,3114000.000,26905000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,22584770.000,22584770.000,22586020.000,22668020.000,22668020.000,22668020.000
CommonStockSharesOutstanding,22584770.000,22584770.000,22586020.000,22668020.000,22668020.000,22668020.000
CommonStockValue,22000.000,22000.000,23000.000,23000.000,23000.000,23000.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.018,
DebtInstrumentInterestRateStatedPercentage,,,,,0.076,0.076
DeferredRentReceivablesNet,17566000.000,17527000.000,16650000.000,16449000.000,16424000.000,16753000.000
DividendsPayableCurrentAndNoncurrent,13687000.000,13687000.000,13687000.000,23163000.000,13687000.000,13687000.000
DueToRelatedPartiesCurrent,,,,,12867000.000,
DueToRelatedPartiesCurrentAndNoncurrent,,305000.000,7139000.000,6986000.000,6831000.000,6672000.000
EquityMethodInvestments,3698000.000,3636000.000,3557000.000,3575000.000,3540000.000,3487000.000
InterestPayableCurrentAndNoncurrent,1614000.000,1597000.000,1606000.000,1577000.000,1543000.000,1524000.000
InvestmentBuildingAndBuildingImprovements,791963000.000,798772000.000,745962000.000,757631000.000,757453000.000,748740000.000
Land,322076000.000,323884000.000,306474000.000,323173000.000,323173000.000,321235000.000
Liabilities,388582000.000,400220000.000,383400000.000,392895000.000,376512000.000,373379000.000
LiabilitiesAndStockholdersEquity,947979000.000,953101000.000,936487000.000,935468000.000,918816000.000,915136000.000
LineOfCreditFacilityAmountOutstanding,,11624000.000,3305000.000,,,
MinorityInterest,415598000.000,410129000.000,410126000.000,400932000.000,400829000.000,400310000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,0.785,0.785
NotesPayable,338566000.000,334897000.000,331166000.000,327380000.000,323550000.000,319665000.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,7436000.000,7289000.000,,,6831000.000,6672000.000
NumberOfRealEstateProperties,,,,,104.000,101.000
OtherAssets,41866000.000,41952000.000,35133000.000,31629000.000,31173000.000,30138000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
RealEstateHeldforsale,3267000.000,3267000.000,54361000.000,31804000.000,21574000.000,8064000.000
RealEstateInvestmentPropertyAtCost,1115160000.000,1126217000.000,1055997000.000,1084365000.000,1084187000.000,1073536000.000
RealEstateInvestmentPropertyNet,884849000.000,889657000.000,881147000.000,880965000.000,864565000.000,837853000.000
RetainedEarningsAccumulatedDeficit,-32086000.000,-33147000.000,-32962000.000,-35104000.000,-35271000.000,-35299000.000
SecurityDepositLiability,4385000.000,4353000.000,4317000.000,4366000.000,4333000.000,3865000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,2827641.000,2827641.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,8.540,8.540
StockholdersEquity,143799000.000,142752000.000,142961000.000,141641000.000,141475000.000,141447000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,559397000.000,552881000.000,553087000.000,542573000.000,542304000.000,541757000.000
UnitsOfPartnershipInterestAmount,,,,,82618015.000,82618015.000
