,2015-02-28,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-10644.000,,,,7455.000,,
CostsAndExpenses,4565.000,,,,,,,
EarningsPerShareBasic,0.000,0.000,,,,,,
EarningsPerShareBasicAndDiluted,,,-0.000,0.000,,0.000,-0.000,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,-3.000,9.000,-12.000,,,,,
GeneralAndAdministrativeExpense,4565.000,6563.000,6892.000,8014.000,9800.000,10052.000,106454.000,180450.000
IncomeTaxesPaid,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-1137.000,,,,632.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,386.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,273.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,2567.000,,,,,,
InterestExpense,,,,,,,1001.000,1573.000
InterestPaid,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-386.000,,,,28000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-386.000,,,,28000.000,,
NetCashProvidedByUsedInInvestingActivities,,-10258.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-10258.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,,,,-20545.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,-20545.000,,
NetIncomeLoss,-4568.000,-6554.000,-6904.000,,,-21450.000,-107455.000,-182023.000
NonoperatingIncomeExpense,-3.000,9.000,-12.000,,,,,
OperatingIncomeLoss,,-6563.000,-6892.000,8014.000,-25828.000,,-106454.000,-180450.000
ProceedsFromSecuredNotesPayable,,,,,,28000.000,,
ProfessionalFees,,,,,,11398.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,35763339.000,26157348.000,,35763339.000,35763339.000,35763339.000
WeightedAverageNumberOfSharesOutstandingBasic,25000000.000,35763339.000,,,,,,
