,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfDeferredHedgeGains,,,,,-1800000.000,,,,-1800000.000,,,,-1800000.000,,,,,,,,-4100000.000,,,,,
AmortizationOfIntangibleAssets,20700000.000,,,,24000000.000,,,,25400000.000,,,,24400000.000,,,,27300000.000,,,,28300000.000,,,,30400000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,300000.000,300000.000,2100000.000,-1000000.000,200000.000,200000.000,200000.000,-300000.000,100000.000,100000.000,0.000,500000.000,100000.000,100000.000,0.000,400000.000,100000.000,100000.000,100000.000,-200000.000,100000.000,0.000,0.000,-100000.000,1000000.000,1000000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,28100000.000,,7000000.000,1800000.000,0.000,0.000,,,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,123400000.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,
BusinessExitCosts,15300000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-776500000.000,,,,-278500000.000,,,,-606500000.000,,,,-628400000.000,,,,-861400000.000,,,,-857900000.000,,,,-560000000.000,
CommonStockDividendsPerShareDeclared,0.250,0.250,0.250,0.250,0.300,0.300,0.300,0.300,0.400,0.400,0.400,0.400,0.400,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.550,0.550,0.550,0.550,0.550
ComprehensiveIncomeNetOfTax,323000000.000,334300000.000,-34800000.000,244800000.000,300200000.000,162600000.000,299400000.000,298300000.000,34200000.000,192500000.000,372800000.000,329500000.000,227400000.000,398500000.000,-79800000.000,131300000.000,-109400000.000,491400000.000,16900000.000,297800000.000,284500000.000,213900000.000,225600000.000,84000000.000,344700000.000,469700000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,22800000.000,36800000.000,-500000.000,40100000.000,23600000.000,24400000.000,38700000.000,29200000.000,9200000.000,7600000.000,36400000.000,30200000.000,32300000.000,34700000.000,2200000.000,21200000.000,-2200000.000,34700000.000,9800000.000,38400000.000,38700000.000,22200000.000,24300000.000,5300000.000,35400000.000,28500000.000
