,2011-01-02,2011-04-03,2011-06-27,2011-10-02,2012-01-01,2012-04-01,2012-07-01,2012-10-02,2013-01-01,2013-04-02,2013-07-02,2013-10-01
AccountsPayableCurrent,218741000.000,232024000.000,,252859000.000,226398000.000,246032000.000,256594000.000,281142000.000,245934000.000,248234000.000,270989000.000,275909000.000
AccountsReceivableNetCurrent,90810000.000,105023000.000,,47088000.000,54160000.000,52784000.000,76004000.000,59267000.000,80577000.000,60883000.000,66820000.000,62165000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,877935000.000,,-930902000.000,-954481000.000,968001000.000,1002821000.000,1034205000.000,1063302000.000,1102158000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-523000.000,,,,79000.000,,,,4000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,99789000.000,,,,113584000.000,,,,82375000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-124861000.000,-123408000.000,,-100423000.000,-101769000.000,-101412000.000,-96539000.000,-113663000.000,-113753000.000,-113671000.000,-113863000.000,-82469000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3366000.000,2657000.000,,1471000.000,1409000.000,1549000.000,1606000.000,1648000.000,1441000.000,1414000.000,1556000.000,1661000.000
Assets,1852418000.000,1891310000.000,,1984424000.000,1888274000.000,1858052000.000,1889555000.000,1952488000.000,1891966000.000,1920264000.000,1980132000.000,2013237000.000
AssetsCurrent,504779000.000,532332000.000,,759673000.000,657257000.000,617756000.000,617654000.000,634393000.000,579131000.000,596899000.000,628435000.000,606030000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,220017000.000,,,,,,,,
BankLoans,,,,80000000.000,,,,,,,,
BuildingsAndImprovementsGross,,,,220442000.000,,,,,,,,
CapitalLeaseObligations,,,,104325000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,-99358000.000,,,,94742000.000,,,,-88493000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,-104325000.000,,,,110487000.000,,,,112478000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,,,203683000.000,,,,-205229000.000,,,,200971000.000
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,11965000.000,,,,-12535000.000,,,,13171000.000
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,143665000.000,,,,-142011000.000,,,,134600000.000
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,12053000.000,,,,-12731000.000,,,,13527000.000
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,12004000.000,,,,-12685000.000,,,,13271000.000
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,12016000.000,,,,-12635000.000,,,,13226000.000
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,11980000.000,,,,-12632000.000,,,,13176000.000
CashAndCashEquivalentsAtCarryingValue,49688000.000,74311000.000,,164479000.000,265678000.000,232476000.000,207733000.000,212211000.000,120114000.000,192541000.000,210220000.000,187612000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,174802000.000,265678000.000,232476000.000,207733000.000,212211000.000,120114000.000,192541000.000,210220000.000,187612000.000
CashSurrenderValueOfLifeInsurance,,,,64374000.000,,,,58390000.000,,,,61846000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,2600000.000,,,,,,,,
CommonStockIncludingAdditionalPaidInCapital,,,,104211000.000,105629000.000,107940000.000,109738000.000,111347000.000,112092000.000,114090000.000,,
CommonStockSharesOutstanding,49143393.000,49136245.000,,49147817.000,49279655.000,49295977.000,49295977.000,49292585.000,49469155.000,49464129.000,49457357.000,49458968.000
