,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccruedInvestmentIncomeReceivable,9515000.000,9950000.000,9832000.000,10994000.000,11152000.000,11691000.000,11078000.000,11451000.000,11702000.000,12655000.000,11919000.000,14003000.000,13966000.000,14404000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,10305000.000,,,,13214000.000,,,,16490000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3729000.000,-9706000.000,-15213000.000,-16515000.000,-16184000.000,-15755000.000,-16577000.000,-19737000.000,-19474000.000,-17145000.000,-19543000.000,-21385000.000,-23009000.000,-25171000.000
AdditionalPaidInCapital,129406000.000,229243000.000,229995000.000,237063000.000,237521000.000,238241000.000,239144000.000,239528000.000,236847000.000,241437000.000,242376000.000,242979000.000,244112000.000,244899000.000
Assets,2794720000.000,3027395000.000,3161072000.000,3286617000.000,3482292000.000,3568408000.000,3633923000.000,3750617000.000,4069322000.000,4126503000.000,4345467000.000,4705825000.000,4864784000.000,4851417000.000
AssetsFairValueDisclosure,5868000.000,5541000.000,3846000.000,,,,,,,,,,,
AvailableForSaleSecurities,470950000.000,540941000.000,487442000.000,277719000.000,271166000.000,280991000.000,246019000.000,247647000.000,257865000.000,245860000.000,273702000.000,285826000.000,252928000.000,301279000.000
AvailableForSaleSecuritiesAmortizedCost,470988000.000,555818000.000,499809000.000,294259000.000,282196000.000,287864000.000,252531000.000,251943000.000,258378000.000,249686000.000,273907000.000,288843000.000,250628000.000,297201000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,2543000.000,1019000.000,1207000.000,207000.000,41000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,2697000.000,860000.000,2806000.000,279000.000,274000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,160493000.000,200805000.000,176261000.000,180362000.000,172444000.000,163382000.000,162570000.000,176631000.000,150818000.000,133808000.000,135643000.000,105950000.000,66818000.000,54069000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,159969000.000,191107000.000,166657000.000,168243000.000,164369000.000,157845000.000,156966000.000,172012000.000,149395000.000,130873000.000,135130000.000,104184000.000,67713000.000,55341000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,101074000.000,92693000.000,70853000.000,64790000.000,65152000.000,82862000.000,53523000.000,51037000.000,68799000.000,77924000.000,67484000.000,134275000.000,87074000.000,146155000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,102045000.000,91097000.000,71041000.000,65038000.000,66067000.000,83688000.000,54182000.000,51916000.000,69682000.000,77609000.000,68208000.000,133485000.000,88050000.000,148084000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,50881000.000,47271000.000,32456000.000,36767000.000,41598000.000,38064000.000,33052000.000,23704000.000,28000000.000,22125000.000,22656000.000,12019000.000,8227000.000,12546000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,50238000.000,43806000.000,29303000.000,32070000.000,37720000.000,35820000.000,31378000.000,23146000.000,27607000.000,21296000.000,22064000.000,11599000.000,8215000.000,12570000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,158540000.000,215049000.000,220239000.000,12340000.000,3002000.000,3556000.000,3386000.000,571000.000,10761000.000,15829000.000,48124000.000,36599000.000,88509000.000,84431000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,158698000.000,214931000.000,220441000.000,12368000.000,3010000.000,3638000.000,3493000.000,573000.000,11181000.000,16082000.000,48300000.000,36558000.000,88950000.000,85284000.000
BankOverdrafts,,,,800000.000,,,,700000.000,,,,600000.000,,
BuildingsAndImprovementsGross,49375000.000,49497000.000,49838000.000,51174000.000,51981000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,62451000.000,61248000.000,,61088000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,1511000.000,1511000.000,,1511000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,,,,,,,,,,9559000.000,9559000.000,,9559000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,455000.000,455000.000,,295000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,27647000.000,26444000.000,,26444000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,36000000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,34000.000,34000.000,,34000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,188000.000,188000.000,,188000.000,
