,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,47557.000,135931.000,157372.000,,,,,,,,
AccountsPayableCurrent,3740.000,9769.000,4675.000,5750.000,8500.000,10050.000,9195.000,9375.000,7625.000,5750.000,5250.000,,,,,,162079.000,163805.000,165483.000,151545.000,211044.000,243715.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,141711.000,172705.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,4302.000,4641.000,4126.000,3371.000,2438.000,2597.000,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,143708.000,223521.000,331505.000,413284.000,496235.000,405542.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,22439.000,84298.000,,,,,,
AdditionalPaidInCapital,,,,23236.000,23236.000,23236.000,23236.000,23236.000,23236.000,23236.000,23236.000,,,,23030.000,83969.000,108956.000,108956.000,108956.000,108956.000,458038.000,578257.000
AdditionalPaidInCapitalCommonStock,9500.000,23236.000,23236.000,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,1054.000,,,,,,,
Assets,2882.000,16117.000,6317.000,3891.000,1589.000,185.000,261.000,892.000,892.000,677.000,657.000,19995.000,9862.000,10610.000,8061.000,6825.000,12938.000,10704.000,10160.000,13809.000,14395.000,28238.000
AssetsCurrent,2882.000,16117.000,6317.000,3891.000,1589.000,185.000,261.000,892.000,892.000,677.000,657.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2882.000,16117.000,6057.000,3631.000,1589.000,185.000,261.000,892.000,892.000,677.000,657.000,13256.000,2582.000,4178.000,381.000,653.000,251.000,1770.000,4220.000,9435.000,2268.000,14181.000
CashEquivalentsAtCarryingValue,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,1950000000.000
CommonStockSharesIssued,10005000.000,10142500.000,10142500.000,10142500.000,10142500.000,10142500.000,10142500.000,10123500.000,10123500.000,10123500.000,10123500.000,336751500.000,336751500.000,336751500.000,101751500.000,101751500.000,101751500.000,101751500.000,101751500.000,101751500.000,144005100.000,239607771.000
CommonStockSharesOutstanding,10005000.000,10142500.000,10142500.000,10142500.000,10142500.000,10142500.000,10142500.000,10123500.000,10123500.000,10123500.000,10123500.000,336751500.000,336751500.000,336751500.000,101751500.000,101751500.000,101751500.000,101751500.000,101751500.000,101751500.000,144005100.000,239607771.000
CommonStockValue,1000.000,1014.000,1014.000,1014.000,1014.000,1014.000,1014.000,1012.000,1012.000,1012.000,1012.000,33675.000,33675.000,33675.000,10175.000,10175.000,10175.000,10175.000,10175.000,10175.000,14401.000,23961.000
ConvertibleNotesPayableCurrent,,,,,,,8000.000,8000.000,,8000.000,8000.000,6177.000,6177.000,6177.000,6177.000,6177.000,6177.000,20177.000,30177.000,64868.000,142993.000,112539.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,186889.000,151392.000,261135.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,15554.000,24128.000,28834.000,32335.000,37387.000,43341.000,46610.000,48659.000,51909.000,54249.000,56769.000,,,,,,,,,,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,,,9226.000,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,4196.000,6226.000,6226.000,6226.000,6226.000,9226.000,9226.000,11726.000,16726.000,20726.000,23726.000,10900.000,10600.000,10600.000,10600.000,19400.000,27394.000,34021.000,42046.000,49083.000,69033.000,89861.000
