,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,197854.000,43244.000,56646.000,2341.000,24177.000,18119.000,41354.000,68365.000,45723.000,
AccountsPayableCurrent,,,,,,,,,,11639.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,29706.000
AccountsReceivableNetCurrent,8597.000,6744.000,7797.000,725.000,,,,,,
AccruedSalariesCurrent,0.000,0.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-9102.000,9153.000,9204.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-488400.000,-444055.000,-312355.000,-276989.000,-280506.000,-263189.000,-74054.000,-19047.000,-18321.000,0.000
AdditionalPaidInCapital,64307073.000,64337063.000,64352063.000,64596082.000,64602865.000,64602865.000,64602865.000,64602865.000,64602865.000,64602865.000
Assets,4723035.000,4565555.000,4497560.000,4384713.000,4282867.000,4102958.000,4028250.000,3985975.000,3997183.000,354437.000
AssetsCurrent,742933.000,585504.000,517560.000,404713.000,302867.000,122958.000,48250.000,5975.000,17183.000,4437.000
Cash,,118835.000,78032.000,,9323.000,7940.000,17697.000,3602.000,14083.000,
CashAndCashEquivalentsAtCarryingValue,271235.000,118835.000,78032.000,39132.000,9323.000,7940.000,17697.000,3602.000,14083.000,3337.000
CashEquivalentsAtCarryingValue,,,,,,,,,,3337.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,
CommonStockSharesIssued,14525044.000,14625044.000,14625044.000,23366328.000,23366328.000,23366328.000,23366328.000,23366328.000,23366328.000,
CommonStockSharesOutstanding,14525044.000,14625044.000,14625044.000,23366328.000,23366328.000,23366328.000,23366328.000,23366328.000,23366328.000,0.000
CommonStockValue,1452.000,1462.000,1462.000,2336.000,2336.000,2336.000,2336.000,2336.000,2336.000,2336.000
ConvertibleDebt,50000.000,50000.000,50000.000,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,4384000.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,,-4422000.000,,,,
DueToAffiliateCurrent,,,,,,,,,,5594.000
DueToOfficersOrStockholdersCurrent,,,,,,345.000,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,24112.000
InterestPayableCurrent,20425.000,21734.000,23031.000,5063.000,10050.000,7527.000,11842.000,16205.000,25521.000,34107.000
Liabilities,283279.000,129978.000,144678.000,7405.000,384226.000,375646.000,403196.000,434571.000,747912.000,757119.000
LiabilitiesAndStockholdersEquity,4723035.000,4565555.000,4497560.000,4384713.000,4282867.000,4102958.000,4028250.000,3985975.000,3997183.000,354437.000
LiabilitiesCurrent,283279.000,129978.000,144678.000,7405.000,384226.000,375646.000,403196.000,434571.000,747912.000,757119.000
LongTermDebt,,,,,,350000.000,,,,
MachineryAndEquipmentGross,9204.000,9204.000,9204.000,0.000,,,,,,
MarketableSecuritiesCurrent,462000.000,458825.000,430630.000,363756.000,292443.000,113918.000,29453.000,1274.000,2000.000,0.000
NotesPayableCurrent,15000.000,15000.000,15000.000,0.000,350000.000,350000.000,350000.000,350000.000,676667.000,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,681667.000
OperatingLossCarryforwards,,,,,,13006328.000,,,,13769511.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,
PreferredStockSharesIssued,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,
PreferredStockSharesOutstanding,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,80000.000,
PreferredStockValue,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000
PrepaidExpenseCurrent,1100.000,1100.000,1100.000,1100.000,1100.000,1100.000,1100.000,1100.000,1100.000,1100.000
PropertyPlantAndEquipmentFairValueDisclosure,,,,,,,,,,350000.000
PropertyPlantAndEquipmentGross,3989204.000,3989204.000,3989204.000,,,,,,,
PropertyPlantAndEquipmentNet,3980102.000,3980051.000,3980000.000,3980000.000,3980000.000,3980000.000,3980000.000,3980000.000,3980000.000,350000.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,,,0.000,,,,
RetainedEarningsAccumulatedDeficit,-59381168.000,-59459693.000,-59689087.000,-59944921.000,-60426854.000,-60615500.000,-60906893.000,-61035549.000,-61338409.000,-65008683.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,0.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,258182.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,,0.680,,,,
StockholdersEquity,4439757.000,4435577.000,4352883.000,4377308.000,3898641.000,3727312.000,3625054.000,3551404.000,3249271.000,-402682.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4439756.000,4435577.000,4352882.000,4377308.000,3898641.000,3727312.000,3625054.000,3551404.000,3249271.000,402682.000
