,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfIntangibleAssets,0.000,-8897.000,-7409.000,0.000,0.000,0.000,0.000,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,21048.000,,,-496466.000,,,,266246.000,,,,
CostOfGoodsAndServicesSold,5943974.000,5754968.000,5037058.000,,,,,,,,,
CostOfServices,,,,4507657.000,2071734.000,1278218.000,-1244271.000,1472235.000,1672030.000,37819.000,369595.000,
Depreciation,161034.000,,,211267.000,,,,0.000,,,,
EarningsPerShareBasicAndDiluted,-0.002,-0.001,-0.002,-0.000,-0.001,-0.000,-0.001,0.000,-0.000,-0.091,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,-4578185.000,-6613.000,,,,,,
GainLossOnDispositionOfAssets,,,,-2696.000,,,,0.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,-208.000,,,,,,,,,,,
GoodwillImpairmentLoss,0.000,0.000,0.000,1089073.000,0.000,0.000,-1089073.000,0.000,0.000,0.000,0.000,
GrossProfit,366251.000,582383.000,420984.000,397695.000,-205321.000,259762.000,-341804.000,32615.000,-43689.000,36427.000,58264.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1249585.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-804100.000,-1733699.000,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IncreaseDecreaseInAccountsPayable,800516.000,,,-24535.000,,,,46271.000,,,,
IncreaseDecreaseInAccountsReceivable,1333634.000,,,-1200111.000,,,,-185070.000,,,,
IncreaseDecreaseInAccruedLiabilities,867563.000,,,110309.000,,,,-282552.000,,,,
IncreaseDecreaseInAccruedTaxesPayable,2966.000,,,,,,,-639.000,,,,
IncreaseDecreaseInCustomerDeposits,125.000,,,,,,,-11962.000,,,,
IncreaseDecreaseInInventories,-287687.000,,,-108940.000,,,,-29739.000,,,,
InterestExpense,182030.000,216113.000,201363.000,161135.000,148672.000,110126.000,169693.000,156182.000,176711.000,-3056.000,-677200.000,
InterestPaid,-182030.000,,,-161135.000,,,,156182.000,,,,
InvestmentIncomeNonoperating,11622.000,3265.000,29944.000,-16354.000,-11.000,4.000,17279.000,4.000,0.000,122.000,-77.000,
NetCashProvidedByUsedInFinancingActivities,1030636.000,,,-1197124.000,,,,121868.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1030636.000,,,-1197124.000,,,,121868.000,,,,
NetCashProvidedByUsedInInvestingActivities,-6317.000,,,,,,,-4817.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-6317.000,,,,,,,-4817.000,,,,
NetCashProvidedByUsedInOperatingActivities,-1003271.000,,,700658.000,,,,149195.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1003271.000,,,700658.000,,,,149195.000,,,,
NetIncomeLoss,-1180366.000,-736895.000,-1731961.000,-1016242.000,-5508746.000,-244312.000,-7283617.000,250828.000,-1474170.000,-173323.000,15593459.000,
NetIncomeLossAttributableToNoncontrollingInterest,-69219.000,-67205.000,-1738.000,,0.000,,,5684.000,18.000,-52.000,715323.000,
OperatingExpenses,1465469.000,-1288526.000,-2052048.000,1116742.000,-560831.000,382494.000,,-415813.000,1252215.000,-205744.000,,
OperatingIncomeLoss,-1099218.000,-706143.000,-1631064.000,-719047.000,-766152.000,-122732.000,-204940.000,-383198.000,-1295904.000,-169317.000,-2499470.000,
OtherExpenses,,,,,,,,-795888.000,1537.000,7236.000,787115.000,
OtherNonoperatingIncomeExpense,-126.000,114891.000,68784.000,-119706.000,-15726.000,-4845.000,,,,,,
PaymentsToAcquireIntangibleAssets,,,,,,,,4817.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,6317.000,,,,,,,,,,,
ProceedsFromConvertibleDebt,638350.000,,,141612.000,,,,0.000,,,,
ProceedsFromRepaymentsOfSecuredDebt,251974.000,,,-575600.000,,,,139385.000,,,,
ProfitLoss,-1249585.000,-804100.000,-1733699.000,-1016242.000,-5508746.000,-244312.000,-7283617.000,256512.000,-1474152.000,-173375.000,16308782.000,
SalesRevenueServicesNet,6310225.000,6337351.000,5458042.000,4905352.000,1866413.000,1537980.000,-1586085.000,1504850.000,1628341.000,74246.000,427859.000,
SellingGeneralAndAdministrativeExpense,1535137.000,-1293133.000,-2029905.000,0.000,-560420.000,382323.000,2101290.000,-415132.000,1252896.000,-205744.000,3799486.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,4823443379.000,4692471836.000,5288027383.000,-8328833568.000,9321520657.000,9422064136.000,1904522.000,,15373155.000
