,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,3000.000,
AccountsPayableCurrent,,3379.000
AccountsPayableRelatedPartiesCurrent,12083.000,16833.000
AccruedSalariesCurrent,6000.000,
AdditionalPaidInCapital,57000.000,57000.000
Assets,64106.000,71506.000
AssetsCurrent,64106.000,71506.000
CashAndCashEquivalentsAtCarryingValue,1106.000,8506.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,63000000.000,63000000.000
CommonStockSharesOutstanding,,63000000.000
CommonStockValue,63000.000,63000.000
CustomerAdvancesAndDeposits,120.000,
CustomerAdvancesAndDepositsCurrent,,120.000
CustomerDepositsCurrent,,120.000
DeferredOfferingCosts,60000.000,60000.000
DeferredTaxAssetsOperatingLossCarryforwards,24815.000,27579.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,2720.000,-3740.000
DeferredTaxAssetsValuationAllowance,22095.000,23839.000
DueToRelatedPartiesCurrent,4890.000,4890.000
Liabilities,17093.000,32622.000
LiabilitiesAndStockholdersEquity,64106.000,71506.000
LiabilitiesCurrent,17093.000,32622.000
OperatingLossCarryforwards,72987.000,81116.000
OtherReceivablesNetCurrent,,3000.000
RetainedEarningsAccumulatedDeficit,-72987.000,-81116.000
SharesIssuedPricePerShare,,0.020
StockholdersEquity,47013.000,38884.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,47013.000,38884.000
