,2011-09-30,2012-09-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,4940.000
AdvertisingExpense,,36023.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-177270.000,-515904.000,26810.000
CommonStockDividendsPerShareDeclared,0.000,,
ComprehensiveIncomeNetOfTax,2894275.000,-1108745.000,-1580470.000
ConcentrationRiskPercentage1,,,0.100
CostOfGoodsAndServicesSold,,2895566.000,2502025.000
CostOfRevenue,3858809.000,,
DeferredSalesInducementsAmortizationExpense,,473192.000,0.000
DefinedBenefitPlanAmortizationOfGainsLosses,,205050.000,
Depreciation,67576.000,213431.000,266896.000
DividendsCommonStockCash,0.000,,
EarningsPerShareBasic,0.170,-0.070,-0.100
EarningsPerShareDiluted,0.170,-0.070,
EffectOfExchangeRateOnCashAndCashEquivalents,41405.000,-3972.000,26802.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,0.125,
EntityWideRevenueMajorCustomerPercentage,,0.100,
ForeignCurrencyTransactionGainLossBeforeTax,-19020.000,0.000,
GrossProfit,6209943.000,2899937.000,1199758.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1373868.000,-1636692.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3934007.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,2801832.000,,
IncomeTaxExpenseBenefit,1132175.000,-237055.000,0.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,295382.000,276309.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-467115.000,-556475.000
IncomeTaxReconciliationNondeductibleExpense,,76905.000,112715.000
IncomeTaxReconciliationOtherAdjustments,,43263.000,167451.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,-265988.000,0.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,0.000,
IncomeTaxesPaid,,26362.000,0.000
IncreaseDecreaseInAccountsPayable,28643.000,-15949.000,37800.000
IncreaseDecreaseInAccountsReceivable,7707.000,51131.000,45620.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-177713.000,-265988.000,0.000
IncreaseDecreaseInDeferredRevenue,,,55118.000
IncreaseDecreaseInInventories,2034.000,-2101.000,0.000
IncreaseDecreaseInOtherReceivables,74890.000,161363.000,-69145.000
InterestExpense,0.000,,4262.000
InterestPaid,,,4262.000
InvestmentIncomeInterest,12920.000,1058.000,654.000
NetCashProvidedByUsedInFinancingActivities,-1140202.000,-1098435.000,547480.000
