,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,697191.000,766220.000,839877.000,1072931.000,1080620.000,238140.000,254477.000,261532.000,274990.000,349946.000,288288.000,319629.000,368230.000,380276.000,419496.000,421531.000,445551.000,470654.000,501312.000,503118.000,501479.000,501731.000
AccountsPayableCurrent,,,,,,,,,,,,,,,,,,,,,,1018742.000
AccountsPayableRelatedPartiesCurrent,,,,,,225020.000,,,334288.000,338079.000,337979.000,340114.000,384114.000,454692.000,516192.000,595692.000,666191.000,736692.000,807242.000,877742.000,948242.000,
AccountsReceivableNetCurrent,1561.000,1780.000,1752.000,1807.000,,,,,,,,,,,,,,,,,,
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,12500.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-549.000,-967.000,-575.000,-409.000,-876.000,-876.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,
AdditionalPaidInCapital,13781508.000,13818008.000,13818008.000,-1707085.000,-1276971.000,-463118.000,-248155.000,-229655.000,-87455.000,843569.000,927565.000,1012761.000,1060557.000,1580078.000,1597828.000,1597828.000,1606578.000,1747886.000,1752786.000,1752536.000,1857536.000,1856036.000
Assets,1884560.000,1822057.000,1770527.000,8168.000,277553.000,236537.000,213618.000,164268.000,217635.000,651206.000,423520.000,272871.000,223573.000,209351.000,301336.000,234844.000,233895.000,239044.000,223801.000,208117.000,304762.000,289293.000
AssetsCurrent,12060.000,2057.000,3027.000,8168.000,116220.000,77329.000,56535.000,9310.000,64802.000,457037.000,210890.000,55531.000,11178.000,2355.000,94270.000,20278.000,31829.000,36978.000,21735.000,6051.000,94696.000,73189.000
AssetsNoncurrent,,,,,161333.000,,,,,,,,,,,,,,,,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,150000.000,,,,,,,,,,,,,,,,
CapitalizedCostsProvedProperties,,,,,,150000.000,,,,,191335.000,191566.000,191566.000,191566.000,199566.000,199566.000,199566.000,199566.000,199566.000,199566.000,207566.000,
Cash,,,1275.000,,101814.000,68121.000,49452.000,4351.000,61968.000,456329.000,,,,2355.000,56477.000,5918.000,2129.000,15551.000,15110.000,1301.000,87696.000,
CashAndCashEquivalentsAtCarryingValue,3767.000,277.000,-1275.000,6361.000,101814.000,,,,,456329.000,203598.000,52614.000,11178.000,2355.000,-56477.000,5918.000,,15551.000,15110.000,1301.000,87696.000,69189.000
