,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,1326000.000,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,15641000.000,,,8383000.000,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,,,,4079000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,8316000.000,,,,
AmortizationOfDebtDiscountPremium,3131000.000,,,,3411000.000,,,2842000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,4117000.000,,,,-11144000.000,,,-60359000.000,
ComprehensiveIncomeNetOfTax,,,,,32582000.000,-11882000.000,23029000.000,20402000.000,-17520000.000
CostOfGoodsAndServicesSold,406064000.000,415635000.000,386498000.000,577222000.000,419142000.000,,,,
DeferredIncomeTaxExpenseBenefit,16918000.000,,,,15000000.000,,,17685000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,-548000.000,-564000.000,,-726000.000,-689000.000,-708000.000,-673000.000,-687000.000
DefinedBenefitPlanContributionsByEmployer,,808000.000,808000.000,,928000.000,928000.000,906000.000,1087000.000,311000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,1906000.000,2002000.000,,1723000.000,1758000.000,1741000.000,1713000.000,2169000.000
DefinedBenefitPlanInterestCost,,1560000.000,1630000.000,,1309000.000,1311000.000,1310000.000,1204000.000,1396000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,202000.000,-192000.000,,312000.000,242000.000,277000.000,164000.000,2639000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,-2725000.000
DepreciationAndAmortization,29224000.000,28868000.000,30487000.000,29961000.000,28850000.000,30222000.000,29906000.000,29318000.000,31608000.000
DilutiveSecurities,,,,,,,,,0.000
EarningsPerShareBasic,0.180,-0.050,0.120,0.230,0.210,-0.080,0.150,0.140,-0.130
EarningsPerShareDiluted,0.160,-0.050,0.110,0.230,0.180,-0.080,0.140,0.130,-0.130
EffectiveIncomeTaxRateContinuingOperations,,0.490,0.374,,0.429,0.460,0.282,0.424,0.486
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,0.350,0.350,0.350
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,656000.000,,,,8644000.000,,,1662000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,656000.000,,,,8644000.000,,,1662000.000,
FeesAndCommissions,,8523000.000,10180000.000,,11114000.000,10605000.000,9965000.000,12173000.000,12526000.000
GainLossOnDispositionOfAssets,,,,,,64000.000,217000.000,132000.000,308000.000
GainLossOnSaleOfPropertyPlantEquipment,156000.000,,,,0.000,,,133000.000,494000.000
GainsLossesOnExtinguishmentOfDebt,-539000.000,,,,0.000,0.000,0.000,-13012000.000,0.000
GrossProfit,319934000.000,254545000.000,305813000.000,347882000.000,334465000.000,262081000.000,312957000.000,352051000.000,259098000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,4292000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,56312000.000,-22785000.000,31461000.000,34700000.000,-38087000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,46831000.000,-16417000.000,28404000.000,,,,,,
IncomeTaxExpenseBenefit,18422000.000,-8048000.000,10633000.000,6087000.000,24167000.000,-10488000.000,8859000.000,14705000.000,-18507000.000
IncomeTaxExpenseBenefitContinuingOperations,,-8048000.000,10633000.000,,24167000.000,-10488000.000,8859000.000,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-5746000.000,9941000.000,,19709000.000,-7975000.000,11012000.000,12145000.000,-13330000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,1152000.000,0.000,0.000,0.000,532000.000
IncomeTaxReconciliationOtherAdjustments,,69000.000,358000.000,,130000.000,308000.000,-10000.000,286000.000,-267000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-713000.000,1751000.000,,4026000.000,-1763000.000,2351000.000,2521000.000,-3588000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,20078000.000,,,-10735000.000,
IncreaseDecreaseInInventories,,,,,71630000.000,,,33536000.000,
IncreaseDecreaseInOperatingCapital,59650000.000,,,,72586000.000,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,23674000.000,,,1699000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,2640000.000,,,-1035000.000,
