,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,16629000.000,18136000.000,22114000.000,23364000.000,24221000.000,19478000.000,24438000.000,25756000.000,30659000.000,25089000.000,22072000.000,21321000.000,18154000.000,18117000.000,21072000.000,20972000.000,22253000.000
AccountsPayableOtherCurrent,,,,,,2948000.000,,,,,,,,,,,
AccountsReceivableNetCurrent,58481000.000,66538000.000,71014000.000,69955000.000,68836000.000,70306000.000,72065000.000,72615000.000,75388000.000,65054000.000,61895000.000,51326000.000,52318000.000,52314000.000,51300000.000,47877000.000,46912000.000
AccruedIncomeTaxesNoncurrent,5707000.000,720000.000,727000.000,759000.000,728000.000,734000.000,1040000.000,1096000.000,1184000.000,1149000.000,1399000.000,982000.000,1087000.000,1074000.000,1109000.000,1114000.000,1162000.000
AccruedLiabilitiesCurrent,,,,,17186000.000,15918000.000,,,,,,,,,,,
AccruedSalariesCurrent,6426000.000,7803000.000,6972000.000,5159000.000,6105000.000,5941000.000,5881000.000,5929000.000,5913000.000,5657000.000,5559000.000,5207000.000,6254000.000,9346000.000,11169000.000,6795000.000,7723000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7737000.000,8356000.000,9274000.000,10169000.000,10896000.000,6061000.000,6776000.000,7472000.000,8059000.000,8707000.000,8918000.000,9572000.000,10226000.000,10784000.000,9596000.000,10199000.000,10876000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,-398000.000,-445000.000,-444000.000,0.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,1965000.000,1983000.000,1975000.000,1745000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1912000.000,1917000.000,1613000.000,1727000.000,1796000.000,1716000.000,1567000.000,1538000.000,1531000.000,1745000.000,1862000.000,1862000.000,1793000.000,1778000.000,1766000.000,1742000.000,1746000.000
AdditionalPaidInCapital,525675000.000,556825000.000,563563000.000,570545000.000,571188000.000,575987000.000,577774000.000,579830000.000,581988000.000,584043000.000,585102000.000,586685000.000,588456000.000,590028000.000,590938000.000,591800000.000,592225000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2565000.000,2570000.000,4080000.000,4604000.000,5068000.000,5367000.000,14074000.000,14159000.000,14797000.000,12006000.000,11938000.000,10725000.000,9021000.000,7293000.000,4990000.000,3746000.000,2975000.000
Assets,395619000.000,437012000.000,450387000.000,466036000.000,452927000.000,454166000.000,436853000.000,440899000.000,409002000.000,393817000.000,382411000.000,369553000.000,366440000.000,370742000.000,374337000.000,451128000.000,449029000.000
AssetsCurrent,124887000.000,138286000.000,144274000.000,157036000.000,148555000.000,155298000.000,143647000.000,154937000.000,128188000.000,119146000.000,106824000.000,97006000.000,100140000.000,108698000.000,115448000.000,94005000.000,93924000.000
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,,,2815000.000,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,,,2041000.000,,,,273000.000,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,83000.000,,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,6963000.000,8134000.000,9283000.000,10486000.000,11717000.000,12960000.000,,,,,,,,,,,
CapitalizedComputerSoftwareNet,24016000.000,26366000.000,23924000.000,23491000.000,22244000.000,21025000.000,19007000.000,17824000.000,16655000.000,15486000.000,14882000.000,15222000.000,14555000.000,15316000.000,14585000.000,42248000.000,39994000.000
Cash,45234000.000,44685000.000,39272000.000,39865000.000,33728000.000,42212000.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,44467000.000,43978000.000,38565000.000,39158000.000,33021000.000,41467000.000,35062000.000,43725000.000,16001000.000,19528000.000,19337000.000,19538000.000,23663000.000,34328000.000,42322000.000,24598000.000,20426000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,35875000.000,44538000.000,16814000.000,20281000.000,19729000.000,19770000.000,23872000.000,34537000.000,42531000.000,24784000.000,20612000.000
