,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,906458.000,871280.000,2001047.000,2062593.000,904952.000,2212312.000,1942615.000,1086989.000,847567.000,1431317.000,2172444.000,1014712.000,1138131.000,680159.000,435740.000,512899.000,255217.000,465318.000,556402.000,527500.000,587602.000,765596.000,651038.000
AccountsReceivableNetCurrent,45504.000,60660.000,1250320.000,1304697.000,388027.000,81333.000,53766.000,118189.000,58216.000,391611.000,203895.000,40661.000,74161.000,86658.000,71101.000,25329.000,25329.000,16742.000,219880.000,65371.000,110273.000,110269.000,106614.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,52000.000,52000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-442659.000,456601.000,466017.000,475143.000,485149.000,496792.000,-508258.000,521307.000,535179.000,551794.000,568384.000,586900.000,602932.000,625088.000,644937.000,665124.000,685225.000,706159.000,730719.000
AdditionalPaidInCapital,4982512.000,4975686.000,4975686.000,4975686.000,5536769.000,5563931.000,5570406.000,5570406.000,5570406.000,5570406.000,5570406.000,5585306.000,5585306.000,5634886.000,5709795.000,6387477.000,6576768.000,6579508.000,6607495.000,6677881.000,6677881.000,6726173.000,6778174.000
Assets,3620502.000,4707698.000,7096823.000,7493276.000,5762693.000,7460275.000,6684922.000,6603045.000,6691694.000,9164706.000,7989320.000,7699778.000,8272842.000,12957482.000,9068794.000,8957116.000,11666147.000,10264075.000,10767050.000,13538672.000,12222546.000,13871707.000,15029378.000
AssetsCurrent,3415976.000,4474570.000,6832777.000,7185211.000,5352614.000,7021161.000,6193081.000,6071947.000,6128057.000,8543480.000,7268323.000,6933452.000,7371291.000,11980383.000,7773587.000,7710339.000,10286689.000,8724406.000,9163368.000,11852610.000,10483646.000,12015351.000,13145190.000
CapitalizedComputerSoftwareGross,,,,,296034.000,297978.000,297978.000,,,,,,,,,,,,,,,,
Cash,96698.000,47262.000,63826.000,98831.000,202856.000,1872911.000,1771502.000,865635.000,498167.000,1027239.000,1880172.000,686880.000,705775.000,3886968.000,2180665.000,2817562.000,2595129.000,1389494.000,918081.000,1111413.000,1333104.000,1631943.000,1433505.000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,12708300.000
