,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,10457000.000,,,,17000.000,,,,10805000.000,,,,12082000.000,
AllocatedShareBasedCompensationExpense,,2900000.000,1600000.000,,3500000.000,3800000.000,4500000.000,6000000.000,4400000.000,4700000.000,4500000.000,5900000.000,5600000.000,4500000.000,3600000.000,4900000.000,6900000.000,4700000.000
AssetImpairmentCharges,9882000.000,,,,2069000.000,,,,213000.000,,,,618000.000,,,,418000.000,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,3600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-24424000.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,0.000,,,,0.000,,,,0.000,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,86000.000,,,,15000.000,,,,0.000,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,-85000.000,,,,-15000.000,,,,-27000.000,,,,0.000,
CommonStockDividendsPerShareDeclared,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-19819000.000,-10800000.000,-22100000.000,,-4434000.000,6145000.000,10178000.000,28421000.000,21993000.000,230343000.000,54335000.000,71285000.000,23720000.000,32282000.000,48308000.000,71847000.000,26506000.000,42456000.000
CostsAndExpenses,198171000.000,236381000.000,253078000.000,238109000.000,219336000.000,288049000.000,339589000.000,410593000.000,353182000.000,449277000.000,522585000.000,621869000.000,452402000.000,526290000.000,602311000.000,753530000.000,476795000.000,584209000.000
DepreciationDepletionAndAmortization,2662000.000,,,,3001000.000,,,,4040000.000,,,,4718000.000,,,,4802000.000,
DividendsCommonStock,1353000.000,,,,1360000.000,,,,1390000.000,,,,1417000.000,,,,1416000.000,
EarningsPerShareBasic,-0.440,-0.240,-0.480,0.020,-0.110,0.140,0.240,0.620,0.480,5.010,1.160,1.570,0.500,0.680,1.040,1.550,0.570,0.910
