,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AdditionsToNoncurrentAssets,,,,4135000.000,3472000.000,,3171000.000,3254000.000,3740000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,665000.000,,,,-342000.000,,,,1073000.000
AllocatedShareBasedCompensationExpense,,,,2100000.000,700000.000,,500000.000,3000000.000,0.000,1897000.000,
AmortizationOfFinancingCostsAndDiscounts,,,1256000.000,,,,1801000.000,,,,4415000.000
AmortizationOfIntangibleAssets,,,,6500000.000,6500000.000,,6400000.000,6500000.000,6400000.000,6500000.000,6600000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,8118514.000,7853688.000,,3498933.000,,,,
AssetImpairmentCharges,,,,,,,,,,,102324000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,64000.000,,,,8766000.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,40600000.000,,,,40552000.000
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,0.000
ComprehensiveIncomeNetOfTax,2706000.000,-10287000.000,5328000.000,795000.000,15768000.000,-11496000.000,-17365000.000,-57493000.000,4909000.000,14375000.000,-97397000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,132000.000,979000.000,4000.000,-37000.000,-3000.000,-17000.000,2000.000,-2000.000,-1000.000,-11000.000,-1000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2838000.000,-9308000.000,,,,,-17363000.000,-57495000.000,4908000.000,14364000.000,-97398000.000
CostOfGoodsAndServicesSold,371006000.000,383942000.000,459012000.000,356718000.000,398000000.000,423049000.000,479788000.000,363641000.000,355989000.000,407540000.000,432770000.000
DeferredIncomeTaxExpenseBenefit,,,203000.000,,,,-1187000.000,,,,-10963000.000
DefinedBenefitPlanActuarialGainLoss,,,,-119000.000,-119000.000,,-78000.000,-77000.000,-77000.000,220712000.000,-83000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,42955000.000,42852000.000,,45290000.000,44780000.000,45183000.000,47203000.000,54084000.000
DefinedBenefitPlanInterestCost,,,,39788000.000,39692000.000,,38726000.000,38290000.000,38634000.000,40361000.000,45559000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,,,11006000.000,10980000.000,,7730000.000,7643000.000,7711000.000,17914000.000,8110000.000
DefinedBenefitPlanServiceCost,,,,14054000.000,14021000.000,,14216000.000,14056000.000,14183000.000,14817000.000,16552000.000
DepreciationDepletionAndAmortization,,,19017000.000,18716000.000,18869000.000,23009000.000,17400000.000,17549000.000,17505000.000,16417000.000,16706000.000
EarningsPerShareBasic,0.010,-0.040,-0.010,0.060,0.110,-0.120,-0.090,,,,
EarningsPerShareDiluted,0.010,-0.040,-0.010,0.060,0.110,-0.120,-0.090,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,1478000.000,,,,-1045000.000,,,,113000.000
