,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2016-04-30,2016-07-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,48536.000,,,,22685.000,,,,-189943.000,,,,-43386.000,,,,1224862.000,
CostOfGoodsAndServicesSold,2377455.000,3306169.000,3537450.000,4023479.000,3225275.000,3177289.000,2440762.000,2662221.000,4764729.000,3122048.000,2386342.000,4644763.000,5424693.000,2724919.000,3055963.000,2311478.000,2841478.000,2008495.000,2316808.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,5813.000,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,,-21000.000,
DepreciationDepletionAndAmortization,,35102.000,,,,42604.000,,,,36000.000,,,,38700.000,,,,49500.000,
EarningsPerShareBasic,0.050,0.070,0.080,0.070,0.010,0.020,0.000,0.010,0.100,0.030,-0.020,0.100,0.030,,,-0.010,0.000,-0.010,0.010
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,-0.000,0.010,,,,
EarningsPerShareDiluted,0.050,0.070,0.080,0.070,0.010,,,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.390,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.340,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,203938.000,223067.000,240507.000,278112.000,299877.000,272347.000,226541.000,233369.000,287090.000,269508.000,292255.000,359612.000,1106265.000,275461.000,288160.000,238656.000,260531.000,181816.000,162982.000
GrossProfit,727653.000,964626.000,1096509.000,1069674.000,596763.000,718577.000,490825.000,502277.000,1326258.000,825519.000,398215.000,1413854.000,1570069.000,459762.000,606711.000,342093.000,476368.000,229298.000,348913.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,394741.000,579823.000,653009.000,607578.000,48266.000,190235.000,18226.000,47574.000,779456.000,280513.000,-141387.000,830366.000,182397.000,-28542.000,77761.000,-87131.000,31417.000,-60413.000,73619.000
IncomeTaxExpenseBenefit,154000.000,224000.000,254000.000,237000.000,-33754.000,74000.000,5500.000,18000.000,254797.000,100000.000,-49000.000,289000.000,97470.000,-10000.000,27000.000,-31000.000,11000.000,-21000.000,25500.000
IncomeTaxesPaidNet,,40000.000,,,,,,,,115000.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,540454.000,,,,-90989.000,,,,-672510.000,,,,6152.000,,,,157577.000,
IncreaseDecreaseInAccountsReceivable,,-576623.000,,,,271857.000,,,,-924380.000,,,,2428696.000,,,,556460.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,,,,,,,,-1202950.000,,,,-9625.000,
IncreaseDecreaseInCustomerDeposits,,600573.000,,,,-558114.000,,,,992859.000,,,,82816.000,,,,338592.000,
IncreaseDecreaseInInventories,,-985023.000,,,,513730.000,,,,390159.000,,,,-718162.000,,,,159650.000,
IncreaseDecreaseInNotesPayableCurrent,,3538.000,,,,3673.000,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,52805.000,,,,-225523.000,,,,-158271.000,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,34803.000,,,,32324.000,,,,-9956.000,,,,10874.000,,,,36018.000,
