,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,39691.000,90469.000
AccountsReceivableNetCurrent,69278.000,11891.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1281.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9792.000,-8706.000
AdditionalPaidInCapital,59418.000,59418.000
Assets,235878.000,342759.000
AssetsCurrent,225288.000,310908.000
CashAndCashEquivalentsAtCarryingValue,146493.000,289400.000
CashFDICInsuredAmount,111600.000,112900.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000
CommonStockSharesIssued,80000000.000,80000000.000
CommonStockSharesOutstanding,80000000.000,80000000.000
CommonStockValue,80000.000,80000.000
DeferredTaxAssetsNetNoncurrent,10590.000,10986.000
DueToRelatedPartiesCurrent,835.000,844.000
Liabilities,167559.000,200602.000
LiabilitiesAndStockholdersEquity,235878.000,342759.000
PrepaidExpenseAndOtherAssetsCurrent,9517.000,9617.000
PropertyPlantAndEquipmentGross,,22145.000
PropertyPlantAndEquipmentNet,,20865.000
RetainedEarningsAccumulatedDeficit,-61307.000,11445.000
StockholdersEquity,68319.000,142157.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,68319.000,142157.000
