,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,18943.000
AccruedLiabilitiesCurrent,9728.000,2943.000,4693.000,4193.000,11843.000,
AdditionalPaidInCapitalCommonStock,160950.000,172220.000,218647.000,231877.000,277013.000,255593.000
Assets,6862.000,6862.000,7862.000,7362.000,7362.000,7362.000
AssetsCurrent,,,1000.000,500.000,500.000,500.000
CashAndCashEquivalentsAtCarryingValue,,,1000.000,500.000,500.000,500.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,13200000.000,13430000.000,14377500.000,14647500.000,15011500.000,15131500.000
CommonStockSharesOutstanding,13200000.000,13430000.000,14377500.000,14647500.000,15011500.000,15131500.000
CommonStockValue,13200.000,13430.000,14378.000,14648.000,15012.000,15132.000
DebtInstrumentFaceAmount,,,,,,18943.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,177035.000,189770.000,,,,
DueToRelatedPartiesCurrent,19.000,8039.000,,600.000,,
FiniteLivedIntangibleAssetsNet,6862.000,6862.000,,,,
IntangibleAssetsNetExcludingGoodwill,,,6862.000,6862.000,6862.000,6862.000
InvestmentSoldNotYetPurchasedBalanceShares,,,,,0.030,
Liabilities,9747.000,10982.000,4693.000,4793.000,11843.000,18943.000
LiabilitiesAndStockholdersEquity,6862.000,6862.000,7862.000,7362.000,7362.000,7362.000
LiabilitiesCurrent,9747.000,10982.000,4693.000,4793.000,11843.000,18943.000
NotesPayableRelatedPartiesNoncurrent,,,,,4425.000,
PreferredStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,-229856.000,-243956.000,-296506.000,-282306.000
StockholdersEquity,,,3169.000,2569.000,-4481.000,-11581.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2885.000,-4120.000,3169.000,2569.000,-4481.000,-11581.000
