,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,8505000.000,13145000.000,11422000.000,12273000.000,11182000.000,12354000.000,14863000.000,12904000.000,20106000.000,16629000.000,18461000.000,22541000.000,22598000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,11478000.000
AccruedEmployeeBenefitsCurrent,19524000.000,23095000.000,31538000.000,29179000.000,27415000.000,26250000.000,34559000.000,28963000.000,24106000.000,25676000.000,29039000.000,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,449005000.000
AccruedSalariesCurrent,,,,,,,,,,,,30937000.000,40908000.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,265515000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,57023000.000,59929000.000,62984000.000,65939000.000,68595000.000,72119000.000,,,,84433000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-216000.000,-170000.000,-242000.000,-314000.000,-413000.000,-386000.000,-505000.000,-721000.000,-370000.000,-296000.000,-421000.000,-604000.000,-592000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,316000.000
Assets,1340427000.000,1333048000.000,1393305000.000,2347764000.000,1620215000.000,1557045000.000,1609571000.000,2098230000.000,1781556000.000,1696476000.000,1600326000.000,2095143000.000,1872672000.000
AssetsCurrent,822954000.000,806018000.000,857487000.000,1824338000.000,1066548000.000,1020322000.000,1065874000.000,1570520000.000,1248419000.000,1151435000.000,1044167000.000,1535354000.000,1308620000.000
AssetsFairValueDisclosureRecurring,40272000.000,55447000.000,55364000.000,52907000.000,52904000.000,52840000.000,66510000.000,66914000.000,65718000.000,57283000.000,56344000.000,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,100000.000,,,,,
AvailableForSaleSecurities,37388000.000,53125000.000,53043000.000,50588000.000,50586000.000,50522000.000,64191000.000,64595000.000,63399000.000,54964000.000,54025000.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,56000.000,28000.000,75000.000,75000.000,95000.000,13000.000,193000.000,292000.000,161000.000,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,,,,0.000,,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,13000.000,15000.000,,,0.000,144000.000,0.000,0.000,12000.000,,
AvailableForSaleSecuritiesAmortizedCost,37338000.000,53066000.000,53000000.000,50575000.000,50511000.000,50447000.000,64096000.000,64726000.000,63206000.000,54672000.000,53876000.000,,
AvailableForSaleSecuritiesRestricted,37400000.000,43100000.000,30200000.000,48400000.000,50500000.000,50500000.000,64200000.000,63100000.000,62700000.000,55000000.000,54000000.000,,
CapitalLeaseObligations,386000.000,311000.000,236000.000,275000.000,98000.000,137000.000,132000.000,153000.000,142000.000,134000.000,125000.000,134000.000,
CapitalLeaseObligationsCurrent,,,,238000.000,,,,37000.000,,,,,
CapitalLeaseObligationsNoncurrent,,,,37000.000,,,,116000.000,,,,,
CapitalLeasedAssetsGross,,,1500000.000,1400000.000,1200000.000,200000.000,200000.000,200000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,291000.000,,,,268000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,247000.000,,,,82000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,4000.000,,,,41000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,15000.000,,,,65000.000,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,25000.000,,,,80000.000,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,16000.000,,,,115000.000,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,800000.000,900000.000,900000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,122601000.000,100288000.000,97952000.000,134341000.000,104401000.000,128413000.000,146315000.000,166178000.000,195938000.000,166664000.000,160558000.000,184004000.000,216054000.000
CashCollateralForBorrowedSecurities,,,,21000000.000,23500000.000,32400000.000,40100000.000,38700000.000,40800000.000,57800000.000,,,
CertificatesOfDepositAtCarryingValue,500000.000,2300000.000,2300000.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,68966451.000,69103537.000,69383359.000,69811326.000,70076978.000,70489820.000,69989672.000,70371425.000,70718423.000,70500720.000,69659283.000,69015690.000,68532338.000
CommonStockSharesOutstanding,68966451.000,69103537.000,69383359.000,69811326.000,70076978.000,70489820.000,69989672.000,70371425.000,70718423.000,70500720.000,69659283.000,69015690.000,68532338.000
CommonStockValue,420212000.000,424222000.000,411449000.000,442682000.000,462655000.000,476426000.000,485873000.000,494397000.000,501786000.000,513439000.000,522910000.000,,
CommonStocksIncludingAdditionalPaidInCapital,,,,,,,,,,,,535132000.000,543600000.000
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,,,,67350000.000
CustomerAdvancesCurrent,,,,,,,,,,,,,8232000.000
DeferredCosts,16214000.000,15300000.000,11930000.000,12017000.000,10860000.000,10033000.000,9277000.000,22877000.000,19565000.000,18817000.000,18431000.000,,
DeferredCostsAndOtherAssets,5190000.000,4418000.000,5273000.000,4271000.000,4570000.000,4148000.000,4014000.000,3715000.000,1638000.000,2049000.000,2173000.000,,
DeferredFinanceCostsNet,,,,,,,,,5178000.000,4501000.000,4490000.000,4018000.000,
DeferredIncomeTaxLiabilities,,,,90672000.000,,,,91661000.000,,,,126270000.000,
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,,21715000.000,21705000.000,,,,,,
DeferredTaxAssetsGross,,,,39088000.000,,,,42296000.000,,,,39586000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-58529000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,32143000.000,,,,37020000.000,,,,33897000.000,
DeferredTaxAssetsNetCurrent,68000.000,68000.000,68000.000,,,,,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,1000000.000,1000000.000,7621000.000,7184000.000,21586000.000,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,2996000.000,,,,2508000.000,,,,4397000.000,
DeferredTaxAssetsOther,,,,354000.000,,,,113000.000,,,,-47000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,9865000.000,,,,6272000.000,,,,6344000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,2508000.000,,,,4643000.000,,,,5350000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,13964000.000,,,,18823000.000,,,,13266000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,9381000.000,,,,9908000.000,,,,10239000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,,,,20000.000,,,,29000.000,,,,37000.000,
DeferredTaxAssetsValuationAllowance,,,,6945000.000,,,,5276000.000,,,,,
DeferredTaxLiabilities,,,,,,,,54641000.000,,,,92373000.000,
DeferredTaxLiabilitiesCurrent,20439000.000,25406000.000,73121000.000,65713000.000,65713000.000,67777000.000,69228000.000,0.000,54773000.000,54815000.000,54411000.000,,
DeferredTaxLiabilitiesDeferredExpense,,,,10643000.000,,,,3277000.000,,,,8055000.000,
DeferredTaxLiabilitiesNoncurrent,6401000.000,2292000.000,,,,,,54641000.000,,,,92373000.000,91847000.000
DeferredTaxLiabilitiesPrepaidExpenses,,,,2202000.000,,,,3121000.000,,,,3569000.000,
DeferredTaxLiabilitiesTaxDeferredIncome,,,,77827000.000,,,,85263000.000,,,,114646000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,27700000.000,24600000.000,22900000.000,22500000.000,22400000.000,19500000.000,17100000.000,13900000.000,10600000.000,9000000.000,7200000.000,,
FairValueAssetsLevel1ToLevel2TransfersAmount,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
FinancialInstrumentsOwnedAtFairValue,,,,,,,,,,,,54149000.000,50495000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,147972000.000,,,,187318000.000,,,,203316000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,440000.000,,,,10652000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,38905000.000,,,,19255000.000,,,,5265000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,7820000.000,,,,880000.000,,,,4759000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,16617000.000,,,,8700000.000,,,,5199000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,18376000.000,,,,17497000.000,,,,5199000.000,
FiniteLivedIntangibleAssetsGross,,,,229690000.000,,,,234090000.000,,,,234390000.000,
FiniteLivedIntangibleAssetsNet,,,,81718000.000,,,,46772000.000,,,,31074000.000,
Goodwill,288857000.000,288857000.000,288857000.000,288857000.000,288857000.000,288857000.000,290507000.000,289207000.000,289207000.000,289207000.000,289207000.000,289207000.000,289207000.000
GoodwillGross,,,,288857000.000,,,,289207000.000,,,,289207000.000,
IntangibleAssetsNetExcludingGoodwill,120471000.000,107204000.000,94461000.000,81718000.000,70501000.000,59893000.000,52534000.000,46772000.000,42092000.000,37087000.000,32424000.000,31074000.000,29724000.000
IntangibleAssetsNetIncludingGoodwill,,,,370575000.000,,,,335979000.000,,,,,
LettersOfCreditOutstandingAmount,22800000.000,,,,,,,,,,,,
Liabilities,1386551000.000,1369707000.000,1442218000.000,2373523000.000,1635314000.000,1564987000.000,1623670000.000,2090149000.000,1754814000.000,1663013000.000,1571411000.000,2060553000.000,1830125000.000
LiabilitiesAndStockholdersEquity,1340427000.000,1333048000.000,1393305000.000,2347764000.000,1620215000.000,1557045000.000,1609571000.000,2098230000.000,1781556000.000,1696476000.000,1600326000.000,2095143000.000,1872672000.000
LiabilitiesCurrent,729193000.000,735690000.000,840214000.000,1768761000.000,1051384000.000,969594000.000,1011464000.000,1458092000.000,1117617000.000,1021911000.000,938509000.000,1378583000.000,1148751000.000
LiabilityForClaimsAndClaimsAdjustmentExpense,,,,82100000.000,,,,113200000.000,,,,,126960000.000
LiabilityForFuturePolicyBenefitsOtherContracts,,15572000.000,18448000.000,19820000.000,38591000.000,26469000.000,27485000.000,9455000.000,16000000.000,17623000.000,12761000.000,,
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseOpeningBalanceAdjustments,,75660000.000,82880000.000,92406000.000,105748000.000,115591000.000,131789000.000,190102000.000,200152000.000,214711000.000,222507000.000,254614000.000,260308000.000
LineOfCreditFacilityRemainingBorrowingCapacity,52200000.000,59500000.000,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligations,595647000.000,569650000.000,529542000.000,524412000.000,494533000.000,489553000.000,484484000.000,464390000.000,454107000.000,447399000.000,431638000.000,422495000.000,413328000.000
