,2011-01-28,2011-07-29,2011-10-28,2012-01-27,2012-04-27,2012-07-27,2012-10-26,2013-01-25,2013-04-26,2013-07-26,2013-10-25,2014-01-24,2014-04-25,2014-07-25,2014-10-24,2015-01-23
AllocatedShareBasedCompensationExpense,52.000,41000000.000,49000000.000,34000000.000,37000000.000,36000000.000,49000000.000,34000000.000,33000000.000,31000000.000,44000000.000,33000000.000,37000000.000,34000000.000,48000000.000,33000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,34000000.000,25000000.000,,26000000.000,35000000.000,24000000.000,24000000.000,23000000.000,31000000.000,24000000.000,27000000.000,25000000.000,34000000.000,25000000.000
AmortizationOfDebtDiscountPremium,,21000000.000,,,,23000000.000,,,,2000000.000,,,,3000000.000,,
AmortizationOfIntangibleAssets,,88000000.000,86000000.000,84000000.000,77000000.000,80000000.000,79000000.000,88000000.000,84000000.000,86000000.000,88000000.000,89000000.000,86000000.000,87000000.000,89000000.000,89000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,66.000,57000000.000,63000000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,-62.000,-47000000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,-9.000,-69000000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,-39000000.000,,1000000.000,4000000.000,-4000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,11000000.000,,,,-387000000.000,,,,-91000000.000,,,,-67000000.000,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,76.000,184000000.000,,,,90000000.000,,,,45000000.000,4000000.000,25000000.000,-67000000.000,6000000.000,79000000.000,175000000.000
CommonStockDividendsPerShareDeclared,0.225,0.242,0.242,0.242,0.244,0.260,0.260,0.260,0.260,0.280,0.280,0.280,0.280,0.305,0.305,0.305
ComprehensiveIncomeNetOfTax,,,,,,822000000.000,677000000.000,1000000000.000,949000000.000,869000000.000,911000000.000,711000000.000,469000000.000,980000000.000,810000000.000,822000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,799000000.000,816000000.000,,,,,,,,,,,,
CostOfGoodsAndServicesSold,986.000,1006000000.000,1014000000.000,931000000.000,938000000.000,973000000.000,1020000000.000,999000000.000,1134000000.000,1022000000.000,1090000000.000,1050000000.000,1171000000.000,1105000000.000,1142000000.000,1128000000.000
DeferredIncomeTaxExpenseBenefit,,11000000.000,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,-16000000.000,,,,,,,,98000000.000,,
DepreciationDepletionAndAmortization,,211000000.000,,,,197000000.000,,,,208000000.000,,,,215000000.000,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,14.000,-46000000.000,-48000000.000,-25000000.000,-8000000.000,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,9.000,20000000.000,111000000.000,201000000.000,0.000,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,23000000.000,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,15000000.000,,0.000,0.000,0.000,0.000,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,5000000.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,112000000.000,,,,,,,,,,,,
EarningsPerShareBasic,0.860,0.770,0.820,0.890,0.950,0.840,0.630,0.980,0.950,0.940,0.900,0.760,0.460,0.880,0.840,0.990
EarningsPerShareDiluted,0.860,0.770,0.820,0.880,0.940,0.830,0.630,0.970,0.940,0.930,0.890,0.750,0.450,0.870,0.830,0.980
EffectOfExchangeRateOnCashAndCashEquivalents,,-10000000.000,,,,-76000000.000,,,,14000000.000,,,,-16000000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.198,,0.206,0.244,0.145,-0.411,0.173,0.192,0.202,-0.394,0.196,0.190,0.182
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,-16.000,-11000000.000,15000000.000,9000000.000,32000000.000,10000000.000,14000000.000,10000000.000,9000000.000,8000000.000,13000000.000,9000000.000,10000000.000,9000000.000,14000000.000,8000000.000
EquityMethodInvestmentNetSalesProceeds,19.000,,,,,,,,,,,,,,,
EquityMethodInvestmentOtherThanTemporaryImpairment,-10.000,,,,,,,,,,,,,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,85.000,5000000.000,,,,,,,,,,,,,,97000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,-1000000.000,-1000000.000,-1000000.000,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,3.000,2000000.000,-7000000.000,6000000.000,,2000000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,-9.000,-2000000.000,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,8000000.000,1000000.000,,1000000.000,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,86.000,,86000000.000,84000000.000,,80000000.000,79000000.000,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,2468.000,2358000000.000,,,,,,,,,,,,,,
