,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayable,,,,,1008692.000,,,,,,,,,
AccountsPayableCurrent,555263.000,1012186.000,866301.000,958052.000,,976680.000,1241140.000,1437309.000,,1236663.000,1376698.000,1349022.000,,1505938.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,1148368.000,,,,1441178.000,
AccountsReceivableNet,,,,,,,,,,,,,,8715.000
AccountsReceivableNetCurrent,7816.000,3616.000,0.000,0.000,,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,1325.000,1325.000,
AccruedLiabilitiesCurrent,,,,,,,,,324531.000,460180.000,475814.000,392041.000,500815.000,176983.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,318424.000,318424.000,22286.000,22524.000,23586.000,,,1701.000,3402.000,6803.000,8061.000,13327.000,22880.000,32433.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,50182.000,123822.000,84673.000,149196.000,,,,,,,,,,
Assets,2714065.000,437629.000,542479.000,264923.000,489410.000,136863.000,627318.000,197510.000,313414.000,154358.000,112650.000,205065.000,207864.000,196032.000
AssetsCurrent,540571.000,110645.000,270846.000,48439.000,370910.000,79968.000,593303.000,165196.000,282800.000,127146.000,10144.000,27325.000,39677.000,37398.000
CapitalLeaseObligationsCurrent,5734.000,5624.000,0.000,0.000,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,6021.000,4114.000,0.000,0.000,,,,,,,,,,
Cash,,,,,328188.000,50816.000,411093.000,76588.000,92795.000,50743.000,,,1903.000,
CashAndCashEquivalentsAtCarryingValue,182483.000,10992.000,5371.000,5165.000,328188.000,50816.000,411093.000,76588.000,92795.000,50743.000,2344.000,75.000,1903.000,2432.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,3.750,,,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,1232626.000,,,,,,,,,,
CommonStockSharesAuthorized,200000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,111356926.000,5568253.000,5874581.000,5917195.000,7130226.000,8896576.000,9586097.000,9926097.000,10576097.000,10851097.000,11573448.000,12318448.000,12950384.000,13973093.000
CommonStockSharesOutstanding,111356926.000,5249638.000,5874581.000,5917195.000,7130226.000,8896576.000,9586097.000,9926097.000,10576097.000,10851097.000,11573448.000,12318448.000,12950384.000,13973093.000
CommonStockValue,74784328.000,74898008.000,76356366.000,76603580.000,78279737.000,80369265.000,81573174.000,81777805.000,82609032.000,83013633.000,83807106.000,84425573.000,84846235.000,86115847.000
ConstructionInProgressGross,279186.000,0.000,,,,,,,,,,,,
ConvertibleDebt,,,,3000211.000,3546496.000,3836076.000,3994213.000,3905975.000,3905975.000,3788325.000,3788325.000,3082425.000,2788300.000,2788300.000
ConvertibleDebtCurrent,,,,3000211.000,3546496.000,3836076.000,3994213.000,3905975.000,3905975.000,3788325.000,3788325.000,3082425.000,2788300.000,2788300.000
ConvertibleDebtNoncurrent,2286664.000,2513912.000,2750730.000,0.000,,,,,,,,,,
DebtDefaultLongtermDebtAmount,,,,,,,,,,1450000.000,,,,
DebtInstrumentFaceAmount,,,,4117750.000,4117750.000,,1441213.000,,,,,,,
DebtInstrumentFairValue,,,,3803507.000,3962307.000,4042397.000,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,314243.000,-155443.000,-75354.000,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,1831086.000,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,20518003.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,1792487.000,,,,1404983.000,,,,946620.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,-21464623.000,
DepositsAssetsNoncurrent,1276558.000,0.000,,,,,,,,,,,,
DerivativeLiabilitiesNoncurrent,900159.000,592783.000,0.000,0.000,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,199988.000,475176.000,135733.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000,192725.000
InventoryNet,98146.000,,,,,,,,,,,,,8000.000
Liabilities,3953829.000,5093045.000,4762002.000,5095692.000,5712367.000,5660935.000,6083532.000,6191463.000,6227053.000,6466223.000,6489016.000,6595782.000,6874392.000,6515320.000
LiabilitiesAndStockholdersEquity,2714065.000,437629.000,542479.000,264923.000,489410.000,136863.000,627318.000,197510.000,313414.000,154358.000,112650.000,205065.000,207864.000,196032.000
LiabilitiesCurrent,760985.000,1492986.000,1622022.000,4706442.000,5712367.000,5660935.000,6083532.000,6191463.000,6227053.000,6466223.000,6489016.000,6595782.000,6874392.000,6515320.000
LoansPayable,,,,,100000.000,,,,100000.000,100000.000,100000.000,100000.000,100000.000,
LoansPayableCurrent,0.000,0.000,,,,100000.000,100000.000,100000.000,,,,,,
LongTermDebt,,,,4507000.000,,4217750.000,4094213.000,4005975.000,,3888325.000,3888325.000,3182425.000,2888300.000,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,5000.000,5000.000,5000.000,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,60000.000,60000.000,60000.000,5000.000,5000.000
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,45000.000,30000.000,15000.000,60000.000,45000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,,,,0.000,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,,,,4507000.000,4526750.000,4217750.000,4094213.000,4005975.000,4005975.000,3888325.000,3888325.000,3182425.000,2888300.000,
MinorityInterest,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000,-96055.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,0.333,0.333,0.333,,0.333,0.333,0.333,0.333,0.333,0.333,0.333
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,5000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,60000.000,,,,,
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,55000.000,,,,,
OperatingLossCarryforwards,,,,,18986174.000,,,,19683962.000,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,,-20778661.000,,,,-21088945.000,,,,,
OtherLiabilities,,,,,,,,,,,,,1295920.000,
OtherLiabilitiesCurrent,,,619988.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000,555454.000
OtherLongTermDebtCurrent,,,,,309000.000,,,,,,,,,
OtherLongTermDebtNoncurrent,,489250.000,389250.000,389250.000,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,,,,,,,,,
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,,,,,,
PrepaidExpense,,,,,42722.000,29152.000,,,,,,,,
