,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,139151000.000,120010000.000,165019000.000,152927000.000,156399000.000,116973000.000,135404000.000,154589000.000,152183000.000
AccountsReceivableNetCurrent,35239000.000,44732000.000,39459000.000,39580000.000,46113000.000,44015000.000,43846000.000,44952000.000,43041000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,2159000.000,,,
AccruedAdvertisingCurrent,,,,,,8142000.000,,,
AccruedIncomeTaxesCurrent,,,,,,1349000.000,,,
AccruedInsuranceCurrent,,,,,,6326000.000,,,
AccruedLiabilitiesCurrent,143222000.000,128787000.000,140326000.000,106266000.000,148889000.000,132119000.000,152474000.000,103686000.000,138420000.000
AccruedProfessionalFeesCurrent,,,,,,1472000.000,,,
AccruedUtilitiesCurrent,,,,,,1358000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,208790000.000,194763000.000,209303000.000,224005000.000,238280000.000,250835000.000,266485000.000,280556000.000,294049000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-247000.000,-173000.000,-119000.000,,,,,,
AdditionalPaidInCapitalCommonStock,632524000.000,632757000.000,633011000.000,633226000.000,633422000.000,633800000.000,634173000.000,634277000.000,634481000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3129000.000,2979000.000,3136000.000,3517000.000,3324000.000,2849000.000,2874000.000,3148000.000,2829000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,243000000.000,,,
Assets,2068796000.000,1859066000.000,1898847000.000,1825567000.000,1846102000.000,1816558000.000,1830380000.000,1775941000.000,1432814000.000
AssetsCurrent,771813000.000,726649000.000,777297000.000,706216000.000,734453000.000,710260000.000,734931000.000,688439000.000,712126000.000
CashAndCashEquivalentsAtCarryingValue,104563000.000,106036000.000,138481000.000,17172000.000,9987000.000,74836000.000,105181000.000,9465000.000,26026000.000
CashEquivalentsAtCarryingValue,,,,,,0.000,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,9742000.000,9742000.000,9742000.000,9740000.000,9740000.000,9740000.000,9740000.000,9740000.000,9740000.000
CommonStockSharesOutstanding,9742000.000,9742000.000,9742000.000,9740000.000,9740000.000,9740000.000,9740000.000,9740000.000,9740000.000
CommonStockValue,97000.000,97000.000,97000.000,97000.000,97000.000,97000.000,97000.000,97000.000,97000.000
DebtAndCapitalLeaseObligations,,,,,,1581379000.000,1580773000.000,1587301000.000,1612612000.000
DeferredIncomeTaxLiabilities,,,,,,116579000.000,,,
DeferredRevenueCurrent,,,,,,8971000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,133000.000,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,8743000.000,,,
DeferredTaxAssetsGross,,,,,,98417000.000,,,
DeferredTaxAssetsInventory,,,,,,3215000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,-76372000.000,,,
DeferredTaxAssetsNet,,,,,,40207000.000,,,
DeferredTaxAssetsNetCurrent,24940000.000,937000.000,2682000.000,2952000.000,3165000.000,3165000.000,3165000.000,3165000.000,3164000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,50194000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,2247000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,4893000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,2504000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,26488000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,58210000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,110864000.000,,,
DeferredTaxLiabilitiesNoncurrent,88157000.000,76529000.000,78040000.000,78040000.000,78885000.000,79537000.000,79484000.000,78533000.000,79066000.000
DeferredTaxLiabilitiesOther,,,,,,181000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,5534000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,27226000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,226348000.000,171259000.000,178464000.000,185755000.000,192954000.000,200040000.000,205805000.000,211384000.000,182016000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,22072000.000,22072000.000,14452000.000,14452000.000,14456000.000,14469000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,22227000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,14282000.000,7083000.000,,16462000.000,10994000.000,5428000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,9640000.000,9640000.000,7620000.000,7620000.000,7638000.000,7663000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,12408000.000,12408000.000,9640000.000,9640000.000,9670000.000,9717000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,16350000.000,16350000.000,12442000.000,12442000.000,12499000.000,12583000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,22191000.000,22191000.000,16387000.000,16387000.000,16458000.000,16549000.000
FiniteLivedIntangibleAssetsNet,,,,96943000.000,89744000.000,82768000.000,77003000.000,71715000.000,66409000.000
Goodwill,689404000.000,582378000.000,582378000.000,582378000.000,582378000.000,582378000.000,582378000.000,582556000.000,222517000.000
GoodwillGross,,,,815111000.000,815111000.000,706182000.000,,,706421000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,232733000.000,232733000.000,123804000.000,,,483904000.000
IntangibleAssetsNetExcludingGoodwill,376452000.000,320140000.000,312735000.000,305444000.000,298245000.000,291269000.000,285504000.000,277916000.000,272610000.000
InterestPayableCurrent,,,,,,27067000.000,,,
InventoryGross,,,,,,570550000.000,,,
InventoryNet,583682000.000,547960000.000,564732000.000,619166000.000,647330000.000,564959000.000,559440000.000,601302000.000,611720000.000
InventoryValuationReserves,,,,,,5591000.000,,,
Liabilities,1975017000.000,1937133000.000,1992816000.000,1947965000.000,1993962000.000,1965578000.000,2002420000.000,1978850000.000,2034186000.000
LiabilitiesAndStockholdersEquity,2068796000.000,1859066000.000,1898847000.000,1825567000.000,1846102000.000,1816558000.000,1830380000.000,1775941000.000,1432814000.000
LiabilitiesCurrent,306997000.000,280425000.000,336164000.000,421284000.000,467658000.000,419718000.000,457697000.000,297485000.000,327606000.000
LongTermDebt,,,,1561813000.000,1561651000.000,,,,
LongTermDebtAndCapitalLeaseObligations,,1561489000.000,1560423000.000,1429014000.000,1427389000.000,1445654000.000,1444231000.000,1580540000.000,1605848000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,646000.000,1551000.000,132799000.000,134262000.000,135725000.000,136542000.000,6761000.000,6764000.000
LongTermDebtCurrent,645000.000,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,434889000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,135725000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,6500000.000,6500000.000,983451000.000,983451000.000,983451000.000,983451000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,6500000.000,6500000.000,6500000.000,6500000.000,126806000.000,150052000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,14314000.000,14314000.000,6500000.000,6500000.000,6500000.000,6500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,135725000.000,135725000.000,14314000.000,14582000.000,14582000.000,14582000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,324000.000,162000.000,,134851000.000,21073000.000,23138000.000
LongTermDebtNoncurrent,1561651000.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,356418000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,76789000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,30922000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,49623000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,61596000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,69271000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,68217000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,12502000.000,,,
OtherAssetsNoncurrent,21555000.000,20802000.000,20749000.000,20047000.000,19256000.000,18682000.000,17875000.000,19947000.000,18963000.000
OtherLiabilitiesNoncurrent,18212000.000,18690000.000,18189000.000,19627000.000,20030000.000,20669000.000,21008000.000,22292000.000,21666000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,23389000.000,26984000.000,31943000.000,27346000.000,27858000.000,23285000.000,23299000.000,29555000.000,28175000.000
PropertyPlantAndEquipmentGross,,,,,,464804000.000,,,
PropertyPlantAndEquipmentNet,209572000.000,209097000.000,205688000.000,211482000.000,211770000.000,213969000.000,209692000.000,207083000.000,206598000.000
RetainedEarningsAccumulatedDeficit,-538595000.000,-710748000.000,-726958000.000,-755721000.000,-781379000.000,-782917000.000,-806310000.000,-837283000.000,-1235950000.000
SalesAndExciseTaxPayableCurrent,,,,,,16799000.000,,,
StockholdersEquity,93779000.000,-78067000.000,-93969000.000,-122398000.000,-147860000.000,-149020000.000,-172040000.000,-202909000.000,-601372000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,93779000.000,-78067000.000,-93969000.000,-122398000.000,-147860000.000,-149020000.000,-172040000.000,-202909000.000,-601372000.000
UnamortizedDebtIssuanceExpense,,,,14700000.000,,13097000.000,,,
UnrecognizedTaxBenefits,,,,,,1293000.000,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,1300000.000,,,
