,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableOtherCurrent,514957000.000,229735000.000,308961000.000,240281000.000,355743000.000,298307000.000,325636000.000,373426000.000,302171000.000,392647000.000,544704000.000,397036000.000,669406000.000,496349000.000,540968000.000,880374000.000,1180454000.000,1168014000.000,1486133000.000,1874154000.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,247405000.000,206560000.000,228316000.000,207891000.000,205168000.000,194820000.000,194041000.000,188843000.000,193043000.000,143662000.000,150546000.000,229227000.000,223160000.000,165073000.000,267655000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,205600000.000,,,,238400000.000,,,,278800000.000,,,,185200000.000,,,,212100000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,6000000.000,12600000.000,29800000.000,23800000.000,19600000.000,39200000.000,38000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,4600000.000,4500000.000,13200000.000,12600000.000,11900000.000,11300000.000,11000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6178000.000,1380000.000,8101000.000,16632000.000,11220000.000,7676000.000,27931000.000,26984000.000,10276000.000,-35609000.000,-34695000.000,-32867000.000,-14510000.000,-451000.000,776000.000,-3261000.000,7298000.000,-13539000.000,-5688000.000,
AdditionalPaidInCapital,1255246000.000,1265061000.000,1270968000.000,1278037000.000,1310438000.000,1318004000.000,1323150000.000,1329000000.000,1352458000.000,1360749000.000,1370744000.000,1377624000.000,1397962000.000,1406768000.000,1432513000.000,1444705000.000,1465793000.000,1481691000.000,1489532000.000,1497562000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5289000.000,3408000.000,3180000.000,3318000.000,3419000.000,3195000.000,2854000.000,668000.000,1105000.000,1405000.000,763000.000,643000.000,772000.000,631000.000,1279000.000,1671000.000,2504000.000,1646000.000,0.000,3731000.000
Assets,4025193000.000,3735370000.000,3871778000.000,3607669000.000,3977078000.000,4033452000.000,3810303000.000,3934390000.000,3875307000.000,3881453000.000,4041501000.000,3929125000.000,4430619000.000,4777025000.000,4962904000.000,5395934000.000,5880030000.000,5859658000.000,6023431000.000,6397646000.000
AssetsCurrent,3117261000.000,2821937000.000,2953374000.000,2664440000.000,3124496000.000,3164541000.000,2938234000.000,3049964000.000,2973449000.000,2948138000.000,3056320000.000,2919890000.000,3445374000.000,3839138000.000,4088434000.000,4515617000.000,4888199000.000,4858837000.000,5009069000.000,5324043000.000
AssetsFairValueDisclosure,,1576900000.000,1661000000.000,,,,,,,,,,,,,,,,,
AssetsFairValueDisclosureNonrecurring,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
AssetsHeldInTrust,,25700000.000,25700000.000,20700000.000,25700000.000,26000000.000,26200000.000,25500000.000,26500000.000,26400000.000,26600000.000,23800000.000,23900000.000,23800000.000,23700000.000,24000000.000,29800000.000,28200000.000,28100000.000,28300000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,145240000.000,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,50000000.000,50000000.000,50000000.000,50000000.000,0.000,0.000
AvailableForSaleSecurities,,1576100000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,1660107000.000,1566600000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,1658788000.000,1576132000.000,1656895000.000,,1447630000.000,1515200000.000,1671678000.000,1812512000.000,1767156000.000,1632466000.000,1580032000.000,1567020000.000,1685009000.000,1668943000.000,1664830000.000,1791060000.000,2520429000.000,2371540000.000,2221278000.000,2218367000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,256700000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,258200000.000,,,,,,,,,,,,,,,,,,
