,2011-06-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,6527948.000,8756354.000,9714776.000,8203277.000,6756278.000,6752805.000,6554897.000,9281250.000
AccountsReceivableNetCurrent,2712502.000,1780849.000,2099579.000,2064413.000,2148379.000,3289300.000,2580664.000,2714988.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,36905665.000,37172028.000,40671259.000,43902597.000,47885015.000,51827856.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,20109437.000,21576294.000,21558709.000,20713885.000,21276931.000,22579356.000,26073493.000,28103067.000
AdditionalPaidInCapital,82510535.000,83057523.000,83205561.000,83353599.000,83501637.000,83649675.000,83649675.000,83649675.000
AdvancesOnInventoryPurchases,1429156.000,7522638.000,4353460.000,6467436.000,4869606.000,8449792.000,9259807.000,11187066.000
AllowanceForDoubtfulAccountsReceivable,,,13356.000,12479.000,9340.000,75918.000,120764.000,61196.000
Assets,269721358.000,280316228.000,286368415.000,287882135.000,288500809.000,293539233.000,299496277.000,307496948.000
AssetsCurrent,23626978.000,22120002.000,22490194.000,26834172.000,24748441.000,29500672.000,26511938.000,32489494.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,6868640.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,9939155.000,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,1.000,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,39759006.000,40262154.000,40135013.000,40324492.000,39747592.000,39207913.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,899671.000,221295.000,1826683.000,1799135.000,643496.000,322877.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,1856111.000,1932733.000,2194425.000,2206846.000,2239967.000,2235261.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,1911239.000,1985266.000,1962220.000,1973324.000,2002933.000,1991624.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,2267192.000,2340314.000,1990272.000,2001535.000,2031568.000,2020083.000
