,2011-03-31,2011-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,21690000.000,23907000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-628000.000,-839000.000
AdditionalPaidInCapitalCommonStock,15583000.000,16706000.000
Assets,1635686000.000,1616717000.000
CashAndCashEquivalentsAtCarryingValue,106441000.000,50153000.000
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,1097941000.000,1127398000.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000
CommonStockSharesIssued,57466000.000,57531000.000
CommonStockSharesOutstanding,57466000.000,57531000.000
CommonStockValue,6000.000,6000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,6016000.000
FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,,10413000.000
FairValueMeasuredOnRecurringBasisInvestments,,10562000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,10562000.000
Goodwill,85360000.000,87489000.000
IntangibleAssetsNetExcludingGoodwill,4470000.000,3691000.000
Liabilities,1516177000.000,1487438000.000
LiabilitiesAndStockholdersEquity,1635686000.000,1616717000.000
LongTermDebt,115200000.000,110400000.000
MarketableSecurities,11344000.000,10562000.000
MinimumNetCapitalRequired,,20000000.000
MinorityInterest,209000.000,225000.000
NetCapital,,84325000.000
OtherAssets,33913000.000,39968000.000
OtherLiabilities,29992000.000,25812000.000
PayablesToBrokerDealersAndClearingOrganizations,,4551000.000
PayablesToCustomers,1338638000.000,1322206000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,75000000.000,75000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockValue,0.000,0.000
ReceivablesFromBrokersDealersAndClearingOrganizations,21609000.000,13441000.000
RetainedEarningsAccumulatedDeficit,104339000.000,113181000.000
SegmentReportingReconcilingItemsAssets,,-4036000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,3537000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,119509000.000,129279000.000
