,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsAndOtherReceivablesNetCurrent,,,220626.000,188563.000,175719.000,144032.000,221211.000,288901.000,269916.000,307211.000,74767.000,87886.000,149189.000,100886.000,112354.000,110707.000,79988.000,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,700258.000,625188.000,803588.000,621052.000,441574.000,560235.000,922352.000,680506.000,405747.000,482397.000,522853.000,597665.000,347844.000,428120.000,942244.000,1036356.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,,,,597665.000,347844.000,428120.000,942244.000,1036356.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,,0.033,,,,0.075,0.075,,,0.077,0.077,0.077,0.077,
AccountsPayableOtherCurrent,,,,,,,16186.000,27275.000,37974.000,3137.000,3622.000,3532.000,18549.000,57276.000,37127.000,47056.000,22536.000,17450.000,12994.000,15258.000,43473.000,50457.000
AccountsPayableRelatedParties,,,,,,38168.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,563308.000,,14209.000,9307.000,10093.000,36210.000,211932.000,184983.000,200254.000,83691.000,78246.000,48674.000,48674.000,84314.000,83932.000,64314.000,40000.000,862.000,260.000,,,
AccountsPayableTradeCurrent,1262583.000,1480550.000,1547657.000,1837427.000,2407713.000,2779489.000,2882558.000,2768410.000,3335838.000,3310000.000,2926669.000,2980174.000,2938264.000,2542938.000,2411287.000,2273133.000,2269915.000,2189649.000,2310300.000,2321519.000,1916528.000,1841548.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,,,936777.000
AccountsReceivableNet,,,,,,,,,,,,,,,,,,51627.000,64521.000,47473.000,57734.000,65431.000
AccountsReceivableNetCurrent,713678.000,797757.000,,,,,,,,,,,,,,,,,,,,
AccruedAdvertisingCurrent,,,,,,,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,75000.000,109930.000,76639.000,76639.000,76639.000,76639.000,76639.000,76639.000,75000.000,75000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,,,50495.000,50863.000,50863.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,45871.000,46604.000,,,,,,,,,190000.000
AccruedProfessionalFeesCurrent,,,,,,,50000.000,110000.000,,,,,,,,,,,,,,
AccruedRentCurrent,,,,,,,,,,,,,,46604.000,47942.000,48545.000,49102.000,49614.000,50078.000,50495.000,50863.000,51181.000
AccruedSalariesCurrent,,,,,,,220075.000,153899.000,175735.000,132048.000,178393.000,193821.000,120817.000,82222.000,80597.000,68525.000,61937.000,64007.000,58937.000,57437.000,70521.000,110819.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,-576591.000,,,,-692903.000,,,,801271.000,,,,888463.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,20376.000,,,,20377.000,,,,20377.000,,,,
AdditionalPaidInCapital,10917226.000,13820091.000,15110343.000,15613634.000,16104005.000,16622908.000,26465916.000,26698877.000,26908458.000,27166147.000,27721737.000,27866404.000,29300622.000,29966039.000,30385231.000,30504794.000,30564339.000,30656598.000,31067056.000,31104329.000,31864288.000,32014629.000
