,2011-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,37670.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,75247.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-8536277.000
ComprehensiveIncomeNetOfTax,-16407250.000
CostOfRevenue,39777959.000
DeferredIncomeTaxExpenseBenefit,-671317.000
DepreciationDepletionAndAmortization,2978993.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,292067.000
EarningsPerShareBasic,-1.240
EarningsPerShareDiluted,-1.240
EffectOfExchangeRateOnCashAndCashEquivalents,510038.000
GeneralAndAdministrativeExpense,5549007.000
GoodwillImpairmentLoss,7405344.000
GrossProfit,11735865.000
IncomeLossFromContinuingOperations,-3773206.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2506119.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-14091777.000
IncomeTaxExpenseBenefit,1267087.000
IncomeTaxesPaidNet,4798558.000
IncreaseDecreaseInAccountsPayable,-3304019.000
IncreaseDecreaseInAccountsReceivable,2540164.000
IncreaseDecreaseInAccruedTaxesPayable,-3052482.000
IncreaseDecreaseInInventories,351473.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-247897.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1097396.000
InvestmentIncomeInterest,17689.000
IssuanceOfStockAndWarrantsForServicesOrClaims,112917.000
NetCashProvidedByUsedInFinancingActivities,-6755876.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6755876.000
NetCashProvidedByUsedInInvestingActivities,-4131328.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4131328.000
NetCashProvidedByUsedInOperatingActivities,1840889.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1840889.000
NetIncomeLoss,-17864983.000
NonoperatingIncomeExpense,-3570.000
OperatingExpenses,14238414.000
OperatingIncomeLoss,-2502549.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1457733.000
OtherNonoperatingIncomeExpense,-21259.000
PaymentsToAcquirePropertyPlantAndEquipment,97883.000
ProceedsFromWarrantExercises,87500.000
RepaymentsOfOtherDebt,6843376.000
Revenues,51513824.000
SalesRevenueNet,51513824.000
SellingExpense,1284063.000
ShareBasedCompensation,675621.000
StockIssuedDuringPeriodValueNewIssues,12600.000
WeightedAverageNumberOfDilutedSharesOutstanding,14425069.000
WeightedAverageNumberOfSharesOutstandingBasic,14425069.000
