,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31
AccountsPayableCurrent,16950642.000,21716148.000,25512314.000,24750164.000,16978287.000
AccountsPayableOtherCurrent,3081941.000,13111017.000,15483790.000,8397741.000,7884034.000
AccountsReceivableNetCurrent,11100380.000,17364962.000,17565411.000,28650258.000,10562097.000
AccruedLiabilitiesCurrent,515112.000,629016.000,579075.000,970607.000,815192.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,22893072.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,7404001.000,7516191.000,8652186.000,7468024.000,7866745.000
AdditionalPaidInCapital,10603853.000,10620368.000,10623768.000,10625225.000,10625225.000
AdvancesOnInventoryPurchases,33200721.000,27566516.000,47737171.000,42422506.000,38920307.000
AllowanceForDoubtfulAccountsReceivableCurrent,11249.000,11251.000,11399.000,11265.000,11301.000
Assets,165202889.000,187143167.000,214579440.000,220070467.000,188473952.000
AssetsCurrent,92916548.000,110921000.000,137060616.000,141347045.000,109485334.000
CapitalLeaseObligationsCurrent,1667673.000,1695944.000,1747084.000,3059834.000,3122029.000
CapitalLeaseObligationsNoncurrent,7340066.000,6906957.000,6550337.000,12256272.000,11494390.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,16978180.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,1009934.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,4047596.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,4047596.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,4047596.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,3825458.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,2361761.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,14616419.000
CashAndCashEquivalentsAtCarryingValue,26423445.000,31007269.000,39337871.000,34285849.000,33027738.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000
CommonStockSharesIssued,45060000.000,45060000.000,45060000.000,45060000.000,45060000.000
CommonStockSharesOutstanding,45060000.000,45060000.000,45060000.000,45060000.000,45060000.000
CommonStockValue,45060.000,45060.000,45060.000,45060.000,45060.000
ConstructionInProgressGross,,,,,2902657.000
CustomerAdvancesCurrent,18605879.000,10321920.000,23205729.000,16900241.000,12701657.000
DeferredRevenueCurrent,1144696.000,1333695.000,1377484.000,1487186.000,1466449.000
DeferredRevenueNoncurrent,7397227.000,8804664.000,8814964.000,9447352.000,8894088.000
DueFromRelatedParties,,,,,0.000
DueToRelatedPartiesCurrent,9262400.000,9452712.000,9676101.000,9614022.000,9743644.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,1635072.000,1748030.000,1906131.000,1938172.000
IntangibleAssetsNetExcludingGoodwill,,3091565.000,3040943.000,2826518.000,2809386.000
InventoryNet,19160566.000,10096645.000,17439263.000,20542245.000,13186414.000
InventoryValuationReserves,,,,,667200.000
LeaseIncentiveReceivableCurrent,,,,,30716.000
Liabilities,92620595.000,103110315.000,123104978.000,116686823.000,95152571.000
LiabilitiesAndStockholdersEquity,165202889.000,187143167.000,214579440.000,220070467.000,188473952.000
LiabilitiesCurrent,77883302.000,87398694.000,107739677.000,94983199.000,74764093.000
LiabilitiesNoncurrent,14737293.000,15711621.000,15365301.000,21703624.000,20388478.000
LinesOfCreditCurrent,,,,,9451200.000
MineralPropertiesAccumulatedDepletion,1520439.000,,,,
MineralRights,3205234.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,341293.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,25597.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,8532.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,102388.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,102388.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,102388.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,503539.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,61039.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,36886.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,196900.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,208714.000
OtherAssetsMiscellaneousNoncurrent,4016269.000,3889144.000,3818898.000,5963098.000,5972870.000
OtherAssetsNoncurrent,13565411.000,13284420.000,13200544.000,15012279.000,14906751.000
OtherReceivablesNetCurrent,2613119.000,24562536.000,14750155.000,14742036.000,13451480.000
PreferredStockNoParValue,0.000,,,,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,,,,0.000
PreferredStockSharesOutstanding,0.000,,,,0.000
PreferredStockValue,,,,,0.000
PrepaidExpenseCurrent,418317.000,323072.000,230745.000,704151.000,337298.000
PropertyPlantAndEquipmentGross,,,,,86974939.000
PropertyPlantAndEquipmentNet,58720930.000,62937747.000,64318280.000,63711143.000,64081867.000
RealEstateInvestmentPropertyAccumulatedDepreciation,432091.000,475649.000,525905.000,563185.000,606733.000
RealEstateInvestmentPropertyNet,5771218.000,5730169.000,5758019.000,5646832.000,5545804.000
RestrictedCashAndCashEquivalentsNoncurrent,572690.000,573542.000,582684.000,575831.000,578691.000
RetainedEarningsAccumulatedDeficit,45632619.000,56818378.000,63046274.000,75328995.000,65296034.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,115000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,1.240
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,115000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,,1.240
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,0.000
ShortTermBankLoansAndNotesPayable,26654959.000,29138242.000,30158100.000,29803404.000,22052801.000
StatutoryAccountingPracticesRetainedEarningsNotAvailableForDividends,8896761.000,9032855.000,9107174.000,9916340.000,9488317.000
StockholdersEquity,72582294.000,84032852.000,91474462.000,103383644.000,93321381.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,72582294.000,84032852.000,91474462.000,103383644.000,93321381.000
