,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentForAmortization,,,,,,,64392.000,,
AllocatedShareBasedCompensationExpense,,,,28055.000,84165.000,,42000.000,,
AmortizationOfDebtDiscountPremium,,,2870.000,,,,2870.000,,
AmortizationOfFinancingCosts,,,,,,,1214.000,,
AmortizationOfFinancingCostsAndDiscounts,,273272.000,,,,,,24404.000,42337.000
AmortizationOfIntangibleAssets,,,64392.000,,,,64392.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,4170623.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-121852.000,,,,58829.000,,
CostOfGoodsSold,0.000,,,,,,,,
CostOfRevenue,,2124869.000,2278692.000,1916002.000,1903858.000,1401091.000,1719364.000,1886280.000,1715787.000
DebtInstrumentPeriodicPaymentInterest,,,,,,,,,61701.000
Depreciation,,,54890.000,68570.000,89148.000,105580.000,101983.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,22933.000,-38757.000,458561.000
EarningsPerShareBasic,,,,-0.190,-0.440,,-0.340,,
EarningsPerShareBasicAndDiluted,0.000,-0.310,0.000,-0.190,-0.440,-0.300,-0.340,-0.300,-0.270
EarningsPerShareDiluted,,,,-0.190,-0.440,,-0.340,,
EntityWideRevenueMajorCustomerPercentage,,,,0.750,0.000,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,0.490,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,0.015,,
GeneralAndAdministrativeExpense,-42316.000,,,,,,,,
GrossProfit,0.000,-306330.000,521497.000,-180567.000,-1550074.000,-749055.000,-1253541.000,-1063197.000,-1093247.000
IncomeTaxesPaid,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,425656.000,,,,644386.000,,
IncreaseDecreaseInAccountsReceivable,,,223719.000,,,,-44515.000,,
IncreaseDecreaseInAccruedLiabilities,,,-226189.000,,,,-93945.000,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,24219.000,,,,109712.000,,
IncreaseDecreaseInInventories,,,1644.000,,,,13476.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,69382.000,,,,-30508.000,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,,0.000,,0.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,0.000,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,0.000,,0.000,,
InterestExpense,0.000,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,-240799.000,-28397.000,-35309.000,-35765.000,-45948.000,-58038.000,-143228.000,-328365.000
InterestPaid,,,24690.000,,,,,,
InterestPaidNet,,,,,,,30027.000,,
InventoryWriteDown,,,,,,,,0.000,
LeaseAndRentalExpense,,,,297812.000,279120.000,,,,
LegalFees,,,,68988.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,255864.000,,,,929791.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,255864.000,,,,929791.000,,
NetCashProvidedByUsedInInvestingActivities,,,-505793.000,,,,-13000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-505793.000,,,,-13000.000,,
NetCashProvidedByUsedInOperatingActivities,,,128077.000,,,,-857960.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,128077.000,,,,-857960.000,,
NetIncomeLoss,-42316.000,-1380526.000,11364.000,-866813.000,-2098659.000,-1347097.000,-1769468.000,-1675975.000,-1540851.000
NetIncomeLossAttributableToNoncontrollingInterest,,-28080.000,-515.000,-31617.000,-95056.000,-58605.000,-78918.000,-54240.000,-81124.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-866813.000,-2098659.000,,-1769468.000,,
NonoperatingIncomeExpense,,-514071.000,-63146.000,48216.000,-30166.000,-6323.000,-35105.000,-206389.000,65308.000
OperatingExpenses,,,,,,,559740.000,,594036.000
OperatingIncomeLoss,,-894535.000,73995.000,-946646.000,-2163549.000,-1399379.000,-1813281.000,-1523826.000,-1687283.000
OperatingLeasesRentExpenseMinimumRentals,,,,300900.000,300900.000,,,,
OtherAmortizationOfDeferredCharges,,,1214.000,,,,,,
OtherNonoperatingIncome,,,,83525.000,5599.000,,22933.000,0.000,-22551.000
OtherNonoperatingIncomeExpense,,,-34749.000,,,,,,
PaymentsForFees,,,,7500.000,,,,,
PaymentsToAcquireMachineryAndEquipment,,,505793.000,,,,13000.000,,
ProceedsFromConvertibleDebt,,,,,,,999999.000,,
ProceedsFromIssuanceOrSaleOfEquity,,,,1000000.000,,,,,
ProceedsFromNotesPayable,,,257881.000,,,,0.000,,
ProductWarrantyAccrualPeriodIncreaseDecrease,,,,93000.000,0.000,,,,
ProfessionalFees,,,,,,,57332.000,73908.000,42419.000
