,2013-09-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AdjustmentForAmortization,,5691000.000,5593000.000,4889000.000,5549000.000,5011000.000,4975000.000,6258000.000,6464000.000,6518000.000,6217000.000,5528000.000,5970000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,115000.000,,,,139000.000,,,278000.000,,,,6167000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,2283000.000,,,,2379000.000,,,3728000.000,,,,2427000.000
AmortizationOfIntangibleAssets,4277000.000,4400000.000,5300000.000,5000000.000,4906000.000,4702000.000,4700000.000,5800000.000,6200000.000,6300000.000,6000000.000,,5900000.000
AssetImpairmentCharges,,,,,,,,9439000.000,,,0.000,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,-0.550,,,,,,-0.510,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,-0.550,,,,,,-0.510,,,,,
BusinessAcquisitionsProFormaRevenue,,429119000.000,,,,,,485388000.000,,,,,
BusinessCombinationConsiderationTransferred1,,293600000.000,,,,297500000.000,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,2724000.000,,,,,,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,36455000.000,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,5417000.000,,,,2264000.000,,,4118000.000,,,,3984000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,65391000.000,,,,-101936000.000,,,-39205000.000,,,,-37241000.000
ComprehensiveIncomeNetOfTax,13988000.000,-23600000.000,11952000.000,-33804000.000,-48546000.000,-65374000.000,22664000.000,-37129000.000,21359000.000,19342000.000,23889000.000,-7006000.000,28726000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,962000.000,270000.000,862000.000,-112000.000,1224000.000,1051000.000,496000.000,64000.000,1571000.000,1394000.000,887000.000,1893000.000,1617000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,14950000.000,-23330000.000,12814000.000,-33916000.000,-47322000.000,-64323000.000,23160000.000,-37065000.000,22930000.000,20736000.000,24776000.000,-5113000.000,30343000.000
CostOfGoodsSold,374082000.000,369474000.000,411569000.000,409894000.000,381364000.000,361156000.000,381394000.000,388141000.000,391060000.000,402881000.000,385845000.000,384533000.000,391624000.000
CurrentIncomeTaxExpenseBenefit,308000.000,1069000.000,1311000.000,380000.000,3743000.000,1499000.000,2238000.000,1629000.000,1842000.000,3050000.000,2775000.000,1202000.000,
DeconsolidationGainOrLossAmount,,,,,,,,-29721000.000,,,5144000.000,,
DeferredIncomeTaxExpenseBenefit,-6580000.000,-1050000.000,68000.000,1624000.000,-2612000.000,1765000.000,12775000.000,-4139000.000,4368000.000,-195000.000,3751000.000,4994000.000,-1048000.000
Depreciation,15505000.000,15446000.000,14536000.000,15842000.000,14798000.000,15306000.000,14410000.000,14554000.000,14570000.000,14813000.000,13995000.000,14226000.000,14024000.000
EarningsPerShareBasic,0.130,-0.560,0.190,-0.340,-0.550,-1.030,0.440,-0.540,0.580,1.090,1.050,0.530,0.790
EarningsPerShareDiluted,0.120,-0.560,0.180,-0.340,-0.540,-1.030,0.420,-0.540,0.570,1.060,1.030,0.510,0.770
EffectOfExchangeRateOnCashAndCashEquivalents,,-1914000.000,,,,-7035000.000,,,-1371000.000,,,,-2276000.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,,,0.265,,,0.266,,,,0.266
EquityMethodInvestmentDividendsOrDistributions,,,,,,1440000.000,,,0.000,,,,
ForeignCurrencyTransactionGainLossUnrealized,,-287000.000,,,,991000.000,,,-1428000.000,,,,-266000.000
GainLossOnSaleOfPropertyPlantEquipment,2772000.000,-1087000.000,-1036000.000,-236000.000,-1457000.000,56000.000,-350000.000,-291000.000,-132000.000,-260000.000,-698000.000,-1021000.000,274000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,-28046000.000,0.000,0.000,0.000,0.000,0.000,0.000,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,600000.000,,,
GrossProfit,58969000.000,52986000.000,78607000.000,66230000.000,67576000.000,73309000.000,95034000.000,87509000.000,98245000.000,111104000.000,103802000.000,96494000.000,95557000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,0.000,,0.000,0.000,,,,,,,,,
IncomeLossFromContinuingOperations,3677000.000,-16444000.000,5750000.000,-9843000.000,-16173000.000,-30823000.000,13682000.000,-16091000.000,18016000.000,33539000.000,32245000.000,15574000.000,23810000.000
