,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableInterestBearingInterestRate,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,,0.060,0.060,0.060,0.060,
AccruedLiabilitiesCurrent,13718.000,10972.000,8372.000,17033.000,21299.000,34327.000,17145.000,29829.000,26706.000,31305.000,41057.000,31619.000,24480.000,21621.000,14903.000,11774.000
AdditionalPaidInCapitalCommonStock,810.000,810.000,810.000,810.000,810.000,810.000,38291.000,45787.000,45787.000,45809.000,45809.000,45809.000,45809.000,45809.000,45809.000,45809.000
Assets,1150.000,1150.000,1150.000,566.000,179.000,179.000,12820.000,12151.000,1501.000,247.000,782.000,233.000,233.000,251.000,1191.000,1244.000
AssetsCurrent,1150.000,1150.000,1150.000,566.000,179.000,179.000,12820.000,12151.000,1501.000,247.000,782.000,233.000,233.000,251.000,1191.000,1244.000
BorrowedFunds,126275.000,126275.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1150.000,1150.000,1150.000,566.000,179.000,179.000,12820.000,12151.000,1501.000,247.000,782.000,233.000,233.000,251.000,1191.000,1244.000
CommonStockParOrStatedValuePerShare,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,10000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,4500000.000,4500000.000,4500000.000,4500000.000,4500000.000,4500000.000,4687500.000,4725000.000,4725000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000
CommonStockSharesOutstanding,4500000.000,4500000.000,4500000.000,4500000.000,4500000.000,4500000.000,4687500.000,4725000.000,4725000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000,4505000.000
CommonStockValue,450.000,450.000,450.000,450.000,450.000,450.000,469.000,473.000,473.000,451.000,451.000,451.000,451.000,451.000,451.000,451.000
DeferredTaxAssetsLiabilitiesNet,,,,47000.000,,,,,,,89000.000,,,,116000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,21000.000,,,,,
DepositLiabilitiesAccruedInterest,,,,2685.000,2685.000,2685.000,2685.000,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,62911.000,70415.000,77408.000,86653.000,98784.000,111812.000,119489.000,140342.000,147869.000,155222.000,165009.000,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,16351.000,18132.000,20047.000,22365.000
InterestReceivable,1219.000,2010.000,2987.000,4021.000,5142.000,6288.000,7435.000,9726.000,10872.000,12035.000,13218.000,14691.000,16351.000,,,
Liabilities,62801.000,70305.000,77298.000,85959.000,97703.000,110731.000,93549.000,106233.000,103110.000,109209.000,119531.000,142843.000,153957.000,161479.000,170676.000,194365.000
LiabilitiesAndStockholdersEquity,1150.000,1150.000,1150.000,566.000,179.000,179.000,12820.000,12151.000,1501.000,247.000,782.000,233.000,233.000,251.000,1191.000,1244.000
LiabilitiesCurrent,13718.000,10972.000,8372.000,17033.000,21299.000,34327.000,17145.000,29829.000,26706.000,109209.000,119531.000,142843.000,24480.000,21621.000,14903.000,11774.000
LiabilitiesNoncurrent,,,,,,,,,,,,,129477.000,139858.000,155773.000,182591.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,126275.000,126275.000,126275.000,126275.000,,,,,,,,,
NotesAndLoansPayable,,,,41029.000,41029.000,41029.000,41029.000,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,77904.000,78474.000,111224.000,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,49083.000,59333.000,68926.000,68926.000,76404.000,76404.000,76404.000,76404.000,76404.000,,78474.000,,,,135726.000,160226.000
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,,,,113126.000,121726.000,135726.000,160226.000
OperatingLossCarryforwards,,,,86653.000,,,,,,,165009.000,,,,215745.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,,27000.000,
PreferredStockParOrStatedValuePerShare,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,-188870.000,-199984.000,-207488.000,-215745.000,-239381.000
StockholdersEquity,-61651.000,-69155.000,-76148.000,-85393.000,-97524.000,-110552.000,-80729.000,-94082.000,-101609.000,-108962.000,-118749.000,-142610.000,-153724.000,-161228.000,-169485.000,-193121.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-61651.000,-69155.000,-76148.000,-85393.000,-97524.000,-110552.000,-80729.000,-94082.000,-101609.000,-108962.000,-118749.000,-142610.000,-153724.000,-161228.000,-169485.000,-193121.000
ValuationAllowanceAmount,,,,23000.000,,,,,,,,,,,,
