,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31
CashPeriodIncreaseDecrease,,-2845.000,,,,,
DebtInstrumentDecreaseForgiveness,,0.000,,,,,
DepreciationAndAmortization,,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,0.000,0.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,0.000,0.000,,,,,
ForeignCurrencyTransactionGainLossRealized,,0.000,,,,,
GainLossOnDispositionOfAssets,,0.000,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,,,,,
GeneralAndAdministrativeExpense,3650.000,1884.000,2707.000,6448.000,15008308.000,8224.000,19377.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-13089.000,-18334.000,-10097.000,-11967.000,-15016504.000,-20543.000,-30070.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,0.000,,,,,
IncomeTaxesPaid,,0.000,,,,,
IncreaseDecreaseInAccruedLiabilities,,10851.000,,,,3845.000,
IncreaseDecreaseInPrepaidExpense,,2663.000,,,,16506.000,
InterestIncomeExpenseNet,-470.000,-475.000,-475.000,-475.000,-459.000,-475.000,-475.000
InterestPaid,,0.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,1975.000,,,,33205.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1975.000,,,,33205.000,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,-4820.000,,,,-33205.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4820.000,,,,-33205.000,
NetIncomeLoss,-13089.000,-18334.000,-10097.000,-11967.000,-15016504.000,-20543.000,-30070.000
NonoperatingIncomeExpense,-470.000,-475.000,-475.000,-475.000,-459.000,-475.000,-475.000
OperatingExpenses,12620.000,17859.000,9622.000,11492.000,15016045.000,20069.000,25595.000
OperatingIncomeLoss,-12620.000,-17859.000,-9622.000,-11492.000,-15016045.000,-20069.000,-29595.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000,,,,,
ProceedsFromContributedCapital,,0.000,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,
ProceedsFromNotesPayable,,475.000,,,,475.000,
ProceedsFromRelatedPartyDebt,,1500.000,,,,32730.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,0.000,,,,,
ProfessionalFees,8970.000,15975.000,6915.000,5044.000,7737.000,11845.000,10217.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,169400000.000,169400000.000,169400000.000,-346528767.000,129400000.000,129400000.000
