,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-19861000.000,,,,-36678000.000,,,,-37783000.000,,,,-39488000.000,,,,-35998000.000,,,,-47505000.000,,,,-42178000.000
AcquisitionCosts,-188490000.000,-215099000.000,-207553000.000,-215269000.000,-224151000.000,,,,,,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,41937000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,-240888000.000,,,,-91408000.000,,,,-38693000.000,,,,-254141000.000,,,,-261346000.000
AmortizationOfDebtDiscountPremium,249000.000,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,5588000.000,,,,5588000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,30500000.000,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,53732000.000,33136000.000,,73171000.000,64865000.000,22517000.000,,51213000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,900000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,704306000.000,,,,,,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,,,,,,37932000.000,26000000.000,,32024000.000,21508000.000,21288000.000,,28257000.000,,,,,,,,,,,,
BenefitsLossesAndExpenses,1855239000.000,1488842000.000,1592462000.000,2181222000.000,1533950000.000,1514878000.000,1612204000.000,1860842000.000,1463395000.000,1616291000.000,1731132000.000,1636068000.000,1508312000.000,2132477000.000,1423329000.000,1279632000.000,1347394000.000,2082288000.000,2529769000.000,2440444000.000,2324554000.000,2617547000.000,2454104000.000,2582004000.000,2542029000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,54987000.000,,,,33949000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,362937000.000,,,,-1318807000.000,,,,-145091000.000,,,,675215000.000,,,,688120000.000,,,,-435339000.000,,,,-74337000.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.140,0.140,0.140,0.140,0.160,0.160,0.160,0.160,0.160,0.160,0.200,0.200,0.200,0.200,0.200,0.200,0.220
CommonStockDividendsPerShareDeclared,0.110,0.110,0.110,0.110,0.110,0.110,0.110,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-152981000.000,473536000.000,75630000.000,-388676000.000,425080000.000,300400000.000,684590000.000,178011000.000,235889000.000,-421665000.000,187204000.000,275125000.000,465721000.000,-18888000.000,97278000.000,392030000.000,256993000.000,286043000.000,-93810000.000,-39916000.000,429826000.000,357812000.000,181819000.000,-499559000.000,282271000.000
DeferredPolicyAcquisitionCostAmortizationExpense,188490000.000,215099000.000,207553000.000,215269000.000,224151000.000,218937000.000,236347000.000,234057000.000,220259000.000,231886000.000,238328000.000,218850000.000,199414000.000,184619000.000,182882000.000,171203000.000,153696000.000,341617000.000,409173000.000,412962000.000,403267000.000,420520000.000,403888000.000,392996000.000,435869000.000
Depreciation,11969000.000,,,,13859000.000,,,,13109000.000,,,,14961000.000,,,,10907000.000,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,,22592000.000,,,,19429000.000
DerivativeGainLossOnDerivativeNet,3567000.000,-10950000.000,-26916000.000,23561000.000,702000.000,-4300000.000,6254000.000,2565000.000,7885000.000,-5105000.000,880000.000,4138000.000,1810000.000,11599000.000,5131000.000,11346000.000,16521000.000,48509000.000,-7903000.000,-4004000.000,-3622000.000,906000.000,5490000.000,-253000.000,-7069000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,3567000.000,-10950000.000,-26916000.000,,,,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,2346000.000,-9993000.000,-25874000.000,24658000.000,3141000.000,-2106000.000,6451000.000,,,,,,,,,,,,,,,,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,0.000,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,-0.730,0.730,0.140,-1.660,0.560,0.710,0.570,0.280,1.190,0.940,0.480,1.070,0.930,-1.030,0.270,0.540,0.140,3.160,0.090,0.830,0.070,0.160,0.260,1.090,0.580
EarningsPerShareDiluted,-0.730,0.690,0.140,-1.620,0.560,0.710,0.560,0.270,1.170,0.930,0.470,1.060,0.910,-1.030,0.270,0.540,0.140,3.110,0.090,0.810,0.070,0.150,0.250,1.090,0.570
EffectOfExchangeRateOnCashAndCashEquivalents,28967000.000,,,,25121000.000,,,,-24304000.000,,,,7177000.000,,,,-47397000.000,,,,-19396000.000,,,,30273000.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,5768000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,,,,,,,,,,,,,,,,,,,,,,,-5513000.000
