,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2369000.000,6600000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,3276000.000,
AllocatedShareBasedCompensationExpense,2369000.000,6600000.000
AmortizationOfFinancingCosts,2671000.000,2222000.000
AmortizationOfFinancingCostsAndDiscounts,1909000.000,1616000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,10869947.000
AssetImpairmentCharges,0.000,0.000
CapitalLeaseObligationsIncurred,,867000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,22063000.000,-15556000.000
ConversionOfStockAmountConverted1,28207000.000,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,3276000.000,
DepreciationDepletionAndAmortization,84000.000,175000.000
EarningsPerShareBasicAndDiluted,-7.420,-1.130
EffectiveIncomeTaxRateContinuingOperations,0.000,0.001
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.193,-0.693
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,-0.146
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,,-0.032
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,0.013,-0.127
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,-0.014,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.041,0.156
FairValueAdjustmentOfWarrants,27276000.000,-32465000.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,1110000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,27276000.000,-32465000.000
GainLossOnDispositionOfAssets,,-91000.000
GainsLossesOnExtinguishmentOfDebt,,-4740000.000
GeneralAndAdministrativeExpense,8883000.000,14000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-54638000.000,-16531000.000
IncomeTaxExpenseBenefit,26000.000,-15000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1315000.000,1118000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,184000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1228000.000,-2018000.000
IncreaseDecreaseInRestrictedCash,,1100000.000
InterestAndOtherIncome,32000.000,353000.000
InterestExpense,2671000.000,5511000.000
InterestPaid,,3289000.000
NetCashProvidedByUsedInFinancingActivities,61468000.000,61163000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,61468000.000,61163000.000
NetCashProvidedByUsedInInvestingActivities,-19137000.000,-46947000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-19137000.000,-46947000.000
