,2011-08-04,2011-11-01,2011-12-31,2012-03-31,2012-08-02,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,33700000.000,,,,29300000.000,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,28343000.000,35247000.000,,34620000.000,50896000.000,59150000.000,52743000.000,63539000.000,51278000.000,48765000.000,49084000.000,54901000.000,52731000.000,47805000.000,49488000.000,47833000.000,60496000.000,65124000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,300000.000,
AccountsPayableTradeCurrent,,,,,,,3284000.000,,,,5301000.000,,,,9343000.000,,,,6502000.000,
AccountsReceivableNetCurrent,,,20553000.000,24190000.000,,19511000.000,32891000.000,38291000.000,32289000.000,29040000.000,30441000.000,29343000.000,32271000.000,39751000.000,31322000.000,28653000.000,33309000.000,25910000.000,25787000.000,23352000.000
AccruedInsuranceCurrent,,,,,,,602000.000,,,,891000.000,,,,1187000.000,,,,1204000.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,15060000.000,17262000.000,19434000.000,4286000.000,,,30647000.000,,,,25500000.000,21200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,171820000.000,172929000.000,,185907000.000,151318000.000,157568000.000,163976000.000,167809000.000,175106000.000,182455000.000,189596000.000,196302000.000,186450000.000,192618000.000,179559000.000,185925000.000,133498000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,0.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,-7352000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,17244000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-350000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-23787000.000,-22348000.000,,-23563000.000,-24946000.000,-24048000.000,-22570000.000,-21792000.000,-13910000.000,-13751000.000,-13777000.000,-13330000.000,-16390000.000,-13048000.000,-12971000.000,-12856000.000,-12053000.000,-11899000.000
AdditionalPaidInCapitalCommonStock,,,85830000.000,85506000.000,,86041000.000,86362000.000,109652000.000,109919000.000,139744000.000,140115000.000,140542000.000,140289000.000,140624000.000,140960000.000,140952000.000,141141000.000,141364000.000,141497000.000,141691000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,100000.000,100000.000,,100000.000,100000.000,,88000.000,,,,,,,,,,587000.000,
Assets,,,665579000.000,579345000.000,,570253000.000,637693000.000,652894000.000,641337000.000,666358000.000,656375000.000,642754000.000,642921000.000,686055000.000,618157000.000,590560000.000,571351000.000,554456000.000,346302000.000,305087000.000
AssetsCurrent,,,83765000.000,87656000.000,,64919000.000,88921000.000,99878000.000,93789000.000,98647000.000,87104000.000,72975000.000,79866000.000,88798000.000,85494000.000,76569000.000,72776000.000,59172000.000,106778000.000,59399000.000
AssetsFairValueDisclosureRecurring,,,,,,,28913000.000,,,,34414000.000,,,,35772000.000,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,,,,,,5300000.000,,6133000.000
AssetsNet,,,,,,,,,,,,,,,,,,,297865000.000,
AssetsNoncurrent,,,59063000.000,60690000.000,,62282000.000,108975000.000,109798000.000,108887000.000,101753000.000,104561000.000,100217000.000,97752000.000,95533000.000,136093000.000,120139000.000,83398000.000,,,
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,78009000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,6976000.000,6778000.000,6435000.000,5300000.000,51846000.000,9761000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,,,,,,,,48701000.000,32486000.000,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,,13382000.000,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,399000.000,,,,,,,,,,,,,,
BillingsInExcessOfCostNoncurrent,,,,,,,,,,,,,,,,,,,3654000.000,3394000.000
BuildingsAndImprovementsGross,,,,,,1211000.000,1211000.000,1211000.000,1211000.000,1211000.000,1211000.000,1352000.000,1354000.000,1354000.000,1354000.000,1780000.000,1779000.000,1780000.000,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,0.250,,,,,,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,,,1.000,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,16400000.000,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,15469000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,5625000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,4219000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,5625000.000,,,,,,,,,,,,,
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,,,6278000.000,3201000.000,,3423000.000,3540000.000,0.000,0.000,,,,,,,,,,,
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,,,43837000.000,16160000.000,,14391000.000,13461000.000,0.000,0.000,,,,,,,,,,,
CapitalLeasesNetInvestmentInDirectFinancingLeases,,,,,,,17001000.000,,,,,,,,,,,,,
CapitalLeasesNetInvestmentInDirectFinancingLeasesDeferredIncome,,,,,,,4468000.000,,,,,,,,,,,,,
CapitalLeasesNetInvestmentInDirectFinancingLeasesUnguaranteedResidualValuesOfLeasedProperty,,,,,,,6000000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,21437000.000,34190000.000,,12714000.000,19868000.000,30761000.000,22386000.000,29224000.000,20010000.000,11435000.000,15817000.000,21024000.000,21133000.000,21783000.000,12956000.000,6058000.000,9560000.000,5989000.000
CollateralAlreadyPostedAggregateFairValue,,,,,,261000.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,1.000,1.000,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,,,10000000.000,10000000.000,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
