,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,,,,,,,,9966.000,3129.000,8753.000,8102.000,16659.000,15643.000,21140.000,21284.000,22362.000,27828.000
AccountsPayableRelatedParties,,,,,,952.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,8370.000,8893.000,22628.000,30209.000,43251.000,46504.000,52652.000,52652.000,60862.000,66429.000,73758.000,77046.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,0.000,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,3875.000,11702.000,,3000.000,,,169.000,0.000,,,,,
AdditionalPaidInCapital,4165.000,28077.000,28077.000,28077.000,28077.000,28077.000,31077.000,42077.000,44577.000,76721.000,76723.000,76723.000,76723.000,88723.000,88723.000,91983.000,93483.000,99186.000,45577.000,45577.000,45577.000,45577.000
Assets,4909.000,13851.000,8332.000,6046.000,1485.000,1118.000,5133.000,1338.000,608.000,500.000,680.000,599.000,205.000,195.000,371.000,201.000,1838.000,1816.000,4277.000,4277.000,4277.000,0.000
AssetsCurrent,4909.000,13851.000,8332.000,6046.000,1485.000,1118.000,5133.000,1338.000,608.000,500.000,680.000,599.000,205.000,195.000,371.000,201.000,1838.000,1816.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,4277.000,4277.000,4277.000,0.000
Cash,4909.000,13851.000,8332.000,6046.000,1485.000,1118.000,5133.000,1338.000,608.000,500.000,680.000,599.000,205.000,195.000,371.000,201.000,1838.000,1816.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,0.001,,,0.001,,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,45000000.000,,,45000000.000,45000000.000,45000000.000,,,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000
CommonStockSharesIssued,,5073000.000,,,5073000.000,,5073000.000,,,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000
CommonStockSharesOutstanding,,5073000.000,,,5073000.000,5073000.000,5073000.000,,,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000,5073000.000
CommonStockValue,4585.000,5073.000,5073.000,5073.000,5073.000,,5073.000,,,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000,5073.000
CommonStockValueOutstanding,,,,,,5073.000,,5073.000,5073.000,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,1829.000,5484.000,9349.000,13619.000,17634.000,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,0.001,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,6000.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,,,0.000,0.000,,,,
DeferredTaxAssetsNet,,,,,,10049.000,,,,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,45702.000,,,,86391.000,,,,79738.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,45702.000,,,,86391.000,,,,79738.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-20913.000,-36427.000,-42001.000,-44352.000,-48962.000,-50387.000,-53695.000,-72817.000,-77948.000,85169.000,101188.000,107308.000,117185.000,128768.000,,,,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,,,,,400.000,635.000,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,22628.000,30209.000,43251.000,46504.000,52652.000,52652.000,60862.000,66429.000,73758.000,77046.000
InterestPayable,,,,,,403.000,,,,,,,,,,,,,,,,
Liabilities,17072.000,17128.000,17183.000,17248.000,17297.000,18355.000,22678.000,27005.000,28906.000,3875.000,20072.000,26111.000,35594.000,35167.000,57488.000,64124.000,83330.000,86564.000,103809.000,109520.000,117927.000,104874.000
LiabilitiesAndStockholdersEquity,4909.000,13851.000,8332.000,6046.000,1485.000,1118.000,5133.000,1338.000,608.000,500.000,680.000,599.000,205.000,195.000,371.000,201.000,1838.000,1816.000,4277.000,4277.000,4277.000,0.000
LiabilitiesCurrent,4572.000,4628.000,4683.000,4748.000,4797.000,18355.000,22678.000,27005.000,28906.000,3875.000,20072.000,26111.000,35594.000,35167.000,57488.000,64124.000,83330.000,86564.000,103809.000,109520.000,117927.000,104874.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,21807.000,21807.000,21807.000,0.000
LongTermNotesPayable,,12500.000,12500.000,12500.000,12500.000,,,,,,,,,,,,,,,,,
NotesPayable,16000.000,,,,,17000.000,,,,,,,,,,,,,,,,
