,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30
AccountsPayableCurrent,16254000.000,13072000.000,14002000.000,15263000.000,15485000.000
AccountsReceivableNetCurrent,132942000.000,131160000.000,145309000.000,138517000.000,145370000.000
AccruedIncomeTaxesCurrent,,,1420000.000,,
AccruedLiabilitiesCurrent,58106000.000,50988000.000,51696000.000,56112000.000,64197000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,299195000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-34866000.000,-34607000.000,-25526000.000,-25335000.000,-25009000.000
AdditionalPaidInCapitalCommonStock,1136784000.000,0.000,0.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,3858000.000,3676000.000,3188000.000,3615000.000,4748000.000
Assets,1221834000.000,1217388000.000,1216850000.000,1237235000.000,1165211000.000
AssetsCurrent,160485000.000,169509000.000,179933000.000,181414000.000,193418000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,202998000.000,203470000.000,,,
CashAndCashEquivalentsAtCarryingValue,19799000.000,27717000.000,12525000.000,20887000.000,23382000.000
ContractualObligation,204490000.000,185328000.000,190723000.000,,418329000.000
ContractualObligationDueAfterFifthYear,10723000.000,11260000.000,7353000.000,,105199000.000
ContractualObligationDueInFifthYear,14179000.000,14198000.000,1764000.000,,59728000.000
ContractualObligationDueInFourthYear,19088000.000,26040000.000,15279000.000,,69202000.000
ContractualObligationDueInNextTwelveMonths,66594000.000,23319000.000,72195000.000,,
ContractualObligationDueInSecondYear,56160000.000,61736000.000,60605000.000,,90644000.000
ContractualObligationDueInThirdYear,37746000.000,48775000.000,33527000.000,,74338000.000
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,19218000.000
DebtCurrent,14028000.000,15801000.000,17364000.000,18925000.000,20383000.000
DeferredFinanceCostsNoncurrentNet,18064000.000,17256000.000,16448000.000,15647000.000,14075000.000
DeferredIncomeTaxLiabilities,,,93293000.000,,
DeferredTaxAssetsEquityMethodInvestments,,,2372000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,389000.000,3562000.000,6898000.000,8229000.000,5396000.000
DeferredTaxAssetsNet,,,35505000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,17707000.000,,
DeferredTaxAssetsOther,,,15426000.000,,
DeferredTaxAssetsValuationAllowance,,,0.000,,
DeferredTaxLiabilities,,,57788000.000,,
DeferredTaxLiabilitiesCurrent,,0.000,0.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,54859000.000,,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,849000.000,,
DeferredTaxLiabilitiesNoncurrent,51750000.000,44182000.000,64686000.000,58815000.000,50712000.000
DeferredTaxLiabilitiesOther,,,7629000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,11816000.000,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,125003000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeLossAfterTax,,,25526000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeMinimumPensionLiabilityAfterTax,,,5760000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,-19766000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax,,,-32681000.000,,
DefinedBenefitPlanBenefitObligation,,,125003000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,38156000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,7914000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,6281000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,5966000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,5955000.000,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,5879000.000,,
DefinedBenefitPlanFairValueOfPlanAssets,,,107439000.000,,
DefinedBenefitPlanFundedStatusOfPlan,,,-17564000.000,,
DefinedBenefitPlanWeightedAverageAssetAllocations,,,1.000,,
DueFromRelatedPartiesNoncurrent,,,0.000,,
DueToRelatedPartiesNoncurrent,,,0.000,,
EmployeeRelatedLiabilitiesCurrent,,,11817000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,28579000.000,-34465000.000,38917000.000,44488000.000,53982000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,15007000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,15971000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,2042000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,3266000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,4980000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,5783000.000,,
FiniteLivedIntangibleAssetsGross,85950000.000,86606000.000,,98143000.000,98712000.000
FiniteLivedIntangibleAssetsNet,57371000.000,52141000.000,47049000.000,53655000.000,44730000.000
Goodwill,202998000.000,203470000.000,203528000.000,210627000.000,195421000.000
IndefiniteLivedLicenseAgreements,,,536515000.000,,
IntangibleAssetsNetExcludingGoodwill,536515000.000,536515000.000,583564000.000,536515000.000,491062000.000
IntangibleAssetsNetIncludingGoodwill,,,787092000.000,,
InterestPayableCurrent,,,12168000.000,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,0.000,,
Liabilities,1285319000.000,1130851000.000,1114878000.000,1122759000.000,1054629000.000
LiabilitiesAndStockholdersEquity,1221834000.000,1217388000.000,1216850000.000,1237235000.000,1165211000.000
LiabilitiesCurrent,257661000.000,118813000.000,91509000.000,99016000.000,107751000.000
LongTermDebt,,,930088000.000,,
