,2011-02-22,2011-04-24,2011-06-30,2011-10-28,2012-02-15,2012-03-31,2012-06-30,2012-09-30,2013-02-15,2013-04-23,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,1928400000.000,,2669700000.000,2427300000.000,2621100000.000,2693200000.000,3045700000.000,,3249100000.000,3533600000.000,3883400000.000,3633900000.000,3506000000.000,3456000000.000,3748000000.000,3194000000.000,2933000000.000,2786000000.000,2793000000.000
AccountsPayableTradeCurrent,,,555700000.000,,718800000.000,676800000.000,738400000.000,781300000.000,925100000.000,,855800000.000,797100000.000,1184400000.000,829000000.000,690000000.000,737000000.000,1084000000.000,677000000.000,520000000.000,521000000.000,650000000.000
AccountsReceivableGrossCurrent,,,,,1523500000.000,1580700000.000,1685400000.000,1736200000.000,1823200000.000,,2110900000.000,2275500000.000,2621500000.000,2524800000.000,2107000000.000,2078000000.000,1678000000.000,1430000000.000,1359000000.000,1267000000.000,1167000000.000
AccrualForEnvironmentalLossContingencies,,,5800000.000,,5600000.000,5500000.000,5200000.000,5100000.000,4900000.000,,3600000.000,3500000.000,3200000.000,2900000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,7000000.000
AccruedIncomeTaxesCurrent,,,23800000.000,,0.000,,,31300000.000,94100000.000,,97200000.000,88100000.000,80100000.000,87800000.000,100000000.000,97000000.000,168000000.000,393000000.000,298000000.000,342000000.000,127000000.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,13900000.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1122900000.000,,-1187900000.000,1237900000.000,1271100000.000,1332700000.000,1390800000.000,,1518000000.000,1580000000.000,1633200000.000,1594600000.000,1656000000.000,1602000000.000,1616000000.000,1630000000.000,1709000000.000,1745000000.000,1744000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-900000.000,,-5900000.000,500000.000,-4800000.000,-2400000.000,10700000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,,,88000000.000,,,,-97000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,127800000.000,,-28700000.000,11200000.000,-33200000.000,16400000.000,45900000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,77900000.000,,-90800000.000,-43900000.000,-89800000.000,-37300000.000,-30000000.000,,-155800000.000,-92200000.000,-79500000.000,-69100000.000,-76000000.000,-232000000.000,-540000000.000,-765000000.000,-693000000.000,-847000000.000,-877000000.000
