,2011-12-31
AmortizationOfDebtDiscountPremium,78464.000
AmortizationOfFinancingCosts,2810346.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-261627.000
ComprehensiveIncomeNetOfTax,25382286.000
DepreciationNonproduction,315609.000
DividendIncomeOperating,63775796.000
EarningsPerShareBasic,2.770
EarningsPerShareDiluted,2.760
FeesAndCommissions,11147091.000
GainLossOnDerivativeInstrumentsNetPretax,14662661.000
GainLossOnSaleOfDerivatives,-14662661.000
GeneralAndAdministrativeExpense,15465901.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,21982352.000
IncomeTaxesPaid,198160.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4528460.000
IncreaseDecreaseInAccruedInterestReceivableNet,6169.000
IncreaseDecreaseInAccruedTaxesPayable,461011.000
IncreaseDecreaseInDerivativeLiabilities,3140312.000
IncreaseDecreaseInOtherOperatingAssets,1798794.000
IncreaseDecreaseInOtherReceivables,1741477.000
IncreaseDecreaseInRestrictedCash,-1452657.000
InterestExpense,53813148.000
InterestIncomeOperating,717270.000
InterestPaid,6012120.000
NetCashProvidedByUsedInFinancingActivities,-543295128.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-543295128.000
NetCashProvidedByUsedInInvestingActivities,480107418.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,480107418.000
NetCashProvidedByUsedInOperatingActivities,62926083.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,62926083.000
NetIncomeLoss,21982352.000
NetIncomeLossAttributableToNoncontrollingInterest,-259622.000
NetIncomeLossAvailableToCommonStockholdersBasic,22241974.000
NoninterestExpense,72405004.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,3140312.000
OtherIncome,1918914.000
PaidInKindInterest,49214212.000
PaymentsToAcquirePropertyPlantAndEquipment,47330.000
ProceedsFromCollectionOfNotesReceivable,702091.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,478000000.000
Revenues,94387356.000
SalesRevenueNet,92468442.000
ShareBasedCompensation,21049.000
StockIssuedDuringPeriodValueShareBasedCompensation,21049.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,8046884.000
WeightedAverageNumberOfSharesOutstandingBasic,8028539.000
