,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-384000.000,,,,-174000.000,,,,-525000.000,,,,-330000.000
ComprehensiveIncomeNetOfTax,113000.000,-15000.000,-564000.000,-1097000.000,-211000.000,418000.000,-907000.000,,,-63000.000,22000.000,-21000.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.060,-0.020,-0.020,-0.030,-0.030,-0.060,-0.190,-0.020,-0.070,-0.030,-0.010,-0.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,,-629000.000,,-58000.000,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-499000.000,,,
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,-499000.000,-156000.000,,31000.000
IncomeTaxesPaid,,0.000,,,,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccruedLiabilities,,3000.000,,,,7000.000,,,,-13000.000,,,,-25000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-15000.000,,,,0.000,,,,0.000,,,,
InterestExpense,0.000,,,,,,,,,,,,,
InterestPaid,,0.000,,,,0.000,,,,0.000,,,,0.000
InvestmentIncomeInterest,6000.000,5000.000,4000.000,4000.000,5000.000,4000.000,3000.000,3000.000,3000.000,2000.000,2000.000,3000.000,-1000.000,1000.000
LaborAndRelatedExpense,71000.000,73000.000,71000.000,68000.000,62000.000,49000.000,49000.000,48000.000,33000.000,25000.000,26000.000,33000.000,30000.000,25000.000
LossContingencyDamagesSoughtValue,,,,,,171000.000,,,,171000.000,,,,171000.000
NetCashProvidedByUsedInInvestingActivities,,-305000.000,,,,0.000,,,,-450000.000,,,,-273000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-305000.000,,,,0.000,,,,-450000.000,,,,-273000.000
NetCashProvidedByUsedInOperatingActivities,,-79000.000,,,,-174000.000,,,,-75000.000,,,,-57000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-79000.000,,,,-174000.000,,,,-75000.000,,,,-57000.000
NetIncomeLoss,-73000.000,-97000.000,-470000.000,-112000.000,-144000.000,-187000.000,-236000.000,-438000.000,-1482000.000,-120000.000,-527000.000,-229000.000,-113000.000,-1000.000
NoninterestExpense,95000.000,119000.000,481000.000,123000.000,155000.000,197000.000,246000.000,214000.000,51000.000,64000.000,,,,
OccupancyNet,,,,,,,,,,,4000.000,2000.000,,4000.000
OperatingExpenses,,,,,,,,,,,65000.000,76000.000,,33000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,186000.000,82000.000,-94000.000,-985000.000,-67000.000,605000.000,-671000.000,,,57000.000,549000.000,208000.000,,
OtherCostAndExpenseOperating,,,,,,,,,,,35000.000,41000.000,,
OtherGeneralExpense,,,,,,,,,,,,,,4000.000
OtherIncome,,,,,,,,395000.000,,,,,,
OtherNoninterestExpense,8000.000,30000.000,394000.000,39000.000,77000.000,127000.000,186000.000,143000.000,7000.000,34000.000,,,,
OtherNonoperatingIncome,16000.000,11000.000,7000.000,7000.000,12000.000,6000.000,7000.000,7000.000,10000.000,0.000,0.000,0.000,4000.000,
OtherNonoperatingIncomeExpense,,,,,,,,-234000.000,,-58000.000,,-156000.000,,31000.000
PaymentsToAcquireAvailableForSaleSecurities,,305000.000,,,,0.000,,,,450000.000,,,,273000.000
RealizedInvestmentGainsLosses,0.000,,,,,,,,,,35000.000,0.000,,31000.000
Revenues,22000.000,22000.000,11000.000,11000.000,11000.000,10000.000,10000.000,10000.000,13000.000,2000.000,37000.000,3000.000,3000.000,1000.000
RoyaltyRevenue,0.000,6000.000,,0.000,,0.000,,,,,,,,
SalariesWagesAndOfficersCompensation,,,,,,60000.000,,,,,,,,
SalesRevenueNet,22000.000,22000.000,11000.000,11000.000,11000.000,10000.000,10000.000,-385000.000,13000.000,2000.000,2000.000,3000.000,3000.000,-30000.000
ShareBasedCompensation,,,,,,6000.000,,,,0.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,7446593.000,7446593.000,,7446593.000,7446593.000,7463441000.000,-7470877045.000,7471593.000,7471593.000,7471593.000,-14957638.000,7471593.000
