,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,30963000.000,33599000.000,36724000.000,38876000.000,45017000.000,55005000.000,55199000.000,80414000.000,103691000.000
AccountsReceivableGrossCurrent,,,,124172000.000,,,,113750000.000,
AccountsReceivableNetCurrent,145269000.000,131066000.000,123797000.000,123970000.000,126890000.000,132554000.000,129997000.000,113249000.000,95709000.000
AccruedEmployeeBenefitsCurrent,,18936000.000,21027000.000,27411000.000,10453000.000,14452000.000,13013000.000,11846000.000,11335000.000
AccruedIncomeTaxesCurrent,,3462000.000,1577000.000,2680000.000,2307000.000,3816000.000,3920000.000,11088000.000,1152000.000
AccruedIncomeTaxesNoncurrent,,11663000.000,11383000.000,12369000.000,8587000.000,8679000.000,8750000.000,8444000.000,7690000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,12200000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,178376000.000,180018000.000,184054000.000,187688000.000,189188000.000,194106000.000,196607000.000,202094000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-1000.000,-89000.000,-7000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-9000.000,38000.000,-971000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,281000.000,283000.000,-54000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,3591000.000,-10552000.000,-10994000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1240000.000,3300000.000,-10886000.000,-11918000.000,-15646000.000,-18196000.000,-9764000.000,-11780000.000,-20552000.000
AdditionalPaidInCapitalCommonStock,640945000.000,646091000.000,651270000.000,658755000.000,669404000.000,677549000.000,687277000.000,696818000.000,709776000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,430000.000,587000.000,202000.000,568000.000,628000.000,441000.000,501000.000,426000.000
