,2012-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-7169.000,,-25.000,,286527.000
CostsAndExpenses,70114.000,,594703.000,402656.000,
Depreciation,,,,,94189.000
DividendsPaidinkind,,,,,-5360.000
DividendsSharebasedCompensationPaidInKind,,,,,-5360.000
EarningsPerShareBasicAndDiluted,0.000,-0.150,-2.640,-1.800,-0.280
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.409,,0.409,0.409
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,-0.069,-0.069
ExplorationExpenseMining,903.000,,,,
GainLossRelatedToLitigationSettlement,,,,-122541.000,
GeneralAndAdministrativeExpense,69211.000,33576.000,41423.000,45656.000,3372540.000
IncomeLossFromContinuingOperations,,-33576.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-33576.000,-594703.000,-525197.000,-3372540.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,-594703.000,,
IncreaseDecreaseInAccountsPayable,5604.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,,5485.000,18934.000
IncreaseDecreaseInDueToRelatedParties,,,204678.000,40171.000,
IncreaseDecreaseInPrepaidExpense,,,,,-45764.000
InterestExpense,2104.000,,,,
LeaseAndRentalExpense,,,4000.000,,
MaturitiesOfSeniorDebt,,,,5254.000,
NetCashProvidedByUsedInFinancingActivities,57270.000,,,,1941340.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,57270.000,,,,1941340.000
NetCashProvidedByUsedInInvestingActivities,,,,,-1035632.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-1035632.000
NetCashProvidedByUsedInOperatingActivities,-64439.000,,-25.000,0.000,-619181.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-64439.000,,-25.000,0.000,-619181.000
NetIncomeLoss,-72218.000,-33576.000,-594703.000,-525197.000,-3372540.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-3373937.000
OperatingCostsAndExpenses,,33576.000,,,
OperatingExpenses,,,,,3372540.000
OperatingIncomeLoss,-70114.000,,,-402656.000,-3372540.000
OtherExpenses,,,,122541.000,
PreferredStockDividendsAndOtherAdjustments,,,,,1397.000
ProceedsFromRelatedPartyDebt,57270.000,,,,231304.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,-258104.000
ProfessionalAndContractServicesExpense,,,553280.000,357000.000,
ProfessionalFees,,,100000.000,,
RepaymentsOfNotesPayable,,,,,-7500.000
SalariesAndWages,,,176000.000,,
ServiceManagementCosts,,,100000.000,,
ShareBasedCompensation,2175.000,,390000.000,357000.000,2686000.000
StockIssuedDuringPeriodSharesOther,,,,,643.000
StockIssuedDuringPeriodValueIssuedForServices,,,,225000.000,2686000.000
StockIssuedDuringPeriodValueOther,,,,187541.000,45000.000
TechnologyServicesCosts,,,150000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,67500000.000,225000.000,225000.000,292492.000,12179422.000
