,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,2235000.000,2662000.000,2804000.000,2973000.000,3373000.000
AmortizationOfFinancingCosts,12000.000,,,,6000.000
AmortizationOfIntangibleAssets,77000.000,86000.000,98000.000,144000.000,142000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5255000.000,,,,4198000.000
CapitalExpendituresIncurredButNotYetPaid,371000.000,,,,284000.000
CapitalizedComputerSoftwareAmortization,275000.000,,,,
CapitalizedComputerSoftwareAmortization1,,303000.000,260000.000,,485000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-20813000.000,,,,-16273000.000
ComprehensiveIncomeNetOfTax,-13739000.000,-14590000.000,-12326000.000,-12925000.000,-12733000.000
CostOfGoodsSoldSubscription,5437000.000,5586000.000,6312000.000,6917000.000,7105000.000
CostOfRevenue,7349000.000,7635000.000,8638000.000,9127000.000,9616000.000
Depreciation,912000.000,,,,1237000.000
Dividends,0.000,,,,0.000
EarningsPerShareBasicAndDiluted,-0.500,-0.530,-0.440,-0.450,-0.440
FairValueAdjustmentOfWarrants,-62000.000,,10000.000,,7000.000
GeneralAndAdministrativeExpense,5736000.000,6003000.000,6689000.000,7114000.000,6986000.000
GrossProfit,15950000.000,18255000.000,21507000.000,22419000.000,24363000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-13707000.000,-14523000.000,-12307000.000,-12864000.000,-12700000.000
IncomeTaxExpenseBenefit,32000.000,67000.000,10000.000,58000.000,31000.000
IncomeTaxesPaid,29000.000,,,,127000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,515000.000,,,,-1522000.000
IncreaseDecreaseInAccountsReceivable,-2601000.000,,,,-5273000.000
IncreaseDecreaseInDeferredRevenue,-11502000.000,,,,-17764000.000
IncreaseDecreaseInOtherOperatingLiabilities,-27000.000,,,,
IncreaseDecreaseInPrepaidExpensesOther,-135000.000,,,,5633000.000
InterestExpense,11000.000,12000.000,31000.000,33000.000,14000.000
InvestmentIncomeAmortizationOfPremium,,,,,8000.000
InvestmentIncomeInterest,71000.000,61000.000,104000.000,116000.000,76000.000
MarketableSecuritiesRealizedGainLoss,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,123000.000,,,,996000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,123000.000,,,,996000.000
NetCashProvidedByUsedInInvestingActivities,-2086000.000,,,,10480000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2086000.000,,,,10480000.000
NetCashProvidedByUsedInOperatingActivities,-18850000.000,,,,-27749000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-18850000.000,,,,-27749000.000
NetIncomeLoss,-13739000.000,-14590000.000,-12317000.000,-12922000.000,-12731000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-13739000.000,-14590000.000,-12317000.000,-12922000.000,
NonoperatingIncomeExpense,47000.000,-7000.000,-40000.000,-26000.000,91000.000
OperatingExpenses,29704000.000,32771000.000,33774000.000,35257000.000,37154000.000
OperatingIncomeLoss,-13754000.000,-14516000.000,-12267000.000,-12838000.000,-12791000.000
OperatingLeasesRentExpenseNet,1130000.000,1104000.000,1156000.000,1290000.000,1201000.000
OtherComprehensiveIncomeLossNetOfTax,0.000,0.000,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-9000.000,,-2000.000
OtherNonoperatingIncomeExpense,-75000.000,-56000.000,-103000.000,-119000.000,36000.000
OtherOperatingActivitiesCashFlowStatement,28000.000,,,,2000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,42000.000
PaymentsToAcquireIntangibleAssets,151000.000,,,,290000.000
PaymentsToAcquirePropertyPlantAndEquipment,2268000.000,,,,3145000.000
ProceedsFromIssuanceOfCommonStock,,,,,1038000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,325000.000,,,,13900000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,8000.000,,,,15000.000
ProceedsFromStockOptionsExercised,123000.000,,,,
ResearchAndDevelopmentExpense,7805000.000,8730000.000,9297000.000,10141000.000,11182000.000
Revenues,23299000.000,25890000.000,30145000.000,31546000.000,33979000.000
SalesRevenueNet,23299000.000,25890000.000,30145000.000,31546000.000,33979000.000
SellingAndMarketingExpense,16163000.000,18038000.000,17788000.000,18002000.000,18986000.000
ShareBasedCompensation,2235000.000,,,,3373000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,57000.000,,,,17000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,232000.000,,,,185000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,1.360,,,,3.610
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,8.270,,,,9.970
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,13.790,,,,21.830
StockIssuedDuringPeriodSharesStockOptionsExercised,93000.000,,,,287000.000
SubscriptionRevenue,20577000.000,22416000.000,25814000.000,28308000.000,30513000.000
TechnologyServicesCosts,1912000.000,2049000.000,2326000.000,2210000.000,2511000.000
TechnologyServicesRevenue,2722000.000,3474000.000,4331000.000,3238000.000,3466000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,,,,3039000.000
