,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,3767719.000,3615504.000,3749953.000,3370033.000,3522824.000
AccountsReceivableNetCurrent,140855.000,120248.000,121750.000,193730.000,98908.000
AccruedLiabilitiesCurrent,,,,187375.000,309152.000
AccruedPayrollTaxesCurrent,3857823.000,4314670.000,4386182.000,4260805.000,4538321.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,736490.000,279345.000,300372.000,317436.000,351394.000
AdditionalPaidInCapital,104036128.000,105765093.000,106787434.000,107495127.000,106700540.000
AllowanceForDoubtfulAccountsReceivable,100000.000,100000.000,100000.000,0.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,156706.000
Assets,524822.000,314439.000,293683.000,323042.000,202481.000
AssetsCurrent,317444.000,130847.000,130063.000,199758.000,98908.000
BankOverdrafts,0.000,70750.000,20983.000,4927.000,16185.000
Cash,162759.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,450000000.000,300000000.000,450000000.000,900000000.000
CommonStockSharesIssued,287206908.000,303943573.000,325875822.000,354843881.000,424749442.000
CommonStockSharesOutstanding,200342955.000,200342954.000,303943573.000,351843881.000,424749442.000
CommonStockValue,287207.000,303943.000,325876.000,351844.000,431554.000
ConvertibleDebtCurrent,,,,,1630720.000
ConvertibleLongTermNotesPayable,,,,2689880.000,539692.000
ConvertibleNotesPayable,,,,,3248880.000
ConvertibleNotesPayableCurrent,1921459.000,324963.000,,2231551.000,1618160.000
DebtInstrumentUnamortizedDiscount,7276.000,0.000,,,1091028.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,19989.000
DeferredFinanceCostsNet,,,,4000.000,
DeferredRevenue,,,,,102500.000
DeferredRevenueCurrent,102500.000,102500.000,102500.000,102500.000,
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,-2959.000
DepositLiabilitiesAccruedInterest,119090.000,215004.000,,,
DerivativeHigherFixedInterestRateRange,,,,0.007,
DerivativeLiabilitiesCurrent,2238832.000,0.000,,460431.000,1925831.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,120053439.000
DueToOfficersOrStockholdersCurrent,15000.000,15000.000,15000.000,15000.000,15000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,13339.000,
Liabilities,524822.000,,,,13123676.000
LiabilitiesAndStockholdersEquity,,314439.000,293683.000,323042.000,202481.000
LiabilitiesCurrent,12474523.000,11039763.000,11397376.000,11140622.000,12583984.000
LiabilitiesNoncurrent,,,,,539692.000
LoansReceivableNet,,,,,3750.000
LongTermNotesPayable,,,,,-1618160.000
NotesPayableCurrent,452100.000,787600.000,1053600.000,508000.000,536011.000
OtherAssetsNoncurrent,53000.000,85522.000,85522.000,58250.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,150000.000,150000.000,50000.000,150000.000,150000.000
PreferredStockSharesOutstanding,50000.000,50000.000,50000.000,150000.000,150000.000
PreferredStockValue,150.000,150.000,150.000,150.000,150.000
PrepaidExpenseCurrent,13830.000,10599.000,8313.000,6028.000,
PropertyPlantAndEquipmentGross,,,,378470.000,379758.000
PropertyPlantAndEquipmentNet,154378.000,98070.000,78098.000,61034.000,28364.000
RetainedEarningsAccumulatedDeficit,-116273186.000,-116794510.000,-118217153.000,-118664701.000,
SecurityDeposit,,,,,68500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,26870693.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.010
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,162938.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,36370693.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.170
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,162938.000
StockholdersEquity,-11949701.000,-10725324.000,-11103693.000,-10817580.000,-12921195.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-12921195.000
