,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,3000.000,,,,0.000,
AllocatedShareBasedCompensationExpense,,,,,,,2000.000,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,36000.000,398000.000,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,-892000.000,-1261000.000,,-878000.000,-1569000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,399795.000,387795.000,,387795.000,242995.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,305000.000,329000.000,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,135000.000,,,
BankOwnedLifeInsuranceIncome,210000.000,216000.000,540000.000,162000.000,151000.000,227000.000,330000.000,134000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,21075000.000,,,,19541000.000,
CommonStockDividendsPerShareDeclared,0.010,0.010,0.010,0.000,0.020,0.010,0.010,0.010
ComprehensiveIncomeNetOfTax,,,191000.000,967000.000,3676000.000,3869000.000,1059000.000,-1655000.000
DeferredIncomeTaxExpenseBenefit,,,2000.000,,,,599000.000,
DepreciationAmortizationAndAccretionNet,,,396000.000,,,,323000.000,
DividendsCommonStockCash,,,109000.000,,,,-109000.000,
EarningsPerShareBasic,0.120,0.040,0.050,0.130,0.120,0.130,0.140,-0.020
EarningsPerShareDiluted,0.110,0.040,0.050,0.130,0.120,0.130,0.140,-0.020
EquipmentExpense,454000.000,436000.000,457000.000,468000.000,417000.000,436000.000,403000.000,398000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,,,,469000.000,630000.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,,,-199000.000,-173000.000
FederalDepositInsuranceCorporationPremiumExpense,504000.000,481000.000,488000.000,490000.000,475000.000,474000.000,481000.000,479000.000
FeesAndCommissionsCreditCards,520000.000,520000.000,533000.000,577000.000,,,,
FeesAndCommissionsDepositorAccounts,1174000.000,1263000.000,1018000.000,1087000.000,1662000.000,2588000.000,1520000.000,1648000.000
FeesAndCommissionsOther,78000.000,100000.000,57000.000,75000.000,55000.000,,,
ForeclosedRealEstateExpense,,,618000.000,316000.000,1074000.000,502000.000,250000.000,114000.000
GainLossOnSaleOfPropertyPlantEquipment,,,8000.000,,,,3000.000,
GainLossOnSaleOfSecuritiesNet,173000.000,758000.000,418000.000,305000.000,194000.000,592000.000,184000.000,192000.000
GainLossOnSalesOfLoansNet,26000.000,66000.000,167000.000,200000.000,327000.000,377000.000,463000.000,106000.000
GainsLossesOnSalesOfOtherAssets,2238000.000,266000.000,,,,,,
GainsLossesOnSalesOfOtherRealEstate,-2011000.000,-614000.000,-47000.000,86000.000,425000.000,376000.000,10000.000,-542000.000
GeneralAndAdministrativeExpense,1107000.000,1068000.000,1134000.000,1038000.000,1032000.000,1113000.000,1014000.000,1182000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,63660000.000,60320000.000,,52143000.000,56227000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,,240000.000,403000.000,,183000.000,563000.000
ImpairmentOfRealEstate,,,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1658000.000,310000.000,490000.000,1895000.000,1752000.000,2220000.000,2090000.000,-501000.000
IncomeTaxExpenseBenefit,425000.000,-84000.000,0.000,541000.000,493000.000,658000.000,588000.000,-334000.000
IncomeTaxesPaid,,,0.000,,,,0.000,
IncreaseDecreaseInDeposits,,,27000000.000,,,,8482000.000,
IncreaseDecreaseInOtherOperatingAssets,,,-84000.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,-1319000.000,
IncreaseDecreaseInOtherOperatingLiabilities,,,-3532000.000,,,,,
InformationTechnologyAndDataProcessing,441000.000,424000.000,438000.000,445000.000,462000.000,483000.000,513000.000,544000.000
InterestAndDividendIncomeOperating,11220000.000,10755000.000,10609000.000,10532000.000,10248000.000,9943000.000,9417000.000,9347000.000
InterestAndDividendIncomeSecurities,2040000.000,1794000.000,2130000.000,2186000.000,1923000.000,1650000.000,1593000.000,1731000.000
InterestAndFeeIncomeLoansAndLeases,9016000.000,8881000.000,8386000.000,8243000.000,8237000.000,8183000.000,7700000.000,7495000.000
InterestExpense,2033000.000,1896000.000,1686000.000,1588000.000,1399000.000,1301000.000,1216000.000,1114000.000
InterestExpenseBorrowings,256000.000,294000.000,296000.000,294000.000,297000.000,293000.000,285000.000,286000.000
